Store Number,Power Outage Risk Evaluation,Phoen Gen Proj Status,Generator Qualification,Projected Install Complete Date,Actual Install Complete Date
5235,,,Does Not Currently Qualify,,
5236,,,Approved,,
5239,,,Approved,,
5240,,,Does Not Currently Qualify,,
5241,,,Does Not Currently Qualify,,
5242,,,Does Not Currently Qualify,,
5244,,Complete,Completed,8/9/2019,8/9/2019
5245,,,Does Not Currently Qualify,,
5246,,Complete,Completed,1/4/2023,1/4/2023
5247,,,Approved,,
5248,,,Does Not Currently Qualify,,
5250,,Complete,Completed,1/4/2018,1/4/2018
5251,,,Does Not Currently Qualify,,
5252,,,Does Not Currently Qualify,,
5253,,,Does Not Currently Qualify,,
5254,,Complete,Completed,1/1/2015,1/1/2015
5255,,,Does Not Currently Qualify,,
5256,,,Does Not Currently Qualify,,
5257,,,Does Not Currently Qualify,,
5258,,,Does Not Currently Qualify,,
5259,,,Does Not Currently Qualify,,
5260,,,Does Not Currently Qualify,,
5261,,,Does Not Currently Qualify,,
5262,,,Does Not Currently Qualify,,
5263,,,Does Not Currently Qualify,,
5264,,Complete,Completed,12/17/2016,12/17/2016
5265,,On Hold,Already Approved,4/30/2024,
5266,,,Does Not Currently Qualify,,
5267,,,Does Not Currently Qualify,,
5269,,,Does Not Currently Qualify,,
5270,,,Does Not Currently Qualify,,
5272,,,Does Not Currently Qualify,,
5273,,,Does Not Currently Qualify,,
5274,,,Does Not Currently Qualify,,
5275,,,Does Not Currently Qualify,,
5276,,,Does Not Currently Qualify,,
5278,,,Does Not Currently Qualify,,
5279,,Complete,Completed,6/2/2023,6/2/2023
5280,,,Does Not Currently Qualify,,
5281,,,Does Not Currently Qualify,,
5282,,,Approved,,
5285,,,Does Not Currently Qualify,,
5286,,,Approved,,
5287,,Complete,Completed,12/2/2020,12/2/2020
5288,,,Approved,,
5290,,,Approved,,
5291,,,Does Not Currently Qualify,,
5292,,,Approved,,
5293,,,Approved,,
5294,,,Does Not Currently Qualify,,
5295,,,Approved,,
5296,,,Approved,,
5297,,,Does Not Currently Qualify,,
5298,,,Approved,,
5299,,Complete,Completed,7/31/2018,7/31/2018
538,,Scheduled,Already Approved,8/9/2023,
5301,,Complete,Completed,7/10/2018,7/10/2018
5303,,,Approved,,
5304,,,Does Not Currently Qualify,,
5305,,,Does Not Currently Qualify,,
5306,,,Does Not Currently Qualify,,
5307,,,Does Not Currently Qualify,,
5308,,,Does Not Currently Qualify,,
5309,,,Approved,,
5310,,,Approved,,
5311,,Complete,Completed,6/29/2016,6/29/2016
5312,,Complete,Completed,5/4/2021,5/4/2021
5313,,,Does Not Currently Qualify,,
5314,,,Approved,,
5316,,Complete,Completed,10/15/2020,10/15/2020
5317,,,Does Not Currently Qualify,,
5319,,,Does Not Currently Qualify,,
5320,,Complete,Completed,5/31/2023,5/31/2023
5321,,Complete,Completed,11/21/2019,11/21/2019
5323,,,Does Not Currently Qualify,,
5325,,,Does Not Currently Qualify,,
5326,,,Does Not Currently Qualify,,
5327,,,Approved,,
310,,Scheduled,Already Approved,8/8/2023,
5329,,,Does Not Currently Qualify,,
5330,,,Does Not Currently Qualify,,
5331,,,Approved,,
5332,,,Does Not Currently Qualify,,
5334,,,Does Not Currently Qualify,,
5335,,,Approved,,
5336,,,Approved,,
5337,,,Does Not Currently Qualify,,
5338,,,Does Not Currently Qualify,,
5340,,,Does Not Currently Qualify,,
5341,,,Does Not Currently Qualify,,
5342,,,Does Not Currently Qualify,,
5343,,,Does Not Currently Qualify,,
5344,,,Does Not Currently Qualify,,
5345,,,Does Not Currently Qualify,,
5346,,,Does Not Currently Qualify,,
5347,,Complete,Completed,12/1/2020,12/1/2020
547,,Scheduled,Already Approved,8/8/2023,
5349,,,Does Not Currently Qualify,,
5350,,,Does Not Currently Qualify,,
5352,,,Does Not Currently Qualify,,
5353,,,Approved,,
5355,,,Approved,,
5356,,,Approved,,
5358,,,Approved,,
5359,,,Does Not Currently Qualify,,
5360,,,Approved,,
5361,,,Does Not Currently Qualify,,
5363,,,Does Not Currently Qualify,,
5364,,,Approved,,
5365,,,Does Not Currently Qualify,,
5366,,Complete,Completed,10/31/2019,10/31/2019
5367,,,Does Not Currently Qualify,,
5368,,,Does Not Currently Qualify,,
5369,,,Does Not Currently Qualify,,
5370,,,Does Not Currently Qualify,,
5371,,,Approved,,
5372,,,Approved,,
5373,,,Does Not Currently Qualify,,
5374,,,Does Not Currently Qualify,,
5376,,,Approved,,
5378,,,Does Not Currently Qualify,,
5379,,,Does Not Currently Qualify,,
5381,,,Does Not Currently Qualify,,
5382,,,Approved,,
5383,,On Hold,Already Approved,12/6/2023,
5384,,,Does Not Currently Qualify,,
5385,,,Approved,,
5386,,,Does Not Currently Qualify,,
5387,,,Does Not Currently Qualify,,
5388,,Complete,Completed,2/25/2020,2/25/2020
5389,,,Approved,,
5390,,,Does Not Currently Qualify,,
5391,,Complete,Completed,6/11/2018,6/11/2018
5392,,,Does Not Currently Qualify,,
5393,,,Does Not Currently Qualify,,
5394,,,Does Not Currently Qualify,,
5396,,,Does Not Currently Qualify,,
5397,,,Does Not Currently Qualify,,
5398,,,Does Not Currently Qualify,,
5399,,,Does Not Currently Qualify,,
5402,,,Does Not Currently Qualify,,
5403,,,Does Not Currently Qualify,,
5408,,,Does Not Currently Qualify,,
5409,,,Does Not Currently Qualify,,
5410,,,Does Not Currently Qualify,,
5411,,,Approved,,
5414,,,Approved,,
5416,,,Does Not Currently Qualify,,
5417,,,Does Not Currently Qualify,,
5418,,,Approved,,
5419,,,Approved,,
5420,,,Approved,,
5421,,,Does Not Currently Qualify,,
5422,,,Approved,,
5423,,,Does Not Currently Qualify,,
5424,,,Approved,,
5425,,,Does Not Currently Qualify,,
5426,,,Does Not Currently Qualify,,
5427,,,Does Not Currently Qualify,,
5428,,,Approved,,
5429,,,Does Not Currently Qualify,,
5430,,,Does Not Currently Qualify,,
5432,,,Does Not Currently Qualify,,
5433,,Complete,Completed,6/12/2019,6/12/2019
5434,,,Does Not Currently Qualify,,
5435,,,Does Not Currently Qualify,,
5436,,,Does Not Currently Qualify,,
5438,,,Approved,,
5439,,,Does Not Currently Qualify,,
5440,,,Does Not Currently Qualify,,
5441,,,Does Not Currently Qualify,,
5442,,,Does Not Currently Qualify,,
5443,,,Does Not Currently Qualify,,
5444,,,Does Not Currently Qualify,,
5445,,,Does Not Currently Qualify,,
5446,,,Approved,,
5447,,On Hold,Already Approved,,
5448,,,Does Not Currently Qualify,,
1088,,Scheduled,Already Approved,8/8/2023,
5450,,,Does Not Currently Qualify,,
4581,,Scheduled,Already Approved,8/3/2023,
5452,,,Approved,,
440,,Scheduled,Already Approved,7/31/2023,
5455,,Complete,Completed,11/6/2017,11/6/2017
5458,,,Does Not Currently Qualify,,
5459,,,Does Not Currently Qualify,,
5460,,Complete,Completed,12/17/2021,12/17/2021
5461,,,Approved,,
5462,,,Does Not Currently Qualify,,
5463,,,Does Not Currently Qualify,,
5464,,On Hold,Already Approved,,
5466,,,Does Not Currently Qualify,,
5467,,,Approved,,
5469,,,Does Not Currently Qualify,,
5470,,,Does Not Currently Qualify,,
5471,,,Approved,,
3660,,Scheduled,Already Approved,7/27/2023,
5476,,,Does Not Currently Qualify,,
5477,,,Does Not Currently Qualify,,
5300,,Scheduled,Already Approved,7/27/2023,
5480,,Complete,Completed,11/12/2021,11/12/2021
5481,,,Does Not Currently Qualify,,
5482,,,Approved,,
5483,,,Approved,,
5485,,,Does Not Currently Qualify,,
5486,,,Does Not Currently Qualify,,
5487,,,Approved,,
1195,,Scheduled,Already Approved,7/26/2023,
671,,Scheduled,Already Approved,7/25/2023,
5490,,,Approved,,
5491,,,Does Not Currently Qualify,,
5492,,,Approved,,
5494,,,Does Not Currently Qualify,,
5495,,,Does Not Currently Qualify,,
5497,,,Approved,,
5498,,,Does Not Currently Qualify,,
5499,,,Does Not Currently Qualify,,
5600,,,Does Not Currently Qualify,,
5601,,,Does Not Currently Qualify,,
5602,,,Does Not Currently Qualify,,
5603,,,Does Not Currently Qualify,,
5604,,,Approved,,
5605,,,Does Not Currently Qualify,,
5606,,,Approved,,
5608,,,Approved,,
5609,,,Does Not Currently Qualify,,
5610,,,Does Not Currently Qualify,,
5611,,,Does Not Currently Qualify,,
5612,,Complete,Completed,12/2/2021,12/2/2021
5613,,,Approved,,
5614,,,Approved,,
5615,,,Does Not Currently Qualify,,
5616,,,Approved,,
5617,,,Does Not Currently Qualify,,
5622,,On Hold,Already Approved,5/2/2024,
5623,,,Approved,,
5624,,,Approved,,
5626,,,Does Not Currently Qualify,,
5627,,,Approved,,
5628,,,Does Not Currently Qualify,,
5629,,,Does Not Currently Qualify,,
5632,,,Does Not Currently Qualify,,
5633,,,Does Not Currently Qualify,,
5634,,,Does Not Currently Qualify,,
5635,,,Does Not Currently Qualify,,
5637,,,Does Not Currently Qualify,,
5638,,,Does Not Currently Qualify,,
5640,,,Does Not Currently Qualify,,
5641,,,Does Not Currently Qualify,,
5643,,,Approved,,
5644,,,Does Not Currently Qualify,,
5649,,,Approved,,
1186,,Scheduled,Already Approved,7/20/2023,
5654,,,Does Not Currently Qualify,,
5657,,,Approved,,
5658,,,Does Not Currently Qualify,,
5659,,,Does Not Currently Qualify,,
5661,,,Does Not Currently Qualify,,
5663,,,Approved,,
5664,,,Does Not Currently Qualify,,
5667,,,Approved,,
5668,,,Approved,,
5669,,,Does Not Currently Qualify,,
5670,,,Approved,,
5671,,Complete,Completed,10/1/2021,10/1/2021
5672,,,Approved,,
5673,,,Approved,,
5675,,,Does Not Currently Qualify,,
5676,,,Approved,,
5678,,,Does Not Currently Qualify,,
5683,,,Does Not Currently Qualify,,
5684,,,Approved,,
5686,,,Approved,,
5689,,,Does Not Currently Qualify,,
5691,,,Approved,,
5692,,,Does Not Currently Qualify,,
5693,,,Does Not Currently Qualify,,
5695,,,Does Not Currently Qualify,,
5697,,,Does Not Currently Qualify,,
5700,,,Does Not Currently Qualify,,
5701,,,Approved,,
5702,,,Does Not Currently Qualify,,
5703,,,Approved,,
5704,,,Does Not Currently Qualify,,
5705,,,Does Not Currently Qualify,,
5706,,Complete,Completed,6/14/2019,6/14/2019
5707,,Complete,Completed,3/22/2018,3/22/2018
5709,,,Does Not Currently Qualify,,
5710,,,Approved,,
5713,,Complete,Completed,12/13/2021,12/13/2021
5715,,,Approved,,
5716,,,Approved,,
5717,,,Does Not Currently Qualify,,
5719,,,Approved,,
5722,,Pending,Already Approved,,
5725,,,Approved,,
5726,,,Approved,,
364,,Scheduled,Already Approved,7/18/2023,
5728,,,Does Not Currently Qualify,,
1405,,Scheduled,Already Approved,7/18/2023,
5732,,,Does Not Currently Qualify,,
5734,,,Approved,,
5735,,,Does Not Currently Qualify,,
5737,,,Does Not Currently Qualify,,
5738,,,Does Not Currently Qualify,,
5740,,On Hold,Already Approved,12/14/2023,
5741,,,Does Not Currently Qualify,,
4482,,Scheduled,Already Approved,7/13/2023,
5744,,,Approved,,
5745,,,Does Not Currently Qualify,,
5747,,,Approved,,
5748,,,Does Not Currently Qualify,,
5751,,,Does Not Currently Qualify,,
5752,,,Approved,,
107,,Scheduled,Already Approved,7/11/2023,
939,,Scheduled,Already Approved,6/30/2023,
5755,,On Hold,Already Approved,2/2/2024,
5758,,Complete,Completed,3/17/2020,3/17/2020
5759,,,Does Not Currently Qualify,,
5760,,On Hold,Already Approved,3/15/2024,
5761,,,Does Not Currently Qualify,,
5763,,,Does Not Currently Qualify,,
5764,,Complete,Completed,4/16/2021,4/16/2021
5766,,,Approved,,
5767,,,Does Not Currently Qualify,,
5768,,,Approved,,
5769,,,Does Not Currently Qualify,,
5771,,Complete,Completed,5/31/2023,5/31/2023
5772,,Complete,Completed,6/12/2023,6/12/2023
5773,,On Hold,Already Approved,,
5774,,On Hold,Already Approved,,
5776,,,Approved,,
5777,,,Approved,,
5779,,,Does Not Currently Qualify,,
5780,,,Does Not Currently Qualify,,
5782,,,Approved,,
5786,,,Approved,,
5787,,,Does Not Currently Qualify,,
5789,,Complete,Completed,8/7/2019,8/7/2019
5790,,Complete,Completed,8/9/2019,8/9/2019
5791,,,Does Not Currently Qualify,,
5793,,Complete,Completed,1/1/2015,1/1/2015
5795,,,Does Not Currently Qualify,,
5797,,,Does Not Currently Qualify,,
5799,,,Does Not Currently Qualify,,
5802,,Complete,Completed,1/1/2015,1/1/2015
5803,,Complete,Completed,1/1/2015,1/1/2015
5804,,,Does Not Currently Qualify,,
5805,,Complete,Completed,10/27/2022,10/27/2022
5806,,,Does Not Currently Qualify,,
5807,,,Does Not Currently Qualify,,
5808,,Complete,Completed,2/22/2023,2/22/2023
1035,,Scheduled,Already Approved,6/30/2023,
5810,,,Does Not Currently Qualify,,
5812,,,Approved,,
5813,,,Does Not Currently Qualify,,
5814,,,Approved,,
5815,,,Does Not Currently Qualify,,
5816,,,Does Not Currently Qualify,,
5817,,,Does Not Currently Qualify,,
5818,,,Does Not Currently Qualify,,
5819,,,Does Not Currently Qualify,,
5820,,On Hold,Already Approved,3/21/2024,
5823,,,Approved,,
5824,,,Approved,,
5826,,On Hold,Already Approved,3/27/2024,
5828,,,Does Not Currently Qualify,,
5829,,,Approved,,
5831,,,Does Not Currently Qualify,,
5832,,On Hold,Already Approved,,
5835,,,Does Not Currently Qualify,,
5837,,,Does Not Currently Qualify,,
5839,,,Does Not Currently Qualify,,
5840,,,Does Not Currently Qualify,,
5841,,,Does Not Currently Qualify,,
5842,,On Hold,Already Approved,9/21/2023,
5843,,,Approved,,
5844,,,Does Not Currently Qualify,,
5845,,,Does Not Currently Qualify,,
5846,,On Hold,Already Approved,5/1/2024,
5847,,,Does Not Currently Qualify,,
5848,,,Does Not Currently Qualify,,
5851,,Complete,Completed,7/1/2013,7/1/2013
5853,,,Does Not Currently Qualify,,
5854,,Complete,Completed,1/21/2022,1/21/2022
5855,,,Does Not Currently Qualify,,
5857,,,Does Not Currently Qualify,,
5858,,,Does Not Currently Qualify,,
5859,,,Does Not Currently Qualify,,
5861,,,Approved,,
5863,,,Does Not Currently Qualify,,
5864,,,Approved,,
5866,,,Does Not Currently Qualify,,
5867,,,Does Not Currently Qualify,,
5869,,,Does Not Currently Qualify,,
1296,,Scheduled,Already Approved,6/30/2023,
5872,,,Does Not Currently Qualify,,
5874,,,Does Not Currently Qualify,,
5875,,,Approved,,
5876,,On Hold,Already Approved,,
5879,,,Does Not Currently Qualify,,
5880,,On Hold,Already Approved,,
5881,,,Does Not Currently Qualify,,
5882,,Complete,Completed,6/4/2021,6/4/2021
5883,,,Does Not Currently Qualify,,
5884,,,Approved,,
5886,,,Does Not Currently Qualify,,
5888,,,Does Not Currently Qualify,,
5889,,,Approved,,
5890,,,Approved,,
5891,,,Approved,,
5893,,,Does Not Currently Qualify,,
1517,,Scheduled,Already Approved,6/30/2023,
5932,,Scheduled,Already Approved,6/30/2023,
5903,,,Approved,,
5907,,,Approved,,
5908,,,Does Not Currently Qualify,,
5911,,Complete,Completed,6/15/2021,6/15/2021
5912,,Complete,Completed,8/17/2021,8/17/2021
5922,,,Does Not Currently Qualify,,
5923,,On Hold,Already Approved,12/19/2023,
5925,,,Approved,,
5927,,,Does Not Currently Qualify,,
5929,,,Does Not Currently Qualify,,
5930,,,Approved,,
707,,Scheduled,Already Approved,6/29/2023,
5935,,,Does Not Currently Qualify,,
5936,,On Hold,Already Approved,2/9/2024,
5938,,,Does Not Currently Qualify,,
5944,,,Does Not Currently Qualify,,
5945,,,Does Not Currently Qualify,,
5947,,,Does Not Currently Qualify,,
5954,,,Does Not Currently Qualify,,
5956,,,Does Not Currently Qualify,,
5957,,,Approved,,
5959,,Complete,Completed,1/4/2023,1/4/2023
5960,,,Does Not Currently Qualify,,
5962,,,Does Not Currently Qualify,,
5963,,,Does Not Currently Qualify,,
5964,,Complete,Completed,9/30/2021,9/30/2021
5965,,,Does Not Currently Qualify,,
5968,,,Does Not Currently Qualify,,
3167,,Scheduled,Already Approved,6/29/2023,
5976,,Complete,Completed,2/18/2016,2/18/2016
5977,,,Does Not Currently Qualify,,
5979,,,Does Not Currently Qualify,,
5980,,,Does Not Currently Qualify,,
5981,,,Does Not Currently Qualify,,
5982,,,Approved,,
5987,,,Approved,,
5988,,,Does Not Currently Qualify,,
5990,,,Does Not Currently Qualify,,
5991,,,Does Not Currently Qualify,,
5992,,Complete,Completed,1/1/2014,1/1/2014
5993,,,Does Not Currently Qualify,,
5994,,,Approved,,
5996,,,Does Not Currently Qualify,,
6078,,,Approved,,
6098,,,Approved,,
6149,,On Hold,Already Approved,3/22/2024,
6159,,,Does Not Currently Qualify,,
6165,,Complete,Completed,5/18/2023,5/18/2023
6166,,Complete,Completed,4/6/2023,4/6/2023
6170,,,Approved,,
6172,,,Approved,,
6173,,,Approved,,
6174,,,Does Not Currently Qualify,,
6176,,,Does Not Currently Qualify,,
6178,,,Does Not Currently Qualify,,
6190,,Complete,Completed,10/10/2019,10/10/2019
6207,,,Does Not Currently Qualify,,
6226,,On Hold,Already Approved,,
6233,,,Approved,,
6243,,,Does Not Currently Qualify,,
6263,,,Approved,,
6264,,,Approved,,
6286,,,Approved,,
6300,,,Does Not Currently Qualify,,
5022,,Scheduled,Already Approved,6/29/2023,
6370,,,Approved,,
6390,,,Does Not Currently Qualify,,
6392,,,Approved,,
6394,,,Does Not Currently Qualify,,
6395,,,Does Not Currently Qualify,,
533,,Scheduled,Already Approved,6/28/2023,
6398,,Complete,Completed,5/21/2018,5/21/2018
6459,,,Does Not Currently Qualify,,
6467,,,Approved,,
6469,,,Does Not Currently Qualify,,
6470,,,Approved,,
6476,,,Does Not Currently Qualify,,
6477,,,Does Not Currently Qualify,,
6480,,,Does Not Currently Qualify,,
6500,,,Does Not Currently Qualify,,
6531,,,Does Not Currently Qualify,,
6548,,,Does Not Currently Qualify,,
6576,,,Does Not Currently Qualify,,
6577,,Pending,Already Approved,,
6578,,,Does Not Currently Qualify,,
1102,,Scheduled,Already Approved,6/28/2023,
3483,,Scheduled,Already Approved,6/28/2023,
6585,,,Does Not Currently Qualify,,
6586,,,Approved,,
6587,,,Does Not Currently Qualify,,
6588,,Pending,Already Approved,,
6590,,Pending,Already Approved,,
6732,,,Approved,,
6786,,,Approved,,
6789,,,Does Not Currently Qualify,,
6798,,,Does Not Currently Qualify,,
6807,,,Does Not Currently Qualify,,
6813,,,Does Not Currently Qualify,,
6814,,Complete,Completed,11/10/2022,11/10/2022
6828,,,Does Not Currently Qualify,,
6849,,,Approved,,
6850,,,Does Not Currently Qualify,,
6851,,,Does Not Currently Qualify,,
6876,,,Does Not Currently Qualify,,
6878,,,Approved,,
6879,,,Does Not Currently Qualify,,
6887,,,Does Not Currently Qualify,,
6894,,,Does Not Currently Qualify,,
6898,,,Does Not Currently Qualify,,
6929,,Complete,Completed,10/27/2020,10/27/2020
6931,,,Does Not Currently Qualify,,
6932,,,Approved,,
6936,,,Approved,,
6937,,Complete,Completed,11/22/2019,11/22/2019
6941,,On Hold,Already Approved,3/20/2024,
6942,,,Does Not Currently Qualify,,
6943,,,Does Not Currently Qualify,,
6951,,,Does Not Currently Qualify,,
6952,,,Approved,,
6953,,,Does Not Currently Qualify,,
6958,,,Approved,,
6960,,,Approved,,
6962,,,Does Not Currently Qualify,,
6963,,,Approved,,
6964,,,Does Not Currently Qualify,,
6966,,,Approved,,
6967,,Complete,Completed,6/5/2018,6/5/2018
6968,,Complete,Completed,8/30/2022,8/30/2022
6971,,,Does Not Currently Qualify,,
6975,,,Approved,,
305,,Scheduled,Already Approved,6/27/2023,
6998,,,Approved,,
7004,,,Does Not Currently Qualify,,
7009,,,Approved,,
7020,,Complete,Completed,6/15/2022,6/15/2022
7032,,,Does Not Currently Qualify,,
7043,,,Does Not Currently Qualify,,
7062,,,Does Not Currently Qualify,,
7072,,,Approved,,
7087,,,Approved,,
7098,,,Approved,,
7099,,Pending,Already Approved,,
7127,,,Does Not Currently Qualify,,
7129,,,Does Not Currently Qualify,,
7137,,On Hold,Already Approved,,
7146,,,Approved,,
7156,,,Approved,,
7162,,,Approved,,
7168,,,Does Not Currently Qualify,,
7174,,On Hold,Already Approved,,
7177,,,Approved,,
7178,,,Approved,,
7179,,,Approved,,
7180,,,Does Not Currently Qualify,,
7181,,,Does Not Currently Qualify,,
7185,,,Does Not Currently Qualify,,
7188,,,Does Not Currently Qualify,,
7194,,,Does Not Currently Qualify,,
7199,,,Does Not Currently Qualify,,
7205,,,Approved,,
7206,,,Does Not Currently Qualify,,
7209,,Complete,Completed,4/1/2015,4/1/2015
7218,,Complete,Completed,11/1/2014,11/1/2014
7220,,,Does Not Currently Qualify,,
7221,,On Hold,Already Approved,3/22/2024,
7222,,Complete,Completed,8/7/2017,8/7/2017
7224,,,Does Not Currently Qualify,,
7229,,,Does Not Currently Qualify,,
7232,,,Approved,,
7233,,Complete,Completed,2/3/2022,2/3/2022
7235,,Complete,Completed,9/29/2016,9/29/2016
7238,,,Does Not Currently Qualify,,
7240,,,Approved,,
7241,,Complete,Completed,2/23/2023,2/23/2023
7242,,,Does Not Currently Qualify,,
7243,,Complete,Completed,6/2/2022,6/2/2022
7245,,,Does Not Currently Qualify,,
7246,,,Approved,,
312,,Scheduled,Already Approved,6/26/2023,
7249,,,Approved,,
7251,,,Approved,,
7262,,,Does Not Currently Qualify,,
7280,,,Does Not Currently Qualify,,
7281,,,Approved,,
7290,,,Approved,,
7294,,,Does Not Currently Qualify,,
7296,,,Does Not Currently Qualify,,
7298,,On Hold,Already Approved,,
7299,,,Does Not Currently Qualify,,
405,,Scheduled,Already Approved,6/26/2023,
7304,,,Approved,,
7307,,,Does Not Currently Qualify,,
7308,,,Approved,,
7309,,,Approved,,
7311,,,Does Not Currently Qualify,,
7315,,,Does Not Currently Qualify,,
7317,,Complete,Completed,7/26/2019,7/26/2019
7320,,,Does Not Currently Qualify,,
7324,,,Does Not Currently Qualify,,
7326,,,Approved,,
7329,,,Approved,,
7334,,,Does Not Currently Qualify,,
7337,,Complete,Completed,9/30/2016,9/30/2016
7339,,,Does Not Currently Qualify,,
7340,,,Approved,,
7342,,,Approved,,
7347,,,Does Not Currently Qualify,,
7349,,,Approved,,
7357,,,Approved,,
7361,,Complete,Completed,5/18/2023,5/18/2023
7362,,,Approved,,
8331,,,Does Not Currently Qualify,,
8930,,,Approved,,
8958,,,Does Not Currently Qualify,,
