Store,,OCT,73,YTD,74,OCT,75,YTD,76,OCT,77,YTD,78,OCT,79,YTD,80,OCT,81,YTD,82,OCT,83,YTD,84,OCT,85,YTD,86,OCT,87,YTD,88,OCT,89,YTD,90,OCT,91,YTD,92
2175,,4.05%,,5.49%,,19.10%,,26.04%,,13.18%,,20.23%,G,-0.24%,,6.59%,,20,,208,,48.53%,G,55.15%,G,0,R,99,G,120.34%,G,119.40%,G,0:57:25,,0:45:23,,1042/2576,,488/2576,G
2221,,-7.55%,R,0.68%,R,-14.47%,R,10.85%,,-22.75%,R,-3.53%,,-6.87%,R,4.21%,,5,,129,,37.23%,,45.72%,,4,,78,,64.03%,,68.29%,,1:16:37,R,0:51:19,,2510/2576,R,1925/2576,
2702,,14.99%,G,12.21%,G,15.46%,,21.73%,,5.43%,,6.65%,,29.39%,,29.18%,G,2,R,30,R,38.17%,,44.85%,,4,,34,,28.81%,R,28.77%,R,0:47:15,,0:34:19,G,815/2576,,513/2576,G
4381,,-0.09%,,0.02%,R,8.41%,,14.53%,,3.54%,,13.47%,,14.21%,,4.52%,,2,R,45,,58.77%,G,62.47%,G,2,,25,,97.75%,G,98.68%,G,0:57:13,,0:48:33,,1615/2576,,1599/2576,
Total,B,1.43%,,2.40%,R,8.78%,,14.05%,,0.46%,R,2.34%,,5.70%,R,7.50%,R,0.65,,0.5,,44.54%,G,49.60%,G,0.18,,0.23,,72.24%,G,69.50%,G,0:50:39,,0:43:11,,289/394,,263/394,
9,,4.92%,,4.45%,,7.60%,,16.76%,,18.82%,,13.62%,,22.45%,,7.00%,,1,R,15,R,22.78%,R,31.27%,,5,,22,,43.70%,,36.30%,,0:39:03,,0:48:35,,1285/2576,,1534/2576,
19,,-1.14%,,3.47%,,17.48%,,13.85%,,3.28%,,1.20%,,11.51%,,25.01%,,75,G,258,G,47.21%,G,52.11%,G,33,G,110,G,99.32%,G,89.22%,G,1:06:14,R,1:02:28,,1196/2576,,1265/2576,
30,,1.60%,,3.31%,,18.92%,,19.04%,,9.37%,,13.99%,,13.95%,,3.98%,,0,R,1,R,53.32%,G,55.73%,G,2,,63,,108.93%,G,104.05%,G,0:33:38,G,0:38:32,,873/2576,,1037/2576,
37,,1.47%,,5.68%,,4.13%,,13.13%,,-4.65%,R,9.02%,,-3.82%,R,2.37%,R,1,R,22,R,28.13%,,35.20%,,0,R,44,,35.47%,,37.68%,,1:03:53,R,1:03:56,R,2290/2576,R,1762/2576,
69,,0.57%,,-1.05%,R,1.10%,,3.14%,R,-2.06%,,-2.78%,,-4.91%,R,-4.72%,R,6,,167,,50.53%,G,50.41%,G,7,,124,G,59.25%,,54.39%,,0:59:48,,0:46:32,,2025/2576,,2185/2576,R
95,,21.02%,G,2.05%,,45.28%,G,16.96%,,43.08%,G,12.84%,,32.11%,,-3.56%,R,13,,187,,42.49%,G,41.51%,,10,G,63,,45.26%,,32.61%,R,0:36:50,,0:41:51,,41/2576,G,1416/2576,
152,,1.17%,,5.16%,,11.63%,,17.51%,,11.83%,,11.48%,,10.64%,,4.32%,,26,G,229,G,48.30%,G,48.05%,G,19,G,245,G,88.38%,G,98.14%,G,0:56:49,,0:51:54,,1174/2576,,951/2576,
188,,0.77%,,0.42%,R,17.54%,,23.63%,,10.42%,,12.52%,,5.04%,,6.17%,,6,,134,,34.83%,,39.98%,,2,,45,,78.48%,,79.27%,,0:47:27,,0:47:06,,1279/2576,,1137/2576,
Total,B,3.32%,,2.69%,,15.71%,,15.35%,,11.76%,,8.52%,,9.96%,,5.22%,R,0.52,,0.46,,41.05%,G,44.36%,G,0.31,G,0.33,G,70.79%,G,67.26%,,0:49:17,,0:50:10,,131/394,,247/394,
21,,-5.62%,R,2.90%,,0.38%,R,6.64%,R,-6.39%,R,-7.90%,R,-6.36%,R,7.78%,,32,G,225,G,42.15%,,43.05%,,3,,40,,96.14%,G,89.93%,G,0:44:20,,0:50:08,,2077/2576,R,1899/2576,
29,,17.05%,G,4.37%,,33.16%,G,14.06%,,28.57%,G,10.22%,,49.26%,G,13.90%,,2,R,43,,29.68%,,34.62%,,0,R,24,,12.44%,R,22.45%,R,0:46:38,,0:51:45,,382/2576,G,1638/2576,
65,,5.76%,,6.14%,,5.02%,,15.74%,,-3.07%,,7.65%,,10.02%,,8.14%,,4,,90,,34.54%,,38.96%,,0,R,51,,69.42%,,65.80%,,0:44:48,,0:45:02,,1652/2576,,1146/2576,
89,,1.09%,,6.71%,,2.41%,,6.97%,R,-8.98%,R,-7.56%,R,-5.47%,R,5.51%,,3,,9,R,43.23%,G,45.38%,,2,,14,R,92.69%,G,87.37%,G,1:12:39,R,1:21:58,R,2120/2576,R,2020/2576,
101,,-1.73%,,1.77%,,23.11%,,17.93%,,35.48%,G,4.08%,,-13.93%,R,5.99%,,11,,320,G,43.21%,G,47.50%,G,3,,67,,78.17%,,50.99%,,1:01:35,,1:09:06,R,1241/2576,,1553/2576,
219,,0.87%,,9.30%,G,-13.31%,R,24.79%,,-12.50%,R,12.89%,,-21.10%,R,13.32%,,9,,105,,37.92%,,41.21%,,2,,57,,32.93%,,37.71%,,0:51:19,,0:47:04,,2363/2576,R,568/2576,
815,,6.62%,,-0.01%,R,24.39%,,26.33%,,26.01%,G,4.07%,,37.91%,G,25.86%,,8,,61,,36.45%,,36.12%,,0,R,5,R,57.17%,,64.91%,,0:47:03,,0:59:02,,568/2576,,1339/2576,
5477,,-11.61%,R,-6.54%,R,-1.53%,R,9.30%,,-7.18%,R,-4.78%,R,-19.69%,R,-1.66%,R,0,R,1,R,37.65%,,41.50%,,0,R,10,R,66.15%,,47.93%,,0:58:41,,0:59:31,,2490/2576,R,2445/2576,R
Total,B,0.85%,,3.11%,,6.63%,R,13.83%,,2.20%,,0.70%,R,-1.75%,R,8.77%,,0.28,,0.39,,38.48%,,41.64%,,0.04,R,0.12,,66.00%,,60.12%,,0:52:43,,0:56:43,,352/394,R,332/394,R
60,,-2.02%,,1.19%,,-12.85%,R,-2.76%,R,-11.06%,R,-18.89%,R,-5.49%,R,5.54%,,11,,35,,26.98%,,29.02%,R,1,R,3,R,28.60%,R,48.51%,,0:58:59,,0:59:52,,2484/2576,R,2501/2576,R
243,,-6.24%,R,6.98%,,-14.71%,R,29.72%,G,-17.25%,R,11.46%,,-17.05%,R,23.83%,,2,R,32,,30.72%,,39.45%,,4,,138,G,26.79%,R,24.82%,R,1:15:08,R,1:09:26,R,2552/2576,R,720/2576,
648,,18.03%,G,14.92%,G,55.36%,G,28.31%,G,62.09%,G,15.45%,,69.32%,G,35.82%,G,0,R,3,R,36.73%,,46.67%,G,4,,24,,54.69%,,48.24%,,0:34:29,G,0:42:38,,53/2576,G,288/2576,G
1021,,6.06%,,4.80%,,26.23%,,10.01%,,50.40%,G,4.52%,,-1.78%,R,9.60%,,1,R,53,,27.31%,,40.30%,,3,,54,,37.95%,,50.33%,,0:45:55,,0:55:23,,866/2576,,1745/2576,
1161,,-5.52%,R,-5.47%,R,9.92%,,10.57%,,25.95%,G,12.92%,,6.09%,,2.78%,R,0,R,3,R,56.09%,G,73.12%,G,4,,31,,22.61%,R,29.59%,R,0:57:07,,0:59:52,,1843/2576,,2182/2576,R
2600,,-0.75%,,6.05%,,4.08%,,32.66%,G,23.28%,,20.64%,G,-9.40%,R,28.02%,G,1,R,31,,40.48%,,54.24%,G,9,G,59,,70.24%,,94.34%,G,0:26:28,G,0:25:30,G,1580/2576,,170/2576,G
2616,,6.86%,,2.85%,,36.31%,G,32.19%,G,46.59%,G,27.85%,G,23.32%,,16.06%,,2,R,56,,47.56%,G,52.38%,G,2,,21,,63.66%,,66.22%,,0:44:58,,0:50:03,,312/2576,G,714/2576,
5313,,-2.67%,,-2.49%,R,-1.79%,R,-4.48%,R,-8.33%,R,-18.32%,R,-9.60%,R,1.17%,R,3,,13,R,58.13%,G,52.30%,G,0,R,9,R,85.83%,G,97.22%,G,1:01:41,,0:59:17,,2341/2576,R,2477/2576,R
Total,B,1.10%,,2.74%,,11.51%,,14.99%,,19.52%,G,6.12%,,5.61%,R,12.57%,,0.08,R,0.1,R,43.17%,G,51.58%,G,0.11,,0.16,,45.29%,,52.16%,,0:50:05,,0:53:46,,273/394,,286/394,
172,,7.17%,,7.77%,,-2.38%,R,15.30%,,1.34%,,6.47%,,6.38%,,17.09%,,8,,94,,40.75%,,41.29%,,8,,100,G,86.63%,G,89.18%,G,1:35:00,R,1:16:01,R,1759/2576,,1067/2576,
295,,3.31%,,1.63%,,16.51%,,10.11%,,-2.97%,,0.73%,,13.69%,,8.47%,,3,,38,,69.90%,G,58.79%,G,11,G,46,,101.55%,G,103.90%,G,0:52:52,,0:50:52,,1112/2576,,1814/2576,
313,,10.22%,G,11.83%,G,34.35%,G,49.24%,G,7.88%,,8.36%,,29.23%,,43.32%,G,12,,205,,44.11%,G,44.70%,,4,,77,,116.64%,G,102.67%,G,1:20:20,R,1:12:47,R,418/2576,G,141/2576,G
805,,12.06%,G,2.53%,,23.31%,,13.00%,,17.07%,,5.54%,,26.52%,,10.11%,,23,,282,G,51.30%,G,57.07%,G,27,G,212,G,101.56%,G,108.40%,G,0:42:20,,0:42:27,,162/2576,G,1218/2576,
1177,,2.23%,,-1.97%,R,-22.34%,R,-2.70%,R,-27.97%,R,-28.22%,R,15.14%,,17.61%,,0,R,3,R,24.65%,R,37.55%,,0,R,16,,19.01%,R,38.28%,,2:19:13,R,1:57:36,R,2481/2576,R,2512/2576,R
1514,,1.90%,,6.82%,,12.05%,,18.81%,,19.25%,,8.22%,,14.03%,,16.13%,,2,R,23,R,56.15%,G,54.21%,G,2,,15,R,68.03%,,84.59%,G,1:24:10,R,1:26:55,R,1426/2576,,1130/2576,
2213,,0.31%,,-1.73%,R,3.80%,,8.84%,,2.75%,,5.43%,,7.44%,,-4.83%,R,3,,18,R,24.44%,R,33.95%,,2,,17,,43.22%,,59.14%,,0:48:37,,0:51:46,,2022/2576,,2286/2576,R
5150,,-3.23%,R,-14.86%,R,-30.57%,R,-30.32%,R,-30.48%,R,-43.99%,R,-17.16%,R,-19.43%,R,2,R,20,R,35.04%,,42.47%,,0,R,2,R,23.72%,R,60.36%,,1:00:51,,1:00:47,,2547/2576,R,2560/2576,R
Total,B,4.40%,,1.93%,R,5.38%,R,9.39%,R,1.03%,R,-4.32%,R,10.25%,,8.30%,,0.21,R,0.31,,43.57%,G,46.59%,G,0.22,,0.22,,72.09%,G,82.82%,G,1:09:25,R,1:05:37,R,307/394,,362/394,R
201,,-2.94%,R,-5.11%,R,13.86%,,-2.45%,R,30.20%,G,-13.70%,R,-7.87%,R,-1.96%,R,12,,53,,46.68%,G,49.71%,G,5,,34,,54.11%,,43.36%,,1:03:25,,1:23:53,R,1586/2576,,2519/2576,R
253,,-4.32%,R,-10.60%,R,0.92%,R,3.87%,R,-7.77%,R,-2.99%,,12.10%,,-1.82%,R,2,R,25,R,40.08%,,47.93%,G,2,,5,R,40.27%,,54.09%,,0:53:23,,0:56:43,,2238/2576,R,2464/2576,R
256,,4.50%,,-1.67%,R,22.60%,,28.21%,G,16.61%,,22.32%,G,10.53%,,10.69%,,4,,202,,40.95%,,43.38%,,6,,121,G,44.29%,,55.07%,,0:28:12,G,0:26:39,G,670/2576,,729/2576,
328,,1.54%,,2.32%,,10.59%,,16.27%,,12.72%,,16.43%,G,13.17%,,3.04%,R,16,,221,G,34.41%,,44.10%,,6,,132,G,105.20%,G,109.22%,G,0:28:23,G,0:25:27,G,1016/2576,,968/2576,
361,,-4.57%,R,-1.22%,R,4.93%,,14.70%,,3.56%,,15.08%,,7.74%,,4.98%,,3,,36,,34.60%,,39.90%,,5,,30,,69.45%,,74.88%,,1:07:42,R,0:49:22,,2114/2576,R,1748/2576,
1071,,12.83%,G,4.51%,,23.68%,,22.75%,,8.00%,,13.74%,,16.87%,,13.19%,,11,,70,,36.82%,,37.97%,,8,,48,,92.78%,G,86.96%,G,1:00:14,,0:58:52,,544/2576,,947/2576,
1418,,15.72%,G,8.99%,G,31.29%,G,24.03%,,19.41%,,23.75%,G,26.00%,,14.74%,,1,R,16,R,46.03%,G,50.95%,G,1,R,13,R,60.95%,,61.46%,,1:09:33,R,1:07:35,R,474/2576,G,734/2576,
1761,,-2.30%,,-5.63%,R,13.53%,,14.73%,,26.26%,G,18.11%,G,-7.47%,R,-0.10%,R,0,R,6,R,56.29%,G,56.18%,G,3,,14,R,30.88%,R,39.43%,,0:46:59,,0:53:46,,1603/2576,,1964/2576,
Total,B,2.63%,,-0.96%,R,15.17%,,15.67%,,13.47%,,13.19%,G,8.28%,,5.63%,R,0.2,R,0.29,,41.49%,G,45.71%,G,0.15,,0.18,,62.61%,,65.09%,,0:50:26,,0:49:44,,198/394,,268/394,
14,,1.86%,,1.83%,,24.72%,,9.42%,,16.67%,,-1.08%,,1.29%,,-0.70%,R,3,,36,,54.87%,G,46.49%,G,6,,145,G,56.57%,,91.65%,G,0:49:19,,0:50:48,,941/2576,,1934/2576,
46,,1.37%,,2.60%,,-13.90%,R,8.62%,,-5.94%,R,2.81%,,-5.82%,R,4.07%,,8,,165,,35.96%,,46.00%,,0,R,3,R,53.18%,,58.45%,,1:05:15,R,0:45:41,,2380/2576,R,1924/2576,
78,,4.64%,,0.08%,R,13.66%,,11.88%,,2.18%,,-0.91%,,9.95%,,-1.49%,R,12,,176,,35.70%,,38.49%,,6,,88,,18.58%,R,21.32%,R,0:52:04,,1:00:47,,1368/2576,,2141/2576,R
86,,-10.68%,R,-6.64%,R,-12.78%,R,-19.99%,R,-8.28%,R,-28.48%,R,-20.49%,R,-18.53%,R,7,,89,,39.52%,,44.43%,,2,,35,,36.43%,,42.66%,,1:16:58,R,1:10:16,R,2535/2576,R,2538/2576,R
88,,5.49%,,-1.78%,R,12.68%,,0.84%,R,1.00%,,-7.28%,R,16.06%,,-3.23%,R,6,,84,,40.47%,,51.32%,G,5,,64,,81.98%,G,89.93%,G,0:35:23,G,0:37:08,G,957/2576,,2176/2576,R
138,,11.05%,G,7.01%,,40.01%,G,26.94%,,38.99%,G,20.46%,G,32.36%,,22.91%,,2,R,47,,46.51%,G,49.85%,G,0,R,35,,82.90%,G,84.66%,G,1:00:14,,1:02:19,,285/2576,G,535/2576,
179,,-0.44%,,1.04%,,-12.92%,R,3.53%,R,-8.35%,R,-8.92%,R,-14.12%,R,8.85%,,29,G,340,G,39.12%,,49.72%,G,9,G,218,G,89.12%,G,98.04%,G,0:58:27,,0:55:26,,2202/2576,R,1967/2576,
Total,B,2.08%,,0.86%,R,4.99%,R,5.86%,R,3.38%,,-3.76%,R,1.66%,R,2.14%,R,0.31,,0.49,,42.06%,G,46.85%,G,0.13,,0.31,,61.44%,,71.64%,G,0:56:37,,0:53:22,,339/394,R,366/394,R
25,,3.43%,,0.53%,R,13.86%,,5.38%,R,1.48%,,-0.85%,,6.64%,,1.90%,R,2,R,45,,35.66%,,41.18%,,2,,14,R,82.08%,G,70.77%,,0:48:40,,0:41:15,,1394/2576,,2188/2576,R
40,,22.29%,G,3.48%,,123.30%,G,13.88%,,160.33%,G,10.25%,,58.61%,G,4.37%,,14,,110,,51.96%,G,49.67%,G,4,,20,,36.72%,,20.98%,R,0:38:08,,0:47:32,,14/2576,G,1639/2576,
80,,0.67%,,0.58%,R,27.99%,,5.29%,R,42.78%,G,1.71%,,15.36%,,1.99%,R,1,R,22,R,35.44%,,36.53%,,3,,28,,29.12%,R,57.59%,,1:17:30,R,1:18:37,R,1137/2576,,2379/2576,R
159,,4.27%,,-0.34%,R,24.84%,,33.12%,G,134.04%,G,64.30%,G,12.71%,,22.49%,,4,,30,R,27.82%,,29.72%,,1,R,17,,40.60%,,31.33%,R,0:53:40,,0:55:03,,901/2576,,1117/2576,
189,,-1.22%,,5.05%,,11.96%,,14.49%,,9.47%,,4.01%,,4.49%,,12.27%,,1,R,4,R,47.76%,G,48.30%,G,0,R,0,R,55.28%,,70.80%,,0:38:46,,0:36:40,G,1581/2576,,1370/2576,
363,,-0.77%,,3.41%,,-13.87%,R,6.10%,R,-25.22%,R,-2.02%,,-11.62%,R,7.86%,,3,,65,,61.64%,G,63.64%,G,0,R,3,R,85.13%,G,84.80%,G,0:53:00,,0:39:35,,2366/2576,R,1852/2576,
451,,12.65%,G,-7.52%,R,67.62%,G,-2.64%,R,105.14%,G,5.64%,,28.60%,,-9.81%,R,53,G,217,,39.40%,,36.83%,,3,,13,R,87.04%,G,87.93%,G,0:50:17,,1:11:15,R,57/2576,G,2441/2576,R
783,,20.92%,G,27.75%,G,65.55%,G,141.79%,G,57.02%,G,151.33%,G,74.07%,G,116.87%,G,0,R,14,R,68.51%,G,72.57%,G,0,R,12,R,93.62%,G,86.60%,G,0:35:57,G,0:37:30,,21/2576,G,18/2576,G
Total,B,6.62%,G,2.65%,,28.35%,G,13.99%,,30.89%,G,11.93%,G,15.48%,,8.19%,,0.31,,0.23,R,44.61%,G,45.92%,G,0.05,R,0.05,R,63.46%,,64.47%,,0:48:57,,0:48:14,,36/394,G,288/394,
109,,-5.85%,R,3.89%,,1.77%,,5.59%,R,11.78%,,1.24%,,-19.26%,R,1.57%,R,0,R,18,R,54.05%,G,56.29%,G,1,R,22,,83.81%,G,79.88%,G,0:58:44,,1:10:54,R,2207/2576,R,2133/2576,R
135,,14.07%,G,9.83%,G,28.69%,,21.49%,,12.27%,,11.28%,,14.69%,,13.75%,,6,,157,,68.45%,G,61.95%,G,2,,66,,83.38%,G,87.56%,G,0:41:08,,0:45:20,,284/2576,G,428/2576,G
195,,11.51%,G,11.30%,G,34.29%,G,29.51%,G,7.35%,,12.66%,,26.86%,,22.43%,,2,R,28,R,48.54%,G,50.76%,G,7,,31,,37.18%,,39.38%,,0:35:18,G,0:35:50,G,275/2576,G,303/2576,G
234,,5.75%,,-1.12%,R,8.62%,,5.59%,R,-10.24%,R,-8.49%,R,37.04%,G,9.17%,,0,R,31,,34.87%,,42.26%,,0,R,30,,18.49%,R,23.15%,R,1:03:43,R,1:05:04,R,1762/2576,,2410/2576,R
325,,4.06%,,4.29%,,12.45%,,9.79%,,-1.52%,,6.91%,,20.25%,,2.43%,R,4,,18,R,47.84%,G,50.59%,G,2,,18,,19.71%,R,18.32%,R,0:23:35,G,0:27:01,G,1162/2576,,1734/2576,
560,,0.20%,,2.84%,,-5.59%,R,6.91%,R,-9.45%,R,0.77%,,-6.54%,R,7.02%,,0,R,9,R,41.80%,,43.27%,,2,,15,R,24.40%,R,35.72%,,1:07:19,R,0:51:32,,2420/2576,R,2169/2576,R
801,,0.85%,,4.59%,,-4.66%,R,9.82%,,-17.34%,R,-2.73%,,-24.05%,R,-1.53%,R,70,G,140,,33.49%,,35.70%,,10,G,41,,92.26%,G,74.18%,,0:47:44,,0:44:53,,2035/2576,,1794/2576,
1120,,17.69%,G,21.07%,G,62.62%,G,84.65%,G,44.14%,G,65.95%,G,51.58%,G,64.06%,G,17,,79,,41.00%,,40.67%,,5,,53,,63.79%,,53.50%,,0:47:05,,0:47:26,,39/2576,G,36/2576,G
2857,,-5.95%,R,-0.51%,R,-27.46%,R,4.54%,R,-33.40%,R,-7.86%,R,-20.74%,R,4.67%,,1,R,75,,29.75%,,31.97%,,0,R,39,,21.73%,R,44.02%,,1:19:18,R,1:20:04,R,2572/2576,R,2455/2576,R
2994,,12.11%,G,-0.04%,R,24.41%,,-4.92%,R,22.47%,,-6.18%,R,21.25%,,-4.61%,R,7,,61,,44.00%,G,43.93%,,8,,56,,72.57%,,64.76%,,1:01:58,,1:03:58,R,433/2576,G,2429/2576,R
Total,B,5.15%,,5.50%,,12.85%,,16.29%,,1.33%,R,6.96%,,9.32%,,11.40%,,0.35,,0.23,R,44.56%,G,45.94%,G,0.12,,0.14,,51.74%,,53.53%,,0:52:40,,0:53:34,,232/394,,216/394,
20,,-2.10%,,6.47%,,-3.62%,R,10.82%,,2.64%,,-1.80%,,-7.89%,R,11.41%,,13,,211,,45.71%,G,50.93%,G,2,,53,,70.48%,,67.83%,,0:46:32,,0:44:32,,2098/2576,R,1301/2576,
61,,6.78%,,3.94%,,30.99%,G,22.24%,,30.17%,G,15.74%,,-4.25%,R,9.03%,,87,G,285,G,44.53%,G,44.96%,,22,G,131,G,59.62%,,49.96%,,1:05:04,R,0:55:12,,562/2576,,907/2576,
96,,6.32%,,5.11%,,4.66%,,2.64%,R,-10.66%,R,-11.95%,R,27.14%,,5.39%,,23,,88,,33.48%,,38.60%,,6,,151,G,61.57%,,67.99%,,0:54:55,,1:09:48,R,1480/2576,,2101/2576,R
184,,10.41%,G,7.40%,,44.54%,G,29.36%,G,75.91%,G,21.20%,G,26.09%,,28.42%,G,0,R,9,R,39.31%,,44.59%,,0,R,25,,43.93%,,46.52%,,1:04:20,R,0:48:33,,463/2576,G,495/2576,G
319,,4.36%,,0.94%,R,9.21%,,1.71%,R,6.55%,,-9.02%,R,28.76%,,10.88%,,4,,76,,43.46%,G,56.29%,G,6,,102,G,63.35%,,63.46%,,1:11:57,R,1:04:22,R,1366/2576,,2204/2576,R
326,,-0.50%,,1.18%,,23.00%,,24.48%,,13.17%,,24.81%,G,0.00%,,8.44%,,0,R,9,R,49.06%,G,48.20%,G,2,,5,R,69.81%,,53.89%,,0:35:16,G,0:35:53,G,1075/2576,,1072/2576,
573,,11.14%,G,10.33%,G,11.62%,,29.41%,G,-6.47%,R,18.49%,G,38.76%,G,33.36%,G,3,,13,R,48.30%,G,49.52%,G,1,R,23,,56.02%,,58.31%,,0:54:35,,0:48:44,,1118/2576,,340/2576,G
1014,,4.04%,,-2.82%,R,19.71%,,-0.11%,R,19.15%,,-14.38%,R,14.10%,,7.73%,,0,R,46,,40.07%,,47.40%,G,5,,73,,66.44%,,59.22%,,1:00:00,,1:22:29,R,1010/2576,,2439/2576,R
4553,,3.26%,,6.12%,,38.69%,G,54.92%,G,60.67%,G,196.92%,G,21.29%,,14.26%,,2,R,64,,35.50%,,36.85%,,3,,50,,40.06%,,46.47%,,0:28:31,G,0:30:33,G,408/2576,G,280/2576,G
4590,,3.95%,,2.83%,,6.70%,,6.33%,R,2.20%,,-13.45%,R,4.38%,,11.26%,,2,R,74,,36.01%,,43.64%,,2,,73,,101.92%,G,103.33%,G,1:04:23,R,1:09:16,R,1732/2576,,2033/2576,
Total,B,5.11%,,4.38%,,18.23%,,16.95%,,16.32%,,7.57%,,14.69%,,14.64%,,0.43,,0.32,,40.81%,G,45.51%,G,0.16,,0.25,,60.12%,,59.59%,,0:55:21,,0:56:13,,98/394,,178/394,
486,,3.68%,,-7.67%,R,9.10%,,-7.15%,R,-12.32%,R,-16.15%,R,16.81%,,-13.22%,R,6,,55,,41.45%,,44.72%,,1,R,21,,85.61%,G,86.12%,G,0:56:07,,0:58:13,,1573/2576,,2500/2576,R
577,,3.32%,,2.80%,,18.99%,,16.79%,,14.50%,,5.94%,,15.32%,,7.55%,,0,R,11,R,24.24%,R,24.04%,R,1,R,9,R,93.90%,G,97.51%,G,0:38:14,,0:35:36,G,997/2576,,1545/2576,
1151,,18.58%,G,15.35%,G,52.18%,G,43.59%,G,26.50%,G,16.67%,G,35.70%,G,41.68%,G,5,,83,,29.97%,,37.36%,,5,,76,,68.59%,,65.84%,,0:43:54,,0:45:15,,108/2576,G,86/2576,G
1599,,7.67%,,6.95%,,16.19%,,31.52%,G,-8.29%,R,8.07%,,30.70%,,26.51%,G,34,G,248,G,41.62%,,47.51%,G,2,,69,,43.70%,,47.35%,,1:26:16,R,1:25:49,R,1165/2576,,559/2576,
1691,,-8.45%,R,1.29%,,0.40%,R,3.54%,R,0.15%,,-2.83%,,-11.69%,R,-4.79%,R,1,R,30,R,27.89%,,29.46%,,1,R,17,,64.65%,,50.33%,,1:06:46,R,1:15:44,R,2465/2576,R,2479/2576,R
2855,,12.90%,G,5.16%,,32.14%,G,17.28%,,11.73%,,-8.92%,R,53.86%,G,24.01%,,1,R,15,R,33.64%,,37.09%,,0,R,10,R,39.73%,,45.83%,,1:17:31,R,1:21:07,R,684/2576,,1701/2576,
2955,,-1.84%,,6.54%,,-11.61%,R,44.34%,G,-28.93%,R,32.34%,G,-4.69%,R,32.04%,G,4,,22,R,49.18%,G,54.98%,G,1,R,23,,34.75%,,36.14%,,0:34:34,G,0:30:40,G,2299/2576,R,214/2576,G
3273,,-3.83%,R,-1.13%,R,-11.07%,R,0.38%,R,-14.04%,R,-6.22%,R,27.32%,,4.28%,,20,,99,,45.95%,G,57.66%,G,11,G,23,,82.19%,G,98.95%,G,0:55:59,,0:55:04,,2044/2576,,2280/2576,R
4475,,4.70%,,11.76%,G,20.58%,,34.16%,G,18.08%,,20.23%,G,24.40%,,26.60%,G,2,R,142,,22.19%,R,24.83%,R,1,R,59,,72.39%,,64.02%,,0:47:13,,0:46:52,,904/2576,,205/2576,G
Total,B,3.84%,,4.60%,,13.57%,,17.56%,,2.19%,,3.61%,,18.65%,,13.43%,,0.26,,0.29,,33.56%,,38.30%,,0.08,R,0.12,,66.62%,,64.96%,,0:54:37,,0:55:23,,235/394,,223/394,
&nbsp;,B,3.21%,,2.90%,R,12.91%,,14.50%,R,8.63%,,4.97%,,8.44%,R,9.20%,R,0.33,,0.32,R,41.34%,G,45.37%,G,0.15,,0.19,,62.67%,,63.85%,,0:52:14,,0:51:55,,22/34,,33/34,R
497,,-0.05%,,3.20%,,19.46%,,16.88%,,15.57%,,7.73%,,1.31%,,5.87%,,28,G,123,,69.83%,G,65.44%,G,16,G,91,,89.66%,G,93.31%,G,0:25:32,G,0:26:40,G,725/2576,,964/2576,
1053,,-4.38%,R,-1.89%,R,4.25%,,8.91%,,0.00%,,-0.32%,,10.94%,,10.26%,,0,R,3,R,27.95%,,40.41%,,2,,3,R,102.74%,G,106.48%,G,0:34:56,G,0:36:43,G,1930/2576,,2051/2576,
3294,,12.41%,G,9.99%,G,73.24%,G,27.42%,,155.00%,G,6.61%,,60.78%,G,32.66%,G,2,R,14,R,36.34%,,40.37%,,1,R,37,,11.46%,R,17.61%,R,0:32:43,G,0:47:56,,103/2576,G,595/2576,
4450,,1.53%,,13.85%,G,38.29%,G,62.82%,G,35.78%,G,56.55%,G,39.05%,G,46.88%,G,16,,248,G,31.85%,,44.94%,,13,G,234,G,38.01%,,49.50%,,0:27:57,G,0:29:06,G,317/2576,G,Aug-76,G
5417,,10.29%,G,3.75%,,45.39%,G,20.90%,,36.75%,G,22.86%,G,35.33%,G,10.99%,,6,,143,,44.49%,G,49.31%,G,7,,60,,20.41%,R,15.41%,R,1:05:50,R,0:58:35,,293/2576,G,1061/2576,
5418,,8.28%,,7.78%,,15.43%,,18.93%,,10.38%,,17.02%,G,12.66%,,10.88%,,80,G,1166,G,58.90%,G,59.67%,G,5,,114,G,78.96%,,81.75%,G,0:40:12,,0:44:26,,587/2576,,501/2576,G
7290,,9.18%,,4.64%,,9.22%,,7.49%,,6.75%,,-2.85%,,60.53%,G,11.95%,,0,R,77,,34.75%,,40.52%,,0,R,8,R,20.66%,R,64.60%,,0:46:26,,0:51:55,,1232/2576,,1909/2576,
Total,B,5.46%,,5.84%,,23.35%,G,21.88%,,19.82%,G,14.98%,G,24.36%,,15.97%,,0.61,,0.93,G,47.11%,G,51.35%,G,0.2,,0.29,,54.94%,,61.08%,,0:38:31,G,0:41:42,G,17/394,G,29/394,G
922,,-5.97%,R,-0.39%,R,-1.11%,R,13.12%,,1.39%,,3.36%,,-9.76%,R,13.73%,,0,R,9,R,31.25%,,29.48%,,1,R,102,G,35.34%,,40.76%,,0:42:28,,0:44:53,,2391/2576,R,1871/2576,
1033,,3.74%,,7.53%,,20.04%,,17.45%,,6.87%,,7.62%,,19.15%,,11.85%,,24,,313,G,46.10%,G,44.72%,,5,,56,,38.31%,,30.17%,R,0:35:29,G,0:35:15,G,735/2576,,778/2576,
