Store,,JUL,73,YTD,74,JUL,75,YTD,76,JUL,77,YTD,78,JUL,79,YTD,80,L12 Mths,81,L12 Mths,82,JUL,83,YTD,84,JUL,85,YTD,86,JUL,87,YTD,88,JUL,89,YTD,90,JUL,91,YTD,92
1215,,9.07%,,-0.12%,,-16.22%,R,-11.83%,R,-18.04%,R,-5.46%,R,-19.69%,,-25.76%,R,4.13,R,4.13,R,40.22%,,38.85%,,0.62%,,0.46%,,47.11%,,41.92%,,0:43:02,,0:47:29,,2048/2578,,2360/2578,R
1458,,14.91%,,11.76%,G,-2.27%,,15.43%,G,-17.66%,R,19.40%,,6.55%,G,3.29%,G,4.79,G,4.79,G,44.49%,,42.07%,,10.09%,G,26.89%,G,27.33%,,36.61%,,0:34:22,,0:31:11,G,874/2578,,184/2578,G
1469,,11.64%,,8.01%,,4.34%,,5.22%,,-3.55%,,11.44%,,-4.51%,,-12.32%,,4.40,,4.40,,59.44%,G,56.68%,G,4.35%,G,2.80%,G,17.50%,R,21.96%,R,0:49:45,,0:47:21,,939/2578,,996/2578,
2988,,13.30%,,5.31%,,9.55%,,5.29%,,13.89%,G,5.69%,,-16.07%,,-10.70%,,4.75,,4.75,,54.29%,,45.88%,,2.06%,,3.52%,G,33.71%,,34.54%,,0:41:49,,0:38:34,,556/2578,,999/2578,
3660,,2.19%,,1.63%,,-15.79%,R,-4.15%,,-4.87%,,-2.44%,,-19.12%,,-15.27%,,4.20,R,4.20,R,27.27%,R,43.11%,,1.57%,,4.87%,G,47.50%,,50.30%,,0:29:16,G,0:29:11,G,2034/2578,,1600/2578,
5151,,14.90%,,4.31%,,5.75%,,-3.01%,,-4.89%,,0.08%,,0.36%,,-17.58%,,<5 Reviews,,<5 Reviews,,44.48%,,44.18%,,0.23%,,0.23%,R,66.55%,,55.20%,,0:38:41,,0:35:50,,714/2578,,1653/2578,
5173,,17.16%,G,8.63%,,3.74%,,13.92%,,2.92%,,18.77%,,-1.05%,,6.22%,G,4.71,,4.71,,62.17%,G,64.97%,G,14.57%,G,11.04%,G,26.19%,,27.46%,,0:28:54,G,0:25:53,G,376/2578,G,193/2578,G
5251,,25.98%,G,3.60%,,34.45%,G,6.46%,,1.60%,,0.71%,,26.88%,G,-10.00%,,4.69,,4.69,,64.04%,G,64.54%,G,0.53%,,0.40%,,69.70%,,72.27%,G,0:23:35,G,0:22:33,G,23/2578,G,877/2578,
Total,B,11.12%,,4.57%,,-3.24%,,-0.16%,,-4.41%,,3.77%,,-11.84%,,-13.56%,,4.62,G,4.62,G,46.02%,,46.98%,,2.88%,G,4.49%,G,46.24%,,46.28%,,0:32:43,G,0:32:27,G,146/394,,187/394,
366,,0.61%,R,-0.20%,,-6.36%,,-3.03%,,-7.33%,,5.80%,,-18.45%,,-18.49%,,5.00,G,5.00,G,39.05%,,42.87%,,8.57%,G,5.29%,G,93.57%,G,79.69%,G,0:26:58,G,0:28:22,G,1539/2578,,1408/2578,
583,,-5.21%,R,-4.88%,R,-8.00%,,-3.80%,,-14.33%,,-3.69%,,3.21%,,-6.25%,,<5 Reviews,,<5 Reviews,,42.80%,,39.67%,,0.33%,,1.24%,,14.79%,R,15.43%,R,0:52:41,,0:50:20,,2150/2578,R,2115/2578,R
676,,-0.06%,R,-2.16%,R,-7.69%,,-4.58%,,-9.52%,,-0.93%,,-9.92%,,-13.93%,,4.80,G,4.80,G,31.95%,R,35.18%,,0.24%,,0.23%,R,29.60%,,32.28%,,0:59:31,R,0:47:05,,2134/2578,R,2108/2578,R
687,,10.67%,,7.88%,,12.65%,,14.11%,,-15.08%,R,10.36%,,7.84%,G,1.85%,G,4.21,R,4.21,R,42.33%,,40.82%,,3.29%,G,1.68%,,67.53%,,66.05%,,0:45:43,,0:41:41,,728/2578,,586/2578,
741,,4.79%,,4.49%,,-18.09%,R,3.26%,,-28.33%,R,16.06%,,-9.20%,,-15.78%,,4.45,,4.45,,47.39%,,37.30%,,1.43%,,1.37%,,90.52%,G,83.94%,G,1:43:19,R,1:03:25,R,2130/2578,R,1328/2578,
1466,,0.76%,R,-1.16%,,-4.38%,,-5.30%,,1.30%,,7.87%,,-26.29%,R,-24.48%,R,4.57,,4.57,,31.15%,R,32.67%,R,0.00%,R,0.56%,,8.13%,R,10.33%,R,0:34:25,,0:34:01,,1962/2578,,2057/2578,
4635,,12.46%,,3.75%,,-0.75%,,-10.50%,R,-14.89%,R,-10.85%,R,4.38%,G,-14.96%,,4.63,,4.63,,47.32%,,41.84%,,2.64%,G,1.94%,,36.61%,,36.71%,,0:57:54,R,0:59:54,R,1174/2578,,2066/2578,R
Total,B,3.80%,R,1.29%,,-4.16%,,-2.03%,,-11.33%,R,3.03%,,-7.40%,,-13.75%,,4.56,,4.56,,40.21%,,38.76%,,2.52%,,1.81%,,47.99%,,45.94%,,0:50:52,,0:44:21,,293/394,,306/394,
672,,8.60%,,6.22%,,5.97%,,5.71%,,0.99%,,9.94%,,-7.62%,,-20.34%,,<5 Reviews,,<5 Reviews,,27.43%,R,29.59%,R,0.37%,,1.13%,,75.24%,G,73.21%,G,0:18:36,G,0:18:48,G,853/2578,,963/2578,
1318,,-1.01%,R,-8.80%,R,-42.44%,R,-39.03%,R,-80.31%,R,-55.02%,R,-29.52%,R,-39.66%,R,4.00,R,4.00,R,43.15%,,41.44%,,3.90%,G,2.55%,G,59.39%,,63.31%,,1:28:12,R,0:53:22,R,2511/2578,R,2535/2578,R
1319,,6.88%,,3.12%,,13.52%,G,3.59%,,12.54%,,9.97%,,-7.54%,,-19.62%,,4.73,,4.73,,45.65%,,44.79%,,0.28%,,1.14%,,39.67%,,44.43%,,0:43:01,,0:40:15,,787/2578,,1301/2578,
1320,,13.63%,,7.98%,,33.89%,G,15.05%,,48.68%,G,29.11%,G,4.70%,G,-4.85%,,4.64,,4.64,,39.52%,,38.09%,,0.71%,,1.28%,,95.66%,G,79.81%,G,0:37:24,,0:39:14,,131/2578,G,418/2578,G
2065,,-3.70%,R,2.27%,,-12.65%,,-9.06%,R,-14.61%,R,-9.00%,R,-27.79%,R,-17.58%,,4.00,R,4.00,R,59.94%,G,61.29%,G,1.20%,,1.74%,,67.51%,,68.98%,,0:47:11,,0:43:03,,2216/2578,R,1929/2578,
2932,,-6.20%,R,0.73%,,-22.36%,R,17.36%,G,-52.79%,R,12.86%,,-11.04%,,14.66%,G,5.00,G,5.00,G,57.30%,G,46.05%,,0.91%,,1.58%,,19.71%,R,20.25%,R,1:03:05,R,0:46:04,,2363/2578,R,798/2578,
4223,,5.71%,,5.47%,,-9.41%,,-7.89%,,-10.75%,,-1.42%,,-20.05%,,-15.21%,,5.00,G,5.00,G,36.75%,,38.30%,,0.67%,,1.33%,,47.86%,,60.48%,,0:36:13,,0:34:43,,1752/2578,,1545/2578,
Total,B,3.98%,R,2.60%,,-3.63%,,-3.68%,R,-10.55%,R,-0.74%,R,-13.73%,,-16.96%,,4.59,,4.59,,42.78%,,42.43%,,0.72%,,1.40%,,63.40%,G,61.80%,G,0:35:30,G,0:34:30,G,269/394,,288/394,
578,,3.69%,,1.91%,,-10.65%,,-5.82%,,-6.59%,,1.11%,,-19.51%,,-19.70%,,4.48,,4.48,,69.68%,G,74.27%,G,0.16%,R,0.35%,,50.54%,,55.25%,,0:47:21,,0:47:18,,1961/2578,,1879/2578,
678,,16.10%,G,4.99%,,12.96%,G,4.66%,,10.24%,,10.08%,,11.04%,G,-8.18%,,4.47,,4.47,,27.74%,R,35.12%,,1.67%,,3.66%,G,55.34%,,45.42%,,0:32:44,,0:32:51,,276/2578,G,952/2578,
680,,9.83%,,2.90%,,9.65%,,5.95%,,-0.55%,,11.90%,,2.54%,,-3.18%,,4.72,,4.72,,36.46%,,33.98%,R,1.66%,,0.92%,,38.93%,,42.20%,,0:42:07,,0:41:36,,724/2578,,1106/2578,
685,,6.19%,,4.22%,,2.10%,,4.11%,,-12.19%,,2.56%,,-9.30%,,-14.00%,,4.59,,4.59,,42.69%,,45.18%,,0.26%,,0.84%,,19.58%,R,24.92%,,0:43:57,,0:45:47,,1543/2578,,1435/2578,
724,,-2.07%,R,-4.12%,R,-12.06%,,-7.12%,,-12.55%,,4.53%,,-19.09%,,-24.14%,R,4.31,,4.31,,47.69%,,44.07%,,0.69%,,0.11%,R,37.46%,,40.39%,,0:52:20,,0:47:41,,2254/2578,R,2292/2578,R
2310,,-1.03%,R,-0.78%,,-47.72%,R,-16.68%,R,-75.05%,R,-16.06%,R,-25.08%,R,-20.81%,,4.44,,4.44,,31.98%,R,34.38%,,0.00%,R,0.04%,R,7.04%,R,21.89%,R,1:03:59,R,0:53:38,R,2568/2578,R,2493/2578,R
3234,,6.97%,,5.47%,,17.56%,G,25.42%,G,37.38%,G,50.24%,G,-6.82%,,-16.26%,,4.91,G,4.91,G,47.89%,,39.40%,,0.34%,,1.66%,,36.62%,,46.13%,,0:33:33,,0:30:00,G,493/2578,G,381/2578,G
6370,,9.91%,,2.53%,,-0.75%,,-6.93%,,-4.42%,,7.68%,,1.22%,,-24.58%,R,<5 Reviews,,<5 Reviews,,54.59%,,49.07%,,0.33%,,2.23%,,8.94%,R,7.46%,R,0:19:39,G,0:21:21,G,1040/2578,,1697/2578,
Total,B,6.02%,,2.18%,,-5.81%,,-1.26%,,-9.72%,R,6.09%,,-10.15%,,-16.25%,,4.52,,4.52,,46.52%,,47.07%,,0.54%,R,1.00%,,34.84%,,37.71%,,0:42:10,,0:42:30,,304/394,,297/394,
1036,,13.00%,,3.60%,,12.61%,,-8.12%,,9.05%,,8.39%,,-0.82%,,-25.40%,R,4.46,,4.46,,31.51%,R,32.39%,R,9.83%,G,2.83%,G,32.84%,,42.39%,,0:23:52,G,0:24:20,G,365/2578,G,1676/2578,
1242,,13.60%,,3.31%,,-9.15%,,-12.85%,R,-14.73%,R,-14.05%,R,5.71%,G,-18.85%,,4.26,R,4.26,R,35.47%,,50.17%,,0.00%,R,0.15%,R,56.76%,,53.49%,,0:46:51,,0:48:52,,1556/2578,,2205/2578,R
1317,,9.85%,,-3.94%,R,8.72%,,-16.97%,R,25.87%,G,-21.02%,R,5.84%,G,-15.14%,,4.83,G,4.83,G,34.16%,,35.45%,,1.11%,,0.42%,,51.25%,,46.54%,,0:27:44,G,0:32:25,,408/2578,G,2256/2578,R
Total,B,12.26%,G,1.20%,,3.28%,,-12.11%,R,3.74%,,-4.45%,R,3.41%,G,-20.14%,R,4.42,,4.42,,33.69%,R,39.14%,,5.30%,G,1.67%,,46.78%,,47.34%,,0:31:46,G,0:32:46,G,35/394,G,354/394,R
&nbsp;,B,8.40%,,5.81%,,-2.51%,,0.85%,,-4.47%,R,5.81%,,-11.83%,,-12.22%,,4.55,G,4.55,G,45.24%,,43.91%,,1.86%,,2.02%,,47.01%,,45.65%,,0:40:39,,0:39:01,,16/30,,13/30,
494,,-9.05%,R,-3.15%,R,-12.46%,,7.18%,,-16.94%,R,9.84%,,-21.17%,,-8.52%,,3.92,R,3.92,R,43.69%,,49.33%,,0.00%,R,0.53%,,25.89%,,25.31%,,0:33:53,,0:33:52,,2305/2578,R,1401/2578,
614,,-2.95%,R,-0.47%,,-22.89%,R,-3.95%,,-14.97%,R,7.98%,,-26.55%,R,-14.06%,,4.65,,4.65,,35.71%,,33.05%,R,0.23%,,1.19%,,40.91%,,43.22%,,0:42:14,,0:41:35,,2400/2578,R,1791/2578,
932,,5.87%,,1.65%,,-6.34%,,-2.70%,,5.60%,,9.90%,,-23.08%,,-18.93%,,4.29,R,4.29,R,31.67%,R,33.67%,R,0.57%,,0.55%,,9.29%,R,8.66%,R,0:29:14,G,0:28:10,G,1710/2578,,1743/2578,
1112,,-2.51%,R,-4.48%,R,-20.71%,R,-13.53%,R,-13.07%,,-3.18%,,-41.38%,R,-28.45%,R,4.38,,4.38,,26.10%,R,33.43%,R,1.05%,,0.67%,,50.37%,,42.10%,,0:42:24,,0:43:54,,2396/2578,R,2421/2578,R
1284,,-0.74%,R,-1.11%,,-7.92%,,-6.51%,,11.91%,,5.83%,,-25.70%,R,-26.98%,R,3.82,R,3.82,R,35.83%,,36.86%,,0.38%,,0.38%,,36.67%,,34.35%,,0:27:20,G,0:29:07,G,1891/2578,,2084/2578,R
1311,,5.53%,,-3.14%,R,-0.11%,,-20.62%,R,26.85%,G,-9.85%,R,-21.47%,,-21.50%,R,4.40,,4.40,,50.46%,,40.49%,,0.36%,,0.16%,R,13.39%,R,13.62%,R,0:48:42,,0:52:52,,1511/2578,,2529/2578,R
1338,,11.47%,,8.52%,,-4.34%,,6.06%,,10.86%,,21.51%,,-15.65%,,2.95%,G,4.63,,4.63,,27.67%,R,29.64%,R,0.00%,R,0.16%,R,5.35%,R,14.45%,R,0:38:11,,0:43:27,,1437/2578,,953/2578,
3461,,20.11%,G,10.28%,G,10.53%,,10.33%,,-2.14%,,10.34%,,20.26%,G,4.72%,G,4.68,,4.68,,45.88%,,42.33%,,2.34%,,1.96%,,94.09%,G,77.99%,G,0:26:42,G,0:26:10,G,149/2578,G,288/2578,G
4200,,-0.57%,R,-2.88%,R,-26.34%,R,-19.70%,R,-30.89%,R,-16.53%,R,-32.65%,R,-28.76%,R,5.00,G,5.00,G,46.25%,,43.47%,,1.38%,,0.74%,,11.36%,R,23.20%,,0:51:36,,0:51:53,,2419/2578,R,2449/2578,R
5363,,-8.13%,R,-10.23%,R,-14.23%,R,-26.66%,R,-20.80%,R,-21.97%,R,-28.88%,R,-38.58%,R,4.75,,4.75,,39.35%,,32.61%,R,0.00%,R,0.07%,R,19.30%,R,20.41%,R,0:37:32,,0:35:42,,2374/2578,R,2532/2578,R
Total,B,1.42%,R,-0.73%,R,-10.44%,R,-8.19%,R,-7.14%,,-1.04%,R,-22.69%,R,-19.68%,R,4.46,,4.46,,39.47%,,37.63%,,0.68%,,0.73%,R,32.17%,,31.03%,,0:35:30,G,0:35:54,,368/394,R,379/394,R
588,,9.72%,,2.75%,,1.60%,,-6.99%,,4.23%,,11.19%,,-20.27%,,-28.55%,R,4.83,G,4.83,G,83.29%,G,62.38%,G,0.00%,R,0.02%,R,6.54%,R,6.37%,R,0:39:07,,0:40:21,,1167/2578,,1892/2578,
889,,-3.25%,R,-8.19%,R,-23.94%,R,-23.89%,R,-15.43%,R,-13.27%,R,-27.22%,R,-38.33%,R,<5 Reviews,,<5 Reviews,,48.85%,,49.47%,,7.86%,G,4.98%,G,43.51%,,31.95%,,0:24:16,G,0:26:04,G,2165/2578,R,2314/2578,R
899,,19.14%,G,9.70%,,66.18%,G,22.80%,G,131.73%,G,50.43%,G,18.94%,G,-11.45%,,4.50,,4.50,,44.13%,,48.61%,,0.41%,,2.27%,,38.55%,,42.93%,,0:39:09,,0:33:20,,89/2578,G,240/2578,G
952,,7.60%,,2.37%,,-7.03%,,-4.09%,,1.90%,,6.40%,,-30.23%,R,-27.64%,R,4.80,G,4.80,G,48.33%,,48.86%,,0.47%,,0.35%,,68.33%,,70.66%,G,0:28:18,G,0:31:23,,1446/2578,,1595/2578,
1006,,2.21%,,-2.94%,R,-6.38%,,-9.66%,R,12.59%,,2.81%,,-28.79%,R,-29.33%,R,4.60,,4.60,,47.39%,,43.77%,,0.00%,R,0.00%,R,31.74%,,25.44%,,0:32:22,,0:30:18,G,1713/2578,,2224/2578,R
1072,,12.79%,,5.26%,,-13.90%,R,-8.43%,R,-13.89%,,-13.91%,R,-6.56%,,-5.74%,,4.70,,4.70,,38.01%,,41.52%,,1.01%,,0.53%,,29.43%,,35.75%,,1:02:28,R,1:06:32,R,1783/2578,,1958/2578,
2615,,0.82%,R,1.56%,,-8.69%,,-1.11%,,4.13%,,7.93%,,-49.00%,R,-25.85%,R,4.50,,4.50,,54.75%,,48.93%,,0.19%,,1.07%,,82.68%,G,15.67%,R,0:37:38,,0:48:20,,1877/2578,,1834/2578,
Total,B,7.61%,,1.94%,,-2.92%,,-5.42%,R,7.51%,G,6.16%,,-20.51%,R,-24.06%,R,4.67,G,4.67,G,52.11%,,49.18%,,1.06%,,1.18%,,37.49%,,31.77%,,0:38:57,,0:40:37,,202/394,,325/394,R
556,,12.70%,,2.81%,,14.43%,G,13.61%,,27.25%,G,24.25%,G,-3.74%,,-10.04%,,4.50,,4.50,,54.40%,,55.81%,G,6.88%,G,5.12%,G,48.67%,,44.31%,,0:41:26,,0:43:24,,285/2578,G,718/2578,
593,,4.76%,,-3.52%,R,-14.12%,R,-18.92%,R,-12.57%,,-17.75%,R,-31.62%,R,-29.00%,R,4.29,R,4.29,R,60.08%,G,55.74%,G,3.98%,G,2.58%,G,15.02%,R,23.03%,,0:46:51,,0:42:10,,2122/2578,R,2393/2578,R
639,,4.13%,,-0.19%,,-12.61%,,-10.23%,R,-12.06%,,-3.59%,,-30.96%,R,-24.69%,R,4.64,,4.64,,61.87%,G,64.86%,G,0.00%,R,0.13%,R,41.73%,,46.65%,,1:07:33,R,1:04:38,R,2205/2578,R,2274/2578,R
686,,2.94%,,-0.57%,,-2.98%,,-2.97%,,-1.20%,,-3.29%,,-22.35%,,-21.14%,,5.00,G,5.00,G,49.86%,,51.55%,,0.00%,R,0.24%,R,29.63%,,27.39%,,0:22:54,G,0:22:16,G,1531/2578,,1746/2578,
836,,18.64%,G,7.05%,,17.85%,G,14.46%,,10.97%,,20.27%,,2.59%,,-8.23%,,4.28,R,4.28,R,70.10%,G,72.17%,G,0.94%,,0.71%,,37.28%,,32.95%,,0:54:53,,0:49:07,,324/2578,G,713/2578,
862,,4.05%,,2.60%,,2.63%,,7.30%,,-2.43%,,0.53%,,4.64%,G,-1.48%,,4.46,,4.46,,39.41%,,37.04%,,0.00%,R,0.17%,R,21.92%,R,22.18%,R,0:51:54,,0:55:11,R,1530/2578,,1505/2578,
864,,0.77%,R,-1.50%,R,-10.07%,,-8.06%,,-11.69%,,-2.74%,,-24.16%,,-18.78%,,4.45,,4.45,,40.93%,,38.91%,,0.00%,R,0.09%,R,9.27%,R,7.78%,R,0:54:36,,0:49:20,,2313/2578,R,2357/2578,R
1018,,0.18%,R,-1.29%,R,-2.14%,,-0.37%,,10.18%,,22.65%,G,-24.73%,R,-20.39%,,4.25,R,4.25,R,23.34%,R,26.27%,R,0.00%,R,0.00%,R,22.77%,,17.20%,R,0:23:25,G,0:25:46,G,1751/2578,,1770/2578,
2630,,6.70%,,4.41%,,8.98%,,7.20%,,15.06%,G,19.07%,,1.06%,,-8.90%,,4.88,G,4.88,G,35.70%,,33.39%,R,0.00%,R,0.00%,R,32.28%,,31.80%,,0:26:42,G,0:25:56,G,689/2578,,917/2578,
5392,,8.65%,,4.83%,,2.70%,,15.36%,G,12.03%,,31.41%,G,-13.80%,,-14.73%,,<5 Reviews,,<5 Reviews,,34.12%,,31.96%,R,3.68%,G,3.02%,G,53.28%,,49.59%,,0:49:52,,0:44:46,,1120/2578,,794/2578,
Total,B,6.50%,,1.43%,,0.22%,,0.87%,,1.99%,,6.20%,,-15.17%,,-16.12%,,4.47,,4.47,,47.62%,,47.31%,,1.51%,,1.14%,,31.86%,R,30.51%,R,0:45:02,,0:43:34,,228/394,,293/394,
1024,,3.64%,,7.18%,,-7.45%,,26.00%,G,11.16%,,69.63%,G,-28.92%,R,-9.09%,,4.82,G,4.82,G,17.16%,R,18.10%,R,0.00%,R,0.06%,R,19.12%,R,19.32%,R,0:26:34,G,0:26:55,G,1773/2578,,461/2578,G
1143,,12.20%,,8.45%,,-0.15%,,5.39%,,3.04%,,12.77%,,-6.60%,,-10.25%,,4.38,,4.38,,31.66%,R,32.58%,R,0.33%,,0.38%,,11.16%,R,13.22%,R,0:54:08,,0:52:25,,1377/2578,,1271/2578,
1227,,10.84%,,11.39%,G,5.32%,,3.02%,,7.21%,,9.38%,,-7.40%,,-1.35%,,4.23,R,4.23,R,33.41%,R,33.38%,R,0.41%,,0.33%,,0.78%,R,3.47%,R,0:54:20,,0:56:33,R,1242/2578,,1233/2578,
3570,,0.72%,R,4.44%,,-23.70%,R,-12.10%,R,-5.30%,,6.80%,,-42.37%,R,-31.79%,R,4.91,G,4.91,G,54.28%,,46.19%,,0.49%,,0.75%,,33.16%,,19.60%,R,0:32:28,,0:38:12,,2154/2578,R,1927/2578,
Total,B,6.72%,,8.04%,,-6.44%,,2.95%,,3.22%,,17.07%,G,-20.41%,R,-11.44%,,4.58,,4.58,,33.60%,R,32.07%,R,0.34%,R,0.41%,R,12.16%,R,11.58%,R,0:42:46,,0:44:32,,318/394,R,175/394,
555,,-2.75%,R,-6.93%,R,-24.08%,R,-25.95%,R,-27.67%,R,-34.77%,R,-25.45%,R,-28.25%,R,4.40,,4.40,,18.43%,R,26.23%,R,0.00%,R,0.25%,R,37.03%,,38.45%,,0:50:15,,0:47:40,,2515/2578,R,2556/2578,R
758,,5.73%,,2.12%,,-3.81%,,6.60%,,8.45%,,12.53%,,-22.25%,,-12.93%,,<5 Reviews,,<5 Reviews,,48.11%,,54.33%,,0.52%,,0.75%,,53.77%,,53.73%,,0:31:12,G,0:34:19,,1394/2578,,1047/2578,
1076,,12.85%,,6.13%,,6.77%,,17.29%,G,10.86%,,25.01%,G,-22.59%,,-10.35%,,4.07,R,4.07,R,70.33%,G,55.26%,G,5.34%,G,4.82%,G,25.84%,,20.43%,R,0:33:34,,0:36:48,,655/2578,,556/2578,
1153,,16.49%,G,9.21%,,-16.43%,R,3.00%,,-9.02%,,7.26%,,-22.96%,,-13.95%,,4.47,,4.47,,30.46%,R,45.39%,,0.00%,R,0.22%,R,2.65%,R,9.41%,R,0:20:43,G,0:20:14,G,1720/2578,,1040/2578,
1367,,8.52%,,3.99%,,-9.44%,,5.61%,,-2.62%,,18.99%,,-32.55%,R,-23.97%,R,4.55,,4.55,,64.24%,G,60.95%,G,0.30%,,2.35%,,60.76%,,53.81%,,1:10:18,R,0:55:44,R,1873/2578,,1185/2578,
2733,,17.85%,G,15.18%,G,11.07%,,17.24%,G,9.46%,,25.81%,G,13.85%,G,10.09%,G,4.20,R,4.20,R,42.97%,,49.08%,,0.62%,,0.48%,,44.11%,,39.97%,,0:48:45,,0:56:55,R,467/2578,G,427/2578,G
2890,,-3.41%,R,-3.73%,R,-22.78%,R,-13.72%,R,-14.31%,,-2.59%,,-37.50%,R,-36.33%,R,4.57,,4.57,,55.65%,,46.88%,,0.90%,,0.34%,,9.13%,R,9.89%,R,0:36:10,,0:35:19,,2331/2578,R,2366/2578,R
3750,,13.79%,,15.24%,G,-12.98%,,-3.97%,,-1.44%,,7.51%,,-30.57%,R,-14.22%,,4.92,G,4.92,G,93.08%,G,92.65%,G,0.21%,,0.54%,,33.33%,,30.76%,,0:27:27,G,0:27:54,G,1395/2578,,908/2578,
Total,B,8.09%,,4.68%,,-10.66%,R,-1.40%,,-3.75%,,7.79%,,-25.06%,R,-19.54%,R,4.48,,4.48,,50.10%,,52.49%,G,0.91%,,1.35%,,37.12%,,35.76%,,0:41:34,,0:39:50,,325/394,R,259/394,
551,,17.74%,G,5.02%,,15.33%,G,6.98%,,28.38%,G,17.64%,,6.65%,G,-8.41%,,3.50,R,3.50,R,40.14%,,35.08%,,1.47%,,1.78%,,27.97%,,27.34%,,0:48:56,,0:51:32,,405/2578,G,1184/2578,
697,,10.54%,,10.59%,G,5.60%,,23.98%,G,4.37%,,28.77%,G,-0.61%,,3.72%,G,4.17,R,4.17,R,30.72%,R,38.34%,,0.00%,R,0.82%,,16.08%,R,21.51%,R,0:41:54,,0:38:20,,1115/2578,,389/2578,G
960,,10.69%,,11.50%,G,-0.25%,,12.08%,,35.82%,G,42.84%,G,-7.33%,,-2.30%,,4.65,,4.65,,31.47%,R,35.72%,,5.06%,G,3.28%,G,40.20%,,40.06%,,0:40:28,,0:46:49,,861/2578,,441/2578,G
1081,,10.89%,,10.77%,G,13.69%,G,6.62%,,12.57%,,17.46%,,6.11%,G,-5.76%,,4.67,,4.67,,59.89%,G,46.11%,,1.16%,,1.52%,,58.09%,,39.74%,,1:26:01,R,1:24:33,R,540/2578,,818/2578,
1283,,8.82%,,6.65%,,-2.31%,,-1.51%,,9.20%,,5.89%,,-10.21%,,-6.84%,,4.65,,4.65,,29.80%,R,32.71%,R,0.65%,,1.37%,,41.76%,,38.87%,,0:49:50,,0:50:24,,1368/2578,,1390/2578,
1297,,2.10%,,2.72%,,-30.30%,R,-8.87%,R,-82.33%,R,-13.31%,R,-15.51%,,-26.27%,R,<5 Reviews,,<5 Reviews,,30.35%,R,31.53%,R,0.00%,R,0.88%,,76.47%,G,50.32%,,1:49:27,R,1:14:10,R,2468/2578,R,2286/2578,R
4368,,17.04%,G,9.74%,,7.98%,,0.77%,,3.53%,,5.93%,,-16.07%,,-20.24%,,4.76,,4.76,,48.40%,,41.22%,,3.21%,G,1.95%,,67.82%,,61.13%,,0:44:08,,0:47:16,,531/2578,,1182/2578,
5326,,14.25%,,5.61%,,12.52%,,7.28%,,14.40%,G,10.21%,,1.94%,,-8.88%,,4.55,,4.55,,41.81%,,35.18%,,0.48%,,0.69%,,35.09%,,53.72%,,1:21:02,R,1:15:37,R,662/2578,,1204/2578,
Total,B,11.26%,,7.52%,,2.62%,,5.58%,,-0.15%,,12.94%,,-3.80%,G,-9.20%,,4.51,,4.51,,39.21%,,36.76%,,1.73%,,1.58%,,43.18%,,40.69%,,0:57:02,R,0:57:53,R,119/394,,142/394,
563,,13.16%,,9.39%,,8.63%,,10.23%,,13.01%,,8.95%,,-8.94%,,-6.53%,,4.37,,4.37,,53.36%,,54.57%,,0.75%,,0.45%,,30.77%,,26.13%,,0:59:27,R,0:59:00,R,786/2578,,936/2578,
579,,9.54%,,-4.64%,R,20.73%,G,-10.05%,R,13.81%,G,-15.49%,R,13.49%,G,-21.52%,R,3.85,R,3.85,R,50.14%,,63.82%,G,0.42%,,0.09%,R,52.17%,,36.69%,,0:44:29,,0:49:37,,503/2578,G,2419/2578,R
582,,9.94%,,6.77%,,-8.55%,,-3.85%,,-13.28%,,2.77%,,-19.40%,,-20.43%,,4.79,G,4.79,G,44.26%,,47.53%,,0.57%,,0.20%,R,31.85%,,32.55%,,0:43:06,,0:41:53,,1704/2578,,1624/2578,
613,,9.83%,,7.39%,,-10.54%,,-2.86%,,-6.70%,,1.29%,,-20.40%,,-14.94%,,4.65,,4.65,,60.72%,G,58.08%,G,0.29%,,0.24%,R,67.97%,,75.42%,G,0:48:22,,0:47:21,,1664/2578,,1423/2578,
860,,26.17%,G,19.31%,G,17.66%,G,18.24%,G,24.30%,G,27.14%,G,-3.03%,,0.50%,G,3.93,R,3.93,R,54.77%,,48.29%,,0.57%,,0.28%,R,35.21%,,33.46%,,0:52:36,,0:52:32,,326/2578,G,454/2578,G
1182,,17.99%,G,10.84%,G,14.23%,G,10.89%,,-1.17%,,-0.19%,,12.34%,G,-5.38%,,4.77,G,4.77,G,35.90%,,45.19%,,0.94%,,0.55%,,87.21%,G,89.61%,G,0:50:44,,0:52:08,,395/2578,G,740/2578,
1391,,17.57%,G,8.15%,,10.61%,,10.60%,,2.04%,,8.68%,,-3.92%,,-15.18%,,4.84,G,4.84,G,58.73%,G,47.77%,,0.67%,,1.05%,,62.13%,,73.30%,G,1:01:27,R,1:01:06,R,515/2578,G,856/2578,
3207,,7.98%,,4.06%,,-14.41%,R,-3.56%,,-11.30%,,1.68%,,-22.07%,,-20.86%,,4.58,,4.58,,55.70%,,55.15%,G,1.70%,,6.77%,G,49.62%,,53.46%,,1:22:10,R,1:19:03,R,2005/2578,,1698/2578,
3310,,20.93%,G,11.54%,G,2.28%,,3.62%,,39.53%,G,16.66%,,-14.04%,,-12.14%,,4.38,,4.38,,62.10%,G,65.49%,G,5.74%,G,8.60%,G,75.04%,G,71.01%,G,1:06:17,R,1:03:54,R,584/2578,,793/2578,
