Store,,DEC,73,YTD,74,DEC,75,YTD,76,DEC,77,YTD,78,DEC,79,YTD,80,DEC,81,YTD,82,DEC,83,YTD,84,DEC,85,YTD,86,DEC,87,YTD,88,DEC,89,YTD,90,DEC,91,YTD,92
2704,,-2.38%,,6.70%,,1.24%,R,20.58%,,12.08%,,8.85%,,-17.68%,R,18.42%,,0,R,13,R,22.96%,R,21.27%,R,0,R,4,R,54.44%,,45.79%,,0:33:52,G,0:30:58,G,1969/2576,,912/2576,
3304,,-0.46%,,1.12%,,12.87%,,7.21%,R,28.10%,,3.01%,,4.61%,,6.43%,,35,G,141,,30.17%,,27.39%,R,10,G,43,,47.12%,,40.86%,,0:47:17,,0:46:13,,956/2576,,2120/2576,R
3305,,-2.54%,,7.09%,,5.61%,,9.51%,,9.48%,,1.75%,,-11.79%,R,9.45%,,2,R,73,,9.68%,R,14.09%,R,0,R,21,,49.77%,,39.75%,,0:50:02,,0:51:59,,2051/2576,,1841/2576,
3658,,9.81%,G,4.14%,,31.35%,G,20.80%,,55.33%,G,30.28%,G,36.23%,G,9.72%,,8,,118,,20.06%,R,27.34%,R,0,R,42,,35.51%,R,38.92%,,0:59:05,,0:47:40,,454/2576,G,1028/2576,
5320,,11.40%,G,3.42%,,46.79%,G,21.05%,,71.34%,G,20.69%,G,67.33%,G,9.27%,,5,,84,,18.53%,R,27.51%,R,4,,16,R,37.65%,R,32.98%,R,1:07:43,R,1:08:28,R,259/2576,G,1443/2576,
Total,B,3.50%,G,4.58%,,24.78%,G,17.50%,,33.77%,G,14.06%,G,22.93%,G,11.87%,,0.32,,0.30,,20.74%,R,24.33%,R,0.11,,0.12,,54.64%,,50.34%,,0:51:27,,0:48:34,,49/394,G,188/394,
1237,,-6.77%,,3.23%,,18.22%,,10.21%,,21.53%,,15.97%,,12.72%,,5.96%,,1,R,30,R,22.75%,R,28.96%,,1,R,19,R,55.26%,,50.27%,,0:33:09,G,0:28:05,G,1184/2576,,1694/2576,
1321,,1.66%,,3.94%,,17.14%,,19.70%,,8.79%,,13.77%,,2.79%,,8.21%,,3,,239,,30.00%,,28.44%,,4,,99,,86.61%,,50.49%,,0:51:02,,0:45:00,,1019/2576,,1003/2576,
2836,,2.90%,G,3.69%,,6.27%,,11.23%,,26.81%,,2.25%,,7.05%,,14.23%,,0,R,19,R,32.30%,,37.64%,,1,R,10,R,81.86%,,63.42%,,0:31:34,G,0:44:12,,1067/2576,,1747/2576,
5046,,7.36%,G,2.89%,,25.80%,,20.12%,,43.72%,G,24.82%,G,6.16%,,16.93%,,2,R,17,R,26.88%,,27.33%,R,1,R,35,,45.59%,,36.23%,,0:35:11,G,0:35:24,G,460/2576,G,1045/2576,
5743,,-5.09%,,3.27%,,10.32%,,17.58%,,19.54%,,6.44%,,-2.23%,,14.88%,,7,,253,,64.27%,G,60.21%,G,7,,60,,62.87%,,46.66%,,0:57:49,,1:10:28,R,1447/2576,,1306/2576,
Total,B,-0.33%,,3.43%,,14.81%,,15.61%,,21.99%,G,12.66%,G,5.05%,,11.94%,,0.09,R,0.34,,35.48%,,36.72%,,0.09,,0.13,,68.72%,,50.49%,,0:40:47,G,0:41:30,G,119/394,,205/394,
1197,,-20.03%,R,-7.90%,R,-12.09%,R,1.63%,R,-1.02%,R,6.75%,,-30.72%,R,-9.73%,R,2,R,32,R,32.62%,,30.27%,,2,,32,,32.20%,R,33.29%,,0:31:26,G,0:39:10,,2490/2576,R,2432/2576,R
1354,,3.53%,G,6.12%,,5.06%,,11.18%,,8.61%,,5.68%,,17.36%,,10.40%,,4,,26,R,27.95%,,37.66%,,2,,21,,53.70%,,48.96%,,1:03:13,R,0:52:04,,1516/2576,,1681/2576,
1379,,-3.16%,,1.69%,,-2.10%,R,4.39%,R,7.18%,,4.65%,,-7.58%,,-0.36%,R,2,R,49,,28.81%,,30.69%,,0,R,3,R,10.54%,R,18.10%,R,0:42:04,,0:42:16,,2173/2576,R,2309/2576,R
1502,,-10.42%,R,2.54%,,-6.29%,R,7.66%,R,5.35%,,9.66%,,-35.45%,R,-7.48%,R,0,R,0,R,15.85%,R,12.52%,R,2,,7,R,10.56%,R,7.54%,R,0:34:39,G,0:36:58,G,2445/2576,R,2198/2576,R
1527,,-7.62%,,1.35%,,-13.67%,R,-10.39%,R,-14.54%,R,-33.28%,R,2.94%,,3.42%,R,2,R,160,,29.40%,,33.24%,,0,R,9,R,27.14%,R,24.68%,R,1:00:33,,1:05:52,R,2502/2576,R,2512/2576,R
2730,,-3.61%,,6.47%,,5.17%,,17.16%,,13.09%,,15.19%,,2.29%,,9.28%,,4,,41,,25.70%,R,31.94%,,0,R,15,R,25.14%,R,32.69%,R,0:18:32,G,0:20:09,G,1678/2576,,1051/2576,
Total,B,-7.45%,,1.22%,R,-5.05%,R,3.68%,R,3.15%,R,1.45%,R,-10.24%,R,-0.11%,R,0.08,R,0.15,R,27.78%,,30.10%,,0.03,R,0.04,R,26.98%,R,27.39%,R,0:40:12,G,0:40:33,G,387/394,R,386/394,R
1355,,-5.55%,,5.78%,,1.57%,,17.53%,,16.16%,,11.95%,,-3.13%,,14.48%,,7,,65,,30.23%,,43.57%,,2,,28,,96.20%,G,85.13%,G,0:50:37,,0:42:48,,1869/2576,,870/2576,
3701,,3.82%,G,3.58%,,8.23%,,-4.92%,R,10.20%,,-0.59%,,12.22%,,-0.50%,R,2,R,52,,30.69%,,32.78%,,0,R,60,,6.68%,R,12.72%,R,0:56:28,,0:59:30,,1514/2576,,2352/2576,R
7009,,-1.16%,,7.63%,,7.15%,,22.42%,,0.29%,,-2.68%,R,20.67%,,25.79%,,3,,45,,37.35%,,38.27%,,0,R,19,R,85.03%,,74.96%,,0:27:14,G,0:27:36,G,1226/2576,,652/2576,
7179,,4.64%,G,8.72%,G,11.70%,,11.77%,,23.77%,,2.76%,,47.71%,G,39.71%,G,11,,55,,28.17%,,35.08%,,11,G,45,,44.44%,,32.24%,R,0:31:05,G,0:30:06,G,533/2576,,1038/2576,
Total,B,-0.83%,,6.30%,G,5.45%,R,13.22%,,12.38%,,4.45%,,10.96%,,17.22%,,0.19,,0.16,R,31.83%,,38.90%,,0.11,,0.11,,70.73%,,60.65%,,0:44:10,,0:41:37,G,246/394,,203/394,
1039,,-8.57%,,0.69%,,2.33%,,6.43%,R,13.19%,,9.52%,,-6.84%,,-0.12%,R,55,G,879,G,48.45%,G,41.86%,,25,G,371,G,101.42%,G,97.55%,G,1:00:23,,0:54:34,,1775/2576,,1827/2576,
1064,,-10.54%,R,1.21%,,-4.00%,R,1.99%,R,2.43%,,10.14%,,-12.60%,R,6.57%,,26,,155,,22.47%,R,24.34%,R,1,R,41,,55.06%,,42.11%,,0:34:05,G,0:32:50,G,2297/2576,R,2022/2576,
1096,,-1.22%,,5.42%,,1.44%,,10.74%,,-8.36%,R,3.45%,,0.51%,,7.87%,,3,,28,R,14.65%,R,21.70%,R,1,R,14,R,85.10%,,76.76%,,0:38:10,,0:45:42,,1875/2576,,1782/2576,
1662,,-9.03%,,-2.65%,R,8.99%,,6.68%,R,14.92%,,-1.89%,,3.96%,,7.39%,,25,,416,G,39.53%,,43.15%,,8,,119,G,62.52%,,74.37%,,0:52:34,,0:53:46,,1609/2576,,2082/2576,R
4224,,-5.96%,,4.61%,,9.92%,,40.31%,G,18.21%,,42.30%,G,10.68%,,30.54%,G,5,,173,,31.11%,,25.97%,R,1,R,38,,79.37%,,74.10%,,0:43:25,,0:48:33,,1422/2576,,356/2576,G
4410,,3.31%,G,7.57%,,25.40%,,49.74%,G,33.74%,G,34.31%,G,25.85%,G,30.47%,G,22,,154,,19.19%,R,27.04%,R,11,G,352,G,58.01%,,64.54%,,0:36:33,,0:33:52,G,250/2576,G,59/2576,G
Total,B,-6.01%,,2.33%,,6.34%,R,14.88%,,11.47%,,11.73%,,1.27%,,11.30%,,0.76,,0.91,G,31.93%,,32.08%,,0.26,,0.47,G,75.12%,,73.08%,G,0:45:51,,0:46:22,,292/394,,215/394,
1034,,4.89%,G,11.81%,G,14.04%,,27.12%,,18.40%,,20.65%,G,9.46%,,16.56%,,3,,106,,20.39%,R,25.01%,R,4,,87,,48.94%,,74.10%,,0:30:21,G,0:31:35,G,775/2576,,222/2576,G
1209,,-5.20%,,-0.53%,R,10.57%,,5.41%,R,3.94%,,-4.86%,R,3.93%,,2.48%,R,23,,120,,22.71%,R,23.46%,R,11,G,98,,44.22%,,31.58%,R,0:50:18,,1:02:59,,1650/2576,,2435/2576,R
1464,,-9.64%,,6.94%,,-5.41%,R,21.54%,,20.07%,,30.25%,G,-15.58%,R,11.17%,,0,R,14,R,31.45%,,31.23%,,0,R,9,R,41.51%,,26.20%,R,0:56:15,,0:55:13,,2421/2576,R,1062/2576,
4274,,0.78%,,10.79%,G,-3.19%,R,24.22%,,15.73%,,14.79%,,6.26%,,22.23%,,34,G,532,G,30.95%,,38.86%,,2,,152,G,69.68%,,64.46%,,0:41:02,,0:54:59,,1438/2576,,310/2576,G
5085,,-3.24%,,7.64%,,1.41%,,17.77%,,9.96%,,8.95%,,-9.00%,R,16.68%,,3,,63,,37.05%,,41.69%,,0,R,35,,19.78%,R,16.30%,R,0:43:54,,0:43:40,,2006/2576,,943/2576,
5298,,24.87%,G,17.84%,G,80.52%,G,75.34%,G,57.00%,G,56.15%,G,114.49%,G,57.55%,G,13,,113,,26.13%,,28.17%,,5,,63,,81.76%,,44.93%,,0:30:57,G,0:40:06,,15/2576,G,38/2576,G
5481,,6.47%,G,7.34%,,14.59%,,18.25%,,23.30%,,14.76%,,29.89%,G,16.46%,,3,,264,,41.42%,,37.15%,,1,R,171,G,46.44%,,41.10%,,0:38:08,,0:38:20,,537/2576,,613/2576,
Total,B,0.78%,G,8.22%,G,10.55%,,22.89%,,19.31%,,17.45%,G,8.89%,,17.35%,,0.38,,0.52,,29.95%,,32.42%,,0.11,,0.26,,48.59%,R,41.86%,R,0:42:16,,0:46:12,,152/394,,40/394,G
1027,,-0.43%,,7.42%,,2.34%,,21.35%,,-10.79%,R,-6.01%,R,3.80%,,43.26%,G,16,,281,G,33.18%,,32.93%,,0,R,8,R,81.24%,,61.74%,,0:39:17,,0:41:55,,1668/2576,,748/2576,
1156,,6.05%,G,6.59%,,9.06%,,17.95%,,25.31%,,22.12%,G,8.90%,,5.39%,,3,,224,,25.81%,,34.05%,,0,R,13,R,98.06%,G,88.10%,G,0:27:40,G,0:33:53,G,854/2576,,787/2576,
2005,,-2.44%,,0.35%,,9.92%,,3.50%,R,5.24%,,-2.33%,R,-4.22%,,-1.20%,R,4,,412,G,45.02%,G,44.16%,,1,R,37,,103.75%,G,89.77%,G,0:42:46,,0:48:13,,1361/2576,,2130/2576,R
3371,,8.98%,G,0.99%,,-0.45%,R,-5.85%,R,-35.68%,R,-5.45%,R,25.38%,G,-4.78%,R,2,R,89,,23.85%,R,23.15%,R,0,R,18,R,26.45%,R,27.81%,R,0:55:12,,0:59:20,,1843/2576,,2522/2576,R
Total,B,2.28%,G,3.60%,,6.32%,R,8.84%,R,0.16%,R,1.01%,R,6.79%,,7.40%,R,0.21,,0.76,,32.77%,,34.25%,,0.01,R,0.06,R,78.40%,,68.15%,G,0:39:03,G,0:45:00,,249/394,,328/394,R
1322,,-2.35%,,1.47%,,-13.27%,R,-0.27%,R,-5.39%,R,7.83%,,-6.36%,,-9.84%,R,1,R,14,R,19.58%,R,28.49%,,2,,63,,68.93%,,56.50%,,1:04:34,R,0:54:54,,2390/2576,R,2330/2576,R
1552,,10.13%,G,10.44%,G,39.60%,G,38.54%,G,26.87%,,17.84%,G,14.92%,,21.34%,,0,R,370,G,44.84%,G,42.64%,,4,,52,,69.32%,,59.49%,,0:28:44,G,0:35:06,G,97/2576,G,63/2576,G
1849,,-0.51%,,12.23%,G,14.32%,,40.36%,G,18.97%,,27.19%,G,-4.17%,,31.85%,G,3,,99,,16.30%,R,22.70%,R,0,R,34,,28.26%,R,46.98%,,0:19:34,G,0:24:44,G,1203/2576,,99/2576,G
2472,,11.12%,G,4.28%,,33.62%,G,17.08%,,42.06%,G,12.79%,,16.13%,,18.62%,,18,,153,,27.78%,,24.16%,R,2,,64,,60.49%,,61.46%,,0:37:49,,0:40:33,,165/2576,G,970/2576,
2793,,-9.62%,,-3.56%,R,-38.15%,R,-11.34%,R,-52.43%,R,-15.79%,R,-13.04%,R,-0.64%,R,0,R,27,R,20.00%,R,25.11%,R,0,R,18,R,34.05%,R,19.74%,R,1:03:05,R,0:53:43,,2566/2576,R,2565/2576,R
3503,,-5.17%,,7.29%,,-1.80%,R,19.33%,,11.57%,,21.04%,G,-14.65%,R,9.26%,,3,,37,R,19.53%,R,22.20%,R,4,,53,,94.65%,G,83.63%,G,0:32:47,G,0:34:50,G,1938/2576,,751/2576,
3626,,2.74%,G,8.14%,G,8.15%,,18.78%,,-3.40%,R,10.08%,,21.77%,,11.90%,,5,,13,R,28.21%,,16.99%,R,2,,22,,21.79%,R,24.22%,R,0:57:00,,0:53:34,,1540/2576,,1298/2576,
6789,,-2.52%,,5.82%,,3.59%,,14.37%,,10.94%,,9.32%,,0.24%,,10.02%,,27,,239,,20.05%,R,24.94%,R,9,,47,,73.27%,,63.33%,,0:37:00,,0:40:24,,1484/2576,,1165/2576,
Total,B,-0.07%,,5.54%,,2.75%,R,16.02%,,6.34%,,12.26%,,0.23%,,9.60%,,0.24,,0.36,,24.37%,R,24.74%,R,0.10,,0.13,,56.38%,,52.61%,,0:38:34,G,0:40:29,G,303/394,,175/394,
877,,2.20%,,6.71%,,13.27%,,14.47%,,11.11%,,6.25%,,16.62%,,9.34%,,18,,142,,22.71%,R,23.40%,R,0,R,19,R,75.36%,,81.99%,G,0:29:08,G,0:26:55,G,836/2576,,1137/2576,
1010,,-9.09%,,-2.15%,R,12.77%,,4.01%,R,-25.90%,R,18.54%,G,27.25%,G,-1.30%,R,1,R,5,R,19.59%,R,20.61%,R,0,R,6,R,24.83%,R,27.23%,R,0:53:03,,0:53:31,,2047/2576,,2454/2576,R
1097,,0.11%,,3.97%,,30.20%,G,32.53%,G,46.67%,G,24.01%,G,25.52%,G,29.06%,G,9,,48,,24.59%,R,23.24%,R,0,R,29,,73.76%,,48.80%,,0:49:38,,0:46:25,,507/2576,G,643/2576,
1133,,-5.99%,,3.56%,,-8.59%,R,3.35%,R,-15.41%,R,-6.59%,R,7.00%,,9.42%,,20,,35,R,16.36%,R,26.54%,R,2,,9,R,30.61%,R,47.50%,,0:45:30,,0:47:14,,2294/2576,R,2244/2576,R
1255,,2.69%,G,-3.43%,R,50.19%,G,2.20%,R,41.95%,G,1.79%,,81.03%,G,-0.46%,R,2,R,25,R,19.05%,R,16.99%,R,5,,41,,73.65%,,36.63%,,0:34:42,G,0:35:13,G,123/2576,G,2417/2576,R
3700,,-7.03%,,3.88%,,-31.49%,R,-0.01%,R,-47.90%,R,-14.48%,R,-9.52%,R,6.33%,,5,,80,,31.98%,,36.07%,,2,,27,,31.17%,R,29.12%,R,1:24:40,R,1:10:31,R,2532/2576,R,2358/2576,R
5063,,24.97%,G,18.02%,G,15.02%,,43.43%,G,24.48%,,44.02%,G,44.72%,G,53.53%,G,7,,147,,24.16%,R,26.51%,R,2,,20,,33.90%,R,15.00%,R,1:09:40,R,0:59:55,,808/2576,,273/2576,G
Total,B,-0.39%,,4.16%,,3.04%,R,11.44%,R,-1.17%,R,5.44%,,17.68%,G,13.03%,,0.30,,0.21,R,23.68%,R,26.14%,R,0.05,R,0.06,R,45.78%,R,37.93%,R,0:47:12,,0:45:19,,317/394,R,322/394,R
&nbsp;,B,-0.93%,,3.74%,,5.97%,R,12.12%,R,9.60%,,6.97%,,5.72%,,9.85%,R,0.27,R,0.38,,28.24%,R,30.36%,,0.09,R,0.15,R,58.23%,,50.94%,,0:43:34,G,0:44:19,,28/34,R,30/34,R
1875,,-12.15%,R,-2.98%,R,-1.15%,R,-3.04%,R,-0.70%,,-23.99%,R,-6.65%,,8.08%,,8,,134,,31.07%,,32.29%,,5,,54,,61.89%,,39.32%,,1:32:04,R,1:41:34,R,2433/2576,R,2521/2576,R
2435,,8.74%,G,14.53%,G,103.76%,G,69.85%,G,101.67%,G,21.59%,G,71.79%,G,63.37%,G,28,,151,,27.36%,,24.28%,R,1,R,14,R,68.03%,,54.18%,,0:46:51,,0:49:20,,64/2576,G,153/2576,G
3481,,-10.86%,R,0.38%,,20.35%,,20.13%,,-14.93%,R,-2.88%,R,21.63%,,16.11%,,33,G,365,G,42.74%,G,32.56%,,0,R,4,R,78.30%,,71.03%,,0:54:31,,1:05:41,R,1427/2576,,1660/2576,
3490,,-7.81%,,2.86%,,13.23%,,12.86%,,-14.10%,R,5.84%,,31.25%,G,24.49%,,3,,292,G,26.26%,,27.57%,R,0,R,0,R,16.60%,R,17.03%,R,0:58:08,,0:59:57,,1931/2576,,1795/2576,
Total,B,-6.06%,,3.17%,,27.54%,G,20.14%,,23.34%,G,2.79%,,19.32%,G,22.67%,,0.60,,0.71,,31.26%,,29.44%,,0.05,R,0.05,R,56.38%,,43.08%,,0:57:43,,1:02:42,R,127/394,,218/394,
1525,,-0.18%,,5.06%,,5.97%,,27.63%,G,-3.77%,R,21.89%,G,25.60%,G,16.54%,,0,R,55,,26.62%,,30.20%,,1,R,15,R,48.44%,,56.38%,,0:44:50,,0:37:12,G,1638/2576,,644/2576,
2295,,-1.02%,,2.57%,,27.74%,,20.60%,,38.63%,G,19.42%,G,-11.48%,R,8.18%,,12,,66,,21.62%,R,28.29%,,9,,70,,21.98%,R,26.12%,R,0:43:14,,0:43:33,,805/2576,,1225/2576,
7032,,4.08%,G,7.52%,,24.22%,,32.18%,G,16.16%,,13.87%,,2.03%,,33.97%,G,65,G,371,G,33.11%,,36.24%,,0,R,18,R,69.09%,,50.85%,,0:56:20,,0:55:28,,698/2576,,401/2576,G
Total,B,0.80%,G,4.98%,,20.63%,,26.25%,G,19.87%,,17.81%,G,1.57%,,18.30%,,0.86,,0.49,,26.74%,R,31.55%,,0.11,,0.10,R,44.70%,R,42.51%,,0:48:06,,0:46:25,,110/394,,77/394,G
1682,,16.09%,G,9.41%,G,31.98%,G,31.57%,G,19.38%,,16.89%,,34.85%,G,22.11%,,13,,114,,37.77%,,45.89%,G,0,R,26,,62.03%,,48.86%,,1:00:12,,0:59:39,,329/2576,G,412/2576,G
1759,,2.85%,G,1.54%,,-2.69%,R,11.45%,,-2.59%,R,6.69%,,-12.19%,R,-2.62%,R,1,R,18,R,27.75%,,33.98%,,0,R,2,R,72.70%,,46.45%,,1:12:32,R,0:57:29,,2218/2576,R,2199/2576,R
3214,,-15.18%,R,-4.97%,R,-23.45%,R,-12.85%,R,-20.19%,R,-15.10%,R,-20.38%,R,-4.29%,R,39,G,225,,40.10%,,42.69%,,14,G,146,G,45.65%,,57.27%,,0:40:39,,0:46:03,,2410/2576,R,2384/2576,R
3219,,0.99%,,12.66%,G,8.28%,,59.34%,G,13.85%,,57.83%,G,14.10%,,33.63%,G,11,,84,,30.80%,,28.41%,,1,R,64,,101.90%,G,87.58%,G,1:16:05,R,0:56:11,,1311/2576,,95/2576,G
3265,,-2.10%,,2.55%,,6.79%,,9.16%,,11.72%,,3.15%,,-3.57%,,8.10%,,1,R,54,,40.74%,,33.22%,,2,,14,R,28.81%,R,24.24%,R,1:03:28,R,1:06:02,R,1823/2576,,2228/2576,R
3831,,-3.63%,,4.88%,,5.39%,,23.04%,,14.54%,,29.41%,G,-8.33%,R,9.92%,,3,,83,,43.69%,G,42.10%,,2,,15,R,14.39%,R,19.92%,R,0:27:38,G,0:28:22,G,1586/2576,,740/2576,
Total,B,-0.42%,,4.07%,,2.41%,R,15.10%,,4.37%,R,10.01%,,-2.11%,R,8.60%,R,0.38,,0.29,,36.59%,,36.57%,,0.11,,0.13,,53.43%,,44.49%,,0:57:14,,0:53:46,,344/394,R,267/394,
1811,,-12.63%,R,-0.92%,R,27.69%,,15.30%,,41.81%,G,8.00%,,-8.11%,R,6.80%,,2,R,78,,45.48%,G,44.75%,G,5,,46,,89.59%,,49.60%,,0:43:57,,0:53:17,,1051/2576,,1813/2576,
3216,,-10.00%,R,-0.37%,R,-3.74%,R,10.74%,,-7.75%,R,1.17%,,-10.06%,R,11.16%,,4,,150,,40.51%,,41.96%,,0,R,51,,74.26%,,61.38%,,0:59:32,,0:54:38,,2434/2576,R,1962/2576,
5253,,-12.64%,R,4.72%,,25.65%,,17.37%,,1.85%,,7.09%,,9.50%,,21.71%,,9,,85,,30.58%,,37.02%,,0,R,33,,66.74%,,59.56%,,0:46:59,,1:04:33,R,1482/2576,,1277/2576,
5488,,24.35%,G,21.06%,G,90.88%,G,75.60%,G,94.42%,G,55.51%,G,90.49%,G,76.99%,G,29,G,318,G,28.44%,,32.03%,,6,,50,,81.09%,,67.99%,,0:40:39,,0:36:40,G,18/2576,G,13/2576,G
5922,,0.10%,,-0.47%,R,2.99%,,7.77%,R,9.58%,,-4.84%,R,-4.76%,,20.86%,,5,,102,,29.62%,,30.94%,,1,R,14,R,22.69%,R,32.68%,R,0:27:56,G,0:33:52,G,1618/2576,,2063/2576,R
Total,B,-3.02%,,5.03%,,25.99%,G,23.34%,G,28.80%,G,12.38%,G,12.13%,,25.88%,G,0.33,,0.44,,34.73%,,37.48%,,0.08,,0.12,,71.78%,,56.68%,,0:43:41,,0:47:22,,58/394,G,58/394,G
1424,,-9.71%,,5.14%,,7.98%,,27.00%,,15.73%,,21.13%,G,0.81%,,13.81%,,5,,73,,19.89%,R,30.43%,,2,,76,,33.87%,R,40.27%,,0:34:28,G,0:36:48,G,1850/2576,,607/2576,
2160,,9.42%,G,2.61%,,12.27%,,13.85%,,0.90%,,-2.96%,R,53.69%,G,26.15%,G,0,R,32,R,21.83%,R,26.53%,R,0,R,10,R,60.70%,,33.96%,,0:47:43,,0:30:38,G,1126/2576,,1683/2576,
2808,,6.27%,G,5.13%,,44.71%,G,32.65%,G,31.17%,G,8.10%,,19.84%,,42.81%,G,4,,60,,24.40%,R,27.38%,R,3,,57,,67.10%,,56.30%,,0:51:01,,0:53:58,,289/2576,G,633/2576,
2821,,-3.57%,,0.43%,,5.13%,,4.22%,R,7.59%,,-7.62%,R,2.72%,,5.57%,,0,R,112,,29.63%,,23.63%,R,3,,104,,28.31%,R,25.77%,R,0:39:04,,0:53:40,,1787/2576,,2374/2576,R
Total,B,-0.62%,,3.54%,,18.33%,,20.60%,,15.95%,,6.63%,,13.32%,,20.20%,,0.08,R,0.21,R,24.20%,R,27.04%,R,0.07,,0.19,,47.29%,R,40.08%,R,0:42:44,,0:44:26,,129/394,,151/394,
1833,,-5.18%,,-4.36%,R,3.05%,,3.34%,R,7.13%,,1.81%,,8.69%,,-1.06%,R,4,,56,,31.60%,,38.01%,,4,,56,,77.54%,,48.72%,,0:55:44,,0:58:59,,1868/2576,,2442/2576,R
2136,,-1.99%,,7.35%,,18.14%,,27.04%,,27.25%,,26.75%,G,12.77%,,18.27%,,13,,253,,34.47%,,35.33%,,15,G,318,G,82.20%,,72.44%,,0:42:21,,0:45:37,,615/2576,,263/2576,G
2438,,7.93%,G,4.41%,,27.41%,,27.48%,G,11.55%,,13.04%,,38.58%,G,30.82%,G,3,,26,R,30.84%,,32.00%,,4,,40,,31.84%,R,28.98%,R,0:45:39,,0:39:24,,461/2576,G,680/2576,
2520,,-2.14%,,1.74%,,8.72%,,8.47%,,-3.96%,R,-2.07%,R,15.77%,,4.87%,R,10,,68,,34.14%,,30.13%,,0,R,18,R,53.36%,,55.53%,,0:49:46,,0:47:07,,1605/2576,,2179/2576,R
5343,,-0.99%,,1.07%,,-5.80%,R,12.78%,,-4.22%,R,8.74%,,-4.12%,,6.79%,,18,,181,,29.91%,,34.34%,,2,,34,,19.63%,R,28.98%,R,1:09:33,R,1:03:57,R,2253/2576,R,1984/2576,
Total,B,-0.67%,,1.87%,,10.25%,,15.17%,,5.92%,,7.60%,,13.39%,,11.61%,,0.32,,0.35,,32.02%,,34.03%,,0.17,,0.28,,52.67%,,44.67%,,0:51:59,,0:50:38,,229/394,,304/394,
2436,,-4.63%,,4.28%,,66.80%,G,38.47%,G,148.08%,G,25.81%,G,45.69%,G,40.01%,G,2,R,35,R,25.63%,R,17.86%,R,0,R,3,R,87.99%,,52.95%,,0:55:19,,0:48:44,,517/2576,,624/2576,
2850,,-8.09%,,-5.86%,R,5.74%,,2.48%,R,20.14%,,-6.16%,R,2.08%,,0.54%,R,5,,41,,27.76%,,28.26%,,8,,36,,83.06%,,71.61%,,0:29:49,G,0:27:14,G,1536/2576,,2359/2576,R
3720,,-8.19%,,9.60%,G,-0.83%,R,56.74%,G,-12.98%,R,37.71%,G,1.65%,,24.22%,,0,R,5,R,24.88%,R,18.58%,R,0,R,24,,19.88%,R,32.66%,R,0:44:17,,0:43:57,,2396/2576,R,341/2576,G
Total,B,-6.99%,,2.83%,,15.45%,,26.13%,G,25.05%,G,6.22%,,11.64%,,21.43%,,0.08,R,0.08,R,25.84%,R,20.66%,R,0.09,,0.06,R,56.03%,,47.75%,,0:38:33,G,0:34:42,G,183/394,,135/394,
1243,,-3.66%,,7.41%,,22.41%,,43.35%,G,36.53%,G,44.27%,G,9.49%,,22.21%,,9,,48,,28.32%,,25.86%,R,0,R,10,R,82.95%,,80.55%,G,0:25:05,G,0:30:14,G,651/2576,,221/2576,G
1292,,-2.64%,,-3.03%,R,15.52%,,4.30%,R,3.83%,,-11.85%,R,9.96%,,2.46%,R,1,R,39,R,31.48%,,32.36%,,0,R,17,R,26.83%,R,23.80%,R,1:12:23,R,1:01:16,,1680/2576,,2535/2576,R
1652,,-12.67%,R,3.03%,,-3.97%,R,15.56%,,18.56%,,13.49%,,-16.75%,R,2.87%,R,17,,213,,24.42%,R,28.30%,,9,,166,G,83.26%,,68.56%,,0:40:49,,0:40:14,,2166/2576,R,1286/2576,
2312,,-10.85%,R,-4.69%,R,8.11%,,-3.20%,R,27.20%,,-0.24%,,-10.65%,R,-8.01%,R,0,R,59,,26.57%,,26.36%,R,3,,32,,38.08%,,34.58%,,0:44:02,,0:51:12,,2013/2576,,2526/2576,R
2337,,0.39%,,2.34%,,12.58%,,9.17%,,15.47%,,-1.88%,,1.76%,,6.67%,,7,,85,,23.81%,R,22.58%,R,1,R,14,R,43.29%,,57.57%,,0:35:15,G,0:39:01,,1166/2576,,2048/2576,
2762,,-5.86%,,-4.13%,R,-7.03%,R,4.14%,R,-9.55%,R,-10.67%,R,-13.51%,R,-6.57%,R,5,,75,,23.05%,R,24.09%,R,2,,32,,58.48%,,34.51%,,0:52:46,,1:09:04,R,2417/2576,R,2545/2576,R
3243,,-16.45%,R,-1.03%,R,-18.79%,R,1.05%,R,-20.63%,R,-4.38%,R,-18.34%,R,1.87%,R,10,,33,R,25.85%,,26.51%,R,0,R,12,R,75.92%,,70.71%,,0:48:06,,0:58:08,,2544/2576,R,2500/2576,R
Total,B,-7.86%,,-0.25%,R,1.91%,R,8.45%,R,9.99%,,2.28%,,-7.11%,R,1.54%,R,0.23,,0.24,R,26.53%,R,27.26%,R,0.07,,0.12,,56.58%,,51.00%,,0:42:34,,0:47:59,,373/394,R,388/394,R
1465,,-11.75%,R,3.41%,,-0.82%,R,15.86%,,9.74%,,12.54%,,-27.05%,R,4.81%,R,2,R,12,R,21.82%,R,20.30%,R,0,R,22,,36.65%,R,41.62%,,0:43:08,,0:43:01,,2423/2576,R,1669/2576,
1486,,-10.83%,R,-1.04%,R,2.72%,,11.37%,,6.52%,,7.86%,,-12.46%,R,1.17%,R,1,R,12,R,15.24%,R,17.23%,R,1,R,18,R,28.64%,R,29.48%,R,0:34:18,G,0:39:30,,2303/2576,R,2225/2576,R
