Store #,First Carrier Assigned,Fulfilment Type, Status,Weeks With Status, Trend,Directional Focus ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
3641,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,71.19%,70.07%,17,85.87%,53.75%,55.53%,84.90%
3765,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.50%,84.75%,7.64,96.15%,100.00%,100.00%,85.29%
3783,,Scheduled Delivery Standard,Executive Review,23,Recovering,Store Focus,202245,64.32%,72.35%,25.51,90.43%,43.38%,42.93%,64.57%
5409,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,67.87%,65.09%,20.92,84.82%,61.06%,55.99%,68.24%
1510,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,75.92%,87.34%,19.18,88.50%,51.47%,73.34%,87.86%
1521,,Scheduled Delivery Standard,At Risk,4,Degrading,Store Focus,202245,56.18%,82.90%,24.8,75.58%,19.61%,55.60%,63.32%
2250,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,81.48%,93.48%,17.89,86.58%,79.38%,70.91%,88.50%
2967,,Scheduled Delivery Standard,Executive Review,8,Recovering,Store Focus,202245,82.61%,92.36%,14.46,94.80%,76.97%,71.18%,84.67%
1728,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,69.69%,69.57%,26.66,80.71%,59.12%,68.68%,70.97%
1745,,Scheduled Delivery Express,Executive Review,8,Degrading,Store Focus,202245,80.00%,83.56%,19.37,84.00%,69.57%,100.00%,82.61%
1745,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,70.55%,78.47%,23.85,72.27%,76.09%,50.69%,70.22%
1758,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,79.63%,89.27%,13.69,79.06%,73.74%,77.38%,87.41%
2275,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,92.31%,82.14%,7.76,93.75%,100.00%,91.67%,80.00%
5374,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,93.10%,81.08%,17.05,100.00%,100.00%,87.50%,80.00%
5374,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,80.19%,77.30%,11.18,82.81%,81.03%,67.50%,86.67%
854,,Scheduled Delivery Express,Executive Review,19,Recovering,Store Focus,202245,86.82%,80.15%,13.29,90.24%,87.88%,85.71%,80.00%
1547,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,89.43%,74.80%,13.41,96.43%,91.94%,91.23%,76.92%
1547,,Scheduled Delivery Standard,Active Monitoring,3,Degrading,Store Focus,202245,81.65%,82.56%,16.39,78.19%,79.76%,79.67%,89.34%
1734,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,81.48%,81.50%,13.05,89.67%,80.49%,68.86%,82.78%
2491,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,65.38%,67.76%,16.41,54.84%,53.96%,64.74%,87.68%
2771,,Scheduled Delivery Express,Executive Review,9,Degrading,Store Focus,202245,94.87%,79.49%,7.98,87.50%,100.00%,100.00%,100.00%
3255,,Scheduled Delivery Standard,Active Monitoring,3,Degrading,Store Focus,202245,78.76%,70.96%,13.09,88.75%,78.95%,72.92%,74.81%
3851,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,90.35%,75.98%,16.05,100.00%,96.39%,97.73%,66.22%
1294,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,89.66%,65.63%,17.62,97.06%,100.00%,88.24%,74.29%
1294,,Scheduled Delivery Standard,Executive Review,10,Degrading,Store Focus,202245,79.45%,81.04%,13.77,86.11%,75.00%,68.67%,85.71%
1304,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.94%,79.44%,13.76,96.15%,100.00%,100.00%,81.48%
2679,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.52%,61.81%,15.34,98.90%,98.84%,99.02%,82.69%
1388,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,84.69%,71.53%,12.25,90.94%,87.40%,74.52%,84.21%
1419,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,83.84%,81.42%,11.7,91.54%,81.97%,78.79%,81.55%
1804,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,84.73%,77.84%,13.7,96.47%,98.00%,92.94%,45.45%
853,,Scheduled Delivery Standard,Executive Review,27,Degrading,Store Focus,202245,80.32%,82.05%,15.81,82.23%,78.32%,72.64%,86.14%
934,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,94.74%,63.95%,12.22,97.52%,96.26%,87.65%,95.77%
934,,Scheduled Delivery Standard,Executive Review,19,Recovering,Store Focus,202245,81.89%,72.60%,13.54,91.98%,86.50%,75.24%,69.49%
991,,Scheduled Delivery Standard,Executive Review,15,Recovering,Store Focus,202245,91.11%,97.03%,10.57,94.06%,90.97%,84.32%,93.34%
1212,,Scheduled Delivery Standard,Executive Review,28,Degrading,Store Focus,202245,74.52%,77.99%,24.66,78.61%,63.20%,71.43%,80.08%
4333,,Scheduled Delivery Standard,Executive Review,25,Recovering,Store Focus,202245,77.57%,76.18%,20.56,91.86%,89.04%,46.43%,75.42%
562,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,81.24%,69.97%,19.31,86.72%,77.24%,74.52%,85.58%
762,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,82.77%,68.38%,15.17,95.15%,93.75%,90.41%,52.94%
1158,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,90.04%,76.55%,13.88,94.83%,94.74%,94.20%,77.61%
1158,,Scheduled Delivery Standard,Executive Review,26,Degrading,Store Focus,202245,80.22%,88.48%,14.24,78.51%,84.25%,79.37%,78.91%
1711,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,56.15%,58.11%,30.64,61.58%,59.26%,26.92%,66.22%
2723,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,88.85%,90.82%,11,83.65%,85.52%,96.36%,89.29%
5113,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,89.78%,74.77%,18.85,93.02%,100.00%,86.67%,80.00%
5113,,Scheduled Delivery Standard,Executive Review,14,Degrading,Store Focus,202245,64.50%,69.96%,26.09,34.15%,75.86%,66.91%,71.51%
7280,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,91.27%,95.36%,11.08,97.50%,92.59%,100.00%,80.00%
7280,,Scheduled Delivery Standard,Active Monitoring,2,Recovering,Store Focus,202245,86.23%,88.99%,13.16,91.14%,85.95%,81.63%,85.41%
301,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,91.06%,73.73%,14.02,97.96%,96.77%,94.38%,66.04%
301,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,80.86%,77.10%,19.38,85.63%,81.57%,84.02%,71.74%
681,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.34%,92.31%,11.84,98.51%,98.21%,94.12%,75.00%
691,,Scheduled Delivery Standard,Executive Review,17,Degrading,Store Focus,202245,81.74%,85.63%,11.72,83.60%,76.00%,84.40%,84.21%
1201,,Scheduled Delivery Express,Executive Review,7,Recovering,Store Focus,202245,92.73%,68.16%,11.96,100.00%,89.55%,94.59%,84.09%
1201,,Scheduled Delivery Standard,Executive Review,10,Degrading,Store Focus,202245,67.27%,77.78%,18.08,89.55%,79.49%,54.46%,64.07%
2713,,Scheduled Delivery Standard,Executive Review,48,Degrading,Store Focus,202245,57.17%,80.13%,26.37,87.88%,86.84%,45.28%,44.58%
604,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,90.85%,68.61%,14.59,97.75%,95.83%,96.83%,68.33%
604,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,84.75%,77.88%,16.46,89.87%,82.59%,79.81%,87.00%
734,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,90.94%,82.80%,14.99,94.29%,95.56%,97.47%,79.27%
424,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.85%,89.62%,12.8,100.00%,100.00%,95.65%,80.95%
930,,Scheduled Delivery Express,At Risk,6,Degrading,Store Focus,202245,50.27%,76.41%,14.22,56.88%,49.40%,34.00%,62.82%
930,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,85.84%,87.48%,13.18,89.05%,82.74%,83.57%,87.34%
938,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,80.82%,84.61%,16.03,83.82%,74.78%,70.06%,93.61%
1101,,Scheduled Delivery Standard,Executive Review,15,Recovering,Store Focus,202245,83.78%,84.06%,13,91.77%,82.86%,68.54%,85.50%
4407,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,89.95%,88.99%,14.56,94.74%,91.49%,88.89%,82.50%
5348,,Scheduled Delivery Standard,At Risk,5,Recovering,Store Focus,202245,77.07%,86.98%,21.49,96.00%,81.52%,49.91%,77.02%
355,,Scheduled Delivery Express,At Risk,5,Degrading,Store Focus,202245,84.38%,61.54%,13.66,88.89%,72.00%,83.64%,88.57%
355,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,78.24%,86.96%,17.01,80.99%,75.52%,67.52%,86.13%
356,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,88.05%,52.78%,15.85,93.62%,93.75%,90.70%,72.97%
356,,Scheduled Delivery Standard,Executive Review,15,Recovering,Store Focus,202245,77.17%,54.36%,18.23,91.21%,75.58%,67.14%,70.92%
432,,Scheduled Delivery Standard,Active Monitoring,3,Degrading,Store Focus,202245,60.97%,57.63%,16.4,81.02%,55.80%,34.44%,63.64%
730,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,90.84%,65.96%,16.15,100.00%,96.30%,93.94%,75.00%
730,,Scheduled Delivery Standard,Executive Review,11,Recovering,Store Focus,202245,67.68%,64.20%,16.35,91.67%,68.87%,60.53%,62.03%
733,,Scheduled Delivery Standard,Executive Review,18,Degrading,Store Focus,202245,72.73%,91.35%,13.39,78.65%,75.34%,52.70%,82.27%
764,,Scheduled Delivery Standard,Executive Review,32,Degrading,Store Focus,202245,70.45%,65.89%,19,81.42%,63.10%,57.52%,75.96%
2306,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,75.41%,78.03%,15.33,87.27%,76.02%,57.80%,75.07%
1229,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,56.71%,63.89%,28.37,68.93%,57.53%,31.41%,53.95%
1481,,Scheduled Delivery Standard,Executive Review,48,Degrading,Store Focus,202245,58.30%,64.42%,22.74,55.46%,63.03%,44.02%,67.49%
2111,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,91.61%,78.26%,14.73,97.53%,98.28%,94.74%,76.06%
2111,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,73.28%,79.57%,18.61,83.17%,64.20%,71.63%,72.43%
3271,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,79.01%,69.64%,13.94,91.30%,92.31%,75.00%,64.00%
4330,,Scheduled Delivery Standard,Executive Review,10,Degrading,Store Focus,202245,74.77%,62.30%,18.21,65.22%,70.95%,73.82%,87.45%
4497,,Scheduled Delivery Standard,Executive Review,45,Degrading,Store Focus,202245,69.62%,81.95%,22.13,75.97%,65.25%,69.75%,64.69%
990,,Scheduled Delivery Standard,Executive Review,29,Degrading,Store Focus,202245,77.21%,68.04%,22.16,82.17%,66.01%,69.55%,89.61%
1222,,Scheduled Delivery Standard,Executive Review,15,Recovering,Store Focus,202245,77.01%,85.86%,19.15,97.19%,77.86%,43.60%,80.95%
1224,,Scheduled Delivery Standard,Executive Review,28,Recovering,Store Focus,202245,81.74%,74.26%,18.47,92.84%,67.08%,72.43%,90.01%
1605,,Scheduled Delivery Standard,At Risk,5,Recovering,Store Focus,202245,87.01%,83.61%,14.93,92.82%,86.79%,75.80%,91.01%
2739,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,92.42%,83.57%,11.56,100.00%,100.00%,100.00%,71.43%
495,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,84.61%,96.79%,15.54,93.05%,85.76%,75.86%,81.52%
494,,Scheduled Delivery Standard,Executive Review,48,Recovering,Store Focus,202245,81.74%,81.16%,17.52,92.53%,65.93%,78.00%,91.07%
932,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,93.84%,77.43%,18.2,97.12%,95.00%,91.74%,91.75%
1284,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,74.11%,71.17%,21.02,81.54%,57.02%,68.03%,86.93%
1311,,Scheduled Delivery Standard,Executive Review,8,Degrading,Store Focus,202245,85.58%,82.58%,13.41,89.15%,85.30%,75.68%,91.25%
843,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,91.84%,94.23%,18.13,100.00%,100.00%,100.00%,55.56%
889,,Scheduled Delivery Standard,Executive Review,8,Degrading,Store Focus,202245,74.32%,71.27%,22.52,83.51%,75.16%,51.17%,85.00%
1072,,Scheduled Delivery Express,Active Monitoring,2,Recovering,Store Focus,202245,90.60%,62.02%,16.87,97.14%,100.00%,83.78%,84.62%
2615,,Scheduled Delivery Standard,Executive Review,48,Degrading,Store Focus,202245,78.50%,79.61%,23.26,88.68%,80.70%,30.58%,89.17%
5797,,Scheduled Delivery Standard,Executive Review,8,Recovering,Store Focus,202245,86.08%,84.37%,15.58,92.78%,87.76%,64.03%,93.02%
556,,Scheduled Delivery Standard,Executive Review,25,Degrading,Store Focus,202245,53.85%,43.93%,26.41,82.46%,42.43%,35.96%,49.09%
593,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,91.97%,56.76%,15.59,98.46%,97.06%,88.89%,65.00%
593,,Scheduled Delivery Standard,Executive Review,26,Degrading,Store Focus,202245,64.38%,58.14%,17.63,70.00%,63.29%,50.45%,72.83%
639,,Scheduled Delivery Standard,Executive Review,44,Degrading,Store Focus,202245,64.56%,64.86%,21.69,62.32%,50.00%,66.38%,82.70%
862,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.15%,54.86%,16.75,96.40%,95.96%,95.65%,80.00%
862,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,38.69%,36.55%,33.74,58.16%,34.60%,17.02%,37.16%
864,,Scheduled Delivery Standard,Executive Review,27,Degrading,Store Focus,202245,63.60%,57.10%,24.68,75.94%,50.72%,57.69%,69.35%
754,,Scheduled Delivery Standard,Executive Review,35,Degrading,Store Focus,202245,79.88%,78.91%,13,85.40%,69.23%,69.05%,97.78%
1024,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,94.38%,68.42%,12.92,96.43%,91.67%,100.00%,89.47%
1227,,Scheduled Delivery Standard,Executive Review,32,Degrading,Store Focus,202245,73.36%,61.12%,17.42,71.74%,69.43%,66.34%,85.14%
1293,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,95.44%,65.66%,12.78,98.28%,99.12%,93.94%,81.82%
1293,,Scheduled Delivery Standard,At Risk,5,Recovering,Store Focus,202245,90.70%,84.56%,12.78,93.13%,92.80%,87.36%,89.48%
3570,,Scheduled Delivery Standard,Executive Review,16,Degrading,Store Focus,202245,86.62%,76.16%,15.6,86.18%,82.42%,88.38%,90.43%
4144,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,95.98%,87.45%,12.78,98.10%,95.89%,96.00%,85.71%
4144,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,87.85%,94.76%,13.34,92.76%,86.20%,82.96%,88.62%
5735,,Scheduled Delivery Standard,Executive Review,16,Recovering,Store Focus,202245,83.74%,74.67%,18.24,90.14%,75.21%,75.64%,93.46%
555,,Scheduled Delivery Standard,Active Monitoring,3,Degrading,Store Focus,202245,67.32%,60.02%,19.45,58.80%,68.72%,57.14%,88.81%
758,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.44%,70.33%,14.4,100.00%,97.83%,97.56%,75.56%
1076,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,80.41%,84.66%,14.6,93.34%,79.24%,60.00%,86.47%
1153,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,57.16%,59.29%,21.08,74.85%,35.49%,44.94%,69.74%
1367,,Scheduled Delivery Standard,Executive Review,28,Degrading,Store Focus,202245,79.91%,76.45%,18.45,86.72%,74.14%,59.10%,91.62%
2890,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,94.80%,70.38%,13.35,97.33%,95.24%,93.65%,92.65%
2890,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,72.43%,82.21%,15.67,89.19%,63.52%,50.37%,82.29%
3750,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,95.33%,61.98%,14.86,99.02%,97.06%,97.06%,88.04%
3750,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,83.14%,78.76%,16.13,89.07%,80.00%,72.76%,90.14%
538,,Scheduled Delivery Express,Executive Review,12,Recovering,Store Focus,202245,90.00%,65.69%,22.4,96.43%,94.29%,90.63%,66.67%
538,,Scheduled Delivery Standard,Executive Review,22,Degrading,Store Focus,202245,65.62%,72.98%,22.81,85.33%,61.73%,56.28%,57.35%
551,,Scheduled Delivery Standard,Executive Review,11,Recovering,Store Focus,202245,59.77%,57.13%,25.28,94.12%,55.36%,31.93%,51.08%
697,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.38%,48.04%,18.75,96.59%,98.59%,94.57%,88.51%
697,,Scheduled Delivery Standard,Executive Review,24,Degrading,Store Focus,202245,67.63%,60.00%,21.14,83.23%,71.48%,53.64%,57.11%
1081,,Scheduled Delivery Standard,Executive Review,35,Degrading,Store Focus,202245,67.90%,71.57%,29.42,85.01%,51.86%,36.71%,79.96%
1283,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,91.19%,81.33%,13.31,100.00%,97.62%,91.18%,75.00%
1847,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,89.34%,65.37%,17.77,97.47%,90.28%,96.51%,79.07%
1847,,Scheduled Delivery Standard,Executive Review,7,Recovering,Store Focus,202245,77.21%,76.59%,20.89,95.45%,69.73%,36.46%,93.78%
3877,,Scheduled Delivery Standard,Executive Review,26,Degrading,Store Focus,202245,44.42%,50.94%,27.1,45.92%,19.11%,35.54%,70.17%
563,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,94.84%,60.00%,16.53,97.06%,98.72%,96.03%,90.37%
579,,Scheduled Delivery Standard,Executive Review,7,Recovering,Store Focus,202245,81.63%,79.07%,16.95,92.77%,80.98%,66.11%,86.31%
582,,Scheduled Delivery Standard,Executive Review,8,Recovering,Store Focus,202245,89.87%,83.62%,13.76,98.34%,88.70%,83.47%,88.67%
613,,Scheduled Delivery Standard,Executive Review,8,Degrading,Store Focus,202245,80.98%,72.52%,17.23,88.53%,79.46%,59.94%,92.70%
857,,Scheduled Delivery Standard,Executive Review,26,Recovering,Store Focus,202245,84.60%,78.04%,15.78,91.63%,81.45%,72.06%,92.71%
860,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,91.28%,69.95%,14.32,100.00%,97.80%,96.15%,72.04%
1079,,Scheduled Delivery Standard,Executive Review,8,Recovering,Store Focus,202245,92.73%,89.12%,10.05,96.30%,94.13%,83.94%,95.33%
1391,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,89.51%,77.08%,15.42,97.62%,88.46%,95.52%,76.32%
1391,,Scheduled Delivery Standard,At Risk,5,Recovering,Store Focus,202245,75.36%,82.36%,23.57,95.68%,51.29%,60.91%,91.29%
3207,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,92.79%,66.57%,14.91,95.51%,90.41%,94.12%,90.70%
3207,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,70.60%,64.74%,18.6,86.97%,63.66%,52.98%,74.07%
3310,,Scheduled Delivery Standard,Active Monitoring,3,Degrading,Store Focus,202245,69.84%,49.14%,26.74,76.86%,59.90%,59.57%,84.18%
488,,Scheduled Delivery Standard,Executive Review,8,Degrading,Store Focus,202245,84.16%,79.02%,11.56,84.04%,88.04%,71.43%,92.42%
1077,,Scheduled Delivery Standard,Executive Review,14,Recovering,Store Focus,202245,72.69%,64.85%,14.76,90.76%,65.45%,55.56%,78.44%
1223,,Scheduled Delivery Standard,Executive Review,9,Degrading,Store Focus,202245,51.22%,53.69%,21.89,67.26%,51.28%,39.85%,38.38%
1375,,Scheduled Delivery Standard,Executive Review,9,Degrading,Store Focus,202245,63.93%,69.20%,14.07,87.16%,58.16%,43.24%,68.50%
1408,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,95.36%,62.39%,15.03,96.97%,100.00%,97.85%,79.17%
1408,,Scheduled Delivery Standard,Executive Review,9,Recovering,Store Focus,202245,89.73%,86.04%,12.62,92.51%,87.40%,88.07%,89.91%
3307,,Scheduled Delivery Express,Executive Review,13,Degrading,Store Focus,202245,81.08%,83.33%,9.9,81.82%,75.00%,87.50%,80.00%
4427,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,91.18%,87.88%,11.97,96.00%,96.77%,94.59%,80.77%
4427,,Scheduled Delivery Standard,Executive Review,14,Recovering,Store Focus,202245,87.30%,95.98%,10.96,92.96%,83.26%,82.19%,88.73%
4520,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,80.35%,80.70%,15.4,85.48%,72.97%,65.46%,90.65%
5172,,Scheduled Delivery Express,At Risk,5,Degrading,Store Focus,202245,82.68%,66.14%,10.93,83.78%,88.89%,84.21%,75.38%
1172,,Scheduled Delivery Standard,Executive Review,16,Recovering,Store Focus,202245,80.59%,67.11%,15.12,92.63%,67.34%,72.16%,89.69%
1173,,Scheduled Delivery Standard,Executive Review,15,Recovering,Store Focus,202245,84.87%,87.01%,18.29,93.68%,80.14%,77.49%,87.82%
3309,,Scheduled Delivery Standard,Executive Review,37,Recovering,Store Focus,202245,86.82%,92.93%,13.5,94.23%,89.69%,81.46%,79.82%
3702,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,87.02%,83.00%,12.45,88.86%,89.38%,76.16%,91.14%
5037,,Scheduled Delivery Standard,Executive Review,11,Recovering,Store Focus,202245,90.30%,77.64%,11.12,90.87%,90.56%,91.58%,88.25%
