Store Number,Department Category Description ,WK05,WK06,WK07,WK08,WK09,WK10,WK11,WK12,WK13,WK14,WK15,WK16,WK17,WK18,WK19,WK20,WK21,WK22,WK23,WK24,WK25,WK26,WK27,WK28,WK29,WK30,WK31,WK32,WK33,WK34,WK35,WK36,WK37,WK38,WK39,WK40,WK41,WK42,WK43,WK44,WK45,WK46,WK47,WK48,WK49,WK50,WK51,WK52,WK01,WK02,WK03,WK04,WK05,,,
34,FULL SIZE PELLET GRILLS,3,,2,3,,3,4,,2,3,2,4,2,3,10,2,10,3,6,1,2,,0,1,,,1,6,1,2,3,4,1,3,,,2,,,,1,2,1,1,6,8,1,,6,2,,3,,,,
35,COMBO GRILLS,1,,2,1,1,,,1,,1,3,1,1,3,2,2,,1,,,1,,1,,,,,,,,1,1,,1,6,0,,,,,,,,,,3,,,,,,2,,,,
35,FULL SIZE GAS GRILLS,2,2,7,5,3,5,2,3,4,12,5,11,6,11,3,8,11,14,15,5,6,6,7,12,9,8,9,6,1,1,1,1,6,1,5,11,9,2,,,1,2,,,1,3,21,1,,,2,1,,,,
35,FULL SIZE GRIDDLES,2,1,2,3,3,3,2,3,2,,5,4,5,7,4,4,12,6,3,,6,1,1,4,1,1,2,1,3,1,2,1,,,,,4,3,,1,,1,3,1,,6,1,,,,1,3,2,,,
35,FULL SIZE PELLET GRILLS,1,,2,2,1,6,1,1,1,,,4,2,3,,6,6,9,3,5,1,1,1,5,1,4,,1,,,2,,1,1,1,1,5,1,2,1,1,1,,,,4,4,1,1,,,1,2,,,
36,COMBO GRILLS,1,1,1,,1,,1,,2,,,1,1,1,,1,1,1,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
36,FULL SIZE GAS GRILLS,1,,2,1,2,2,6,2,1,5,1,1,5,4,1,4,3,5,4,1,4,6,,,3,1,3,1,1,7,4,0,2,1,,,1,1,,,,1,2,,,2,,2,,,,2,,,,
36,FULL SIZE GRIDDLES,1,3,1,1,5,4,6,3,2,1,5,3,5,9,3,11,4,5,2,5,5,3,6,4,,,6,2,4,1,1,2,,,1,1,,3,3,3,4,2,5,1,5,2,1,2,,4,,1,,,,
36,FULL SIZE PELLET GRILLS,3,2,3,5,2,2,3,,1,3,1,4,6,7,6,8,11,2,7,13,,2,2,,1,1,3,,1,,1,,1,,,,,1,,,,,1,,,1,,1,,1,3,3,,,,
37,COMBO GRILLS,,1,,1,,,2,,1,,1,2,0,1,1,,1,2,,1,1,,1,1,,2,5,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
37,FULL SIZE GAS GRILLS,1,1,,1,2,4,1,1,2,5,4,3,5,10,5,6,10,5,3,2,3,1,2,2,4,2,2,3,2,1,,,1,,,,,,,1,,,3,,,,,,,3,,4,1,,,
37,FULL SIZE GRIDDLES,1,2,4,2,1,4,3,5,4,2,5,4,4,4,3,11,11,3,4,2,4,1,9,2,4,13,13,3,,3,,0,2,,,1,1,,,,1,2,2,3,,1,1,,,2,3,2,1,,,
37,FULL SIZE PELLET GRILLS,1,,1,5,4,2,2,1,4,2,5,3,,4,5,5,6,2,5,2,,1,,3,1,21,10,7,2,3,3,3,,,,,,1,,,,2,1,,2,2,1,,,0,2,8,2,,,
38,COMBO GRILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
38,FULL SIZE GAS GRILLS,2,3,6,4,4,2,5,2,2,2,6,2,7,5,5,2,3,4,8,4,5,3,3,4,2,4,1,6,,2,,1,,,,1,2,,,1,0,,1,2,,,1,,3,1,1,3,,,,
38,FULL SIZE GRIDDLES,,2,1,4,3,3,1,2,3,1,2,,1,5,3,2,4,1,1,,1,2,2,,,,2,3,,2,,,,1,,,,1,,,1,,,,,,,,,,,,,,,
38,FULL SIZE PELLET GRILLS,1,,1,,2,,1,,1,,2,,,2,2,5,3,1,1,,,,,,,,1,,,,,,1,,,1,1,1,1,,,,1,,,,,1,,,,1,,,,
39,COMBO GRILLS,,1,,,2,,1,,,2,,,1,,1,,1,,1,,1,,,,,1,3,1,1,4,,,,1,,,,,,,,,2,,1,,,0,,,,,,,,
39,FULL SIZE GAS GRILLS,1,1,2,4,2,2,2,3,1,3,3,2,2,1,3,3,2,3,3,2,,,1,,2,,,2,3,,2,1,1,,,1,,,,2,,,,2,,,,1,,2,2,2,,,,
39,FULL SIZE GRIDDLES,,1,2,5,1,3,2,3,1,,3,3,1,6,2,4,7,4,2,3,,,4,3,1,2,1,5,2,2,5,3,1,1,,4,,,2,4,3,1,2,2,,1,1,1,2,,1,1,,,,
39,FULL SIZE PELLET GRILLS,2,1,4,2,2,2,4,,,2,2,,1,3,2,2,6,4,3,3,2,,1,1,0,,1,,3,1,2,,1,1,1,,1,4,2,1,,2,1,,,1,,,,1,1,1,,,,
40,COMBO GRILLS,1,,,1,1,,1,,,,1,1,,3,,,,,,,,,,1,,0,2,1,4,,,,,,,,,,1,,,,,,,,,,,,,1,,,,
40,FULL SIZE GAS GRILLS,1,2,2,2,1,2,3,2,5,2,7,4,3,5,1,2,12,2,8,3,3,1,4,3,2,2,4,9,2,1,3,2,1,1,,1,,,,1,,,,1,,,1,1,,6,5,1,,,,
40,FULL SIZE GRIDDLES,2,3,1,2,3,2,2,2,4,3,4,1,3,7,7,5,5,2,2,1,4,5,1,,1,,3,5,5,,1,1,1,0,,3,,,,,1,,5,1,,,2,,,2,1,,3,,,
40,FULL SIZE PELLET GRILLS,1,1,,1,3,4,3,1,2,2,2,2,2,3,4,5,2,1,5,1,2,,1,,,1,2,4,2,1,4,,1,2,1,4,2,2,,,1,3,3,4,,1,1,1,,1,3,3,,,,
41,COMBO GRILLS,1,,,,,,2,,,,,1,1,1,3,2,3,1,1,,1,,,,,,,,,,2,1,1,1,,1,1,,,,,,,,,,1,,,,,1,,,,
41,FULL SIZE GAS GRILLS,,2,1,2,1,,6,2,,2,2,2,1,7,3,8,6,9,8,3,5,1,1,6,2,1,5,2,4,,3,4,,5,2,1,2,1,1,1,,,,,,,,,1,1,2,4,1,,,
41,FULL SIZE GRIDDLES,6,3,2,1,2,2,4,2,1,2,2,4,4,6,3,11,13,12,6,,2,5,6,1,1,3,4,5,3,4,4,1,1,,1,2,2,1,2,,1,,1,,,2,,2,1,2,2,1,1,,,
41,FULL SIZE PELLET GRILLS,2,2,,1,2,3,,5,2,2,1,4,4,5,5,6,2,2,2,1,2,,3,1,1,2,,4,7,3,,,1,1,1,3,2,3,4,,,,1,,,2,1,1,,2,1,3,1,,,
42,COMBO GRILLS,1,,,,,1,,,1,,,,,,1,,,,2,,,,,,,0,3,2,,,,,,,1,1,,,1,,,,,1,,1,,,,1,,,,,,
42,FULL SIZE GAS GRILLS,2,1,,1,1,1,2,3,,4,2,2,2,2,2,2,2,1,3,,5,1,3,1,2,2,,4,,2,,,1,2,,1,1,,,1,,,,,,,,,,,,1,,,,
42,FULL SIZE GRIDDLES,1,1,3,,1,4,1,1,1,,1,1,1,,2,4,3,6,2,1,,1,1,,1,,2,1,2,,2,,,,,2,1,1,3,1,1,,,,2,1,1,,,2,1,1,,,,
42,FULL SIZE PELLET GRILLS,1,3,3,,1,1,1,2,,0,3,1,1,1,3,2,3,3,3,2,1,3,1,1,1,1,,,2,,,3,2,,,,2,1,1,3,1,1,3,,,,1,,,1,1,1,2,,,
43,COMBO GRILLS,,1,2,,1,,,,2,,2,1,2,2,2,,1,1,3,2,,,1,2,2,1,,1,1,,,,,,,,,,,,1,1,,1,,,,,1,1,,3,,,,
43,FULL SIZE GAS GRILLS,3,4,4,4,1,3,7,6,3,,4,6,2,9,5,6,12,12,11,9,6,7,1,4,4,3,2,6,2,4,6,0,,2,3,,3,,2,2,2,2,1,,1,,,,,,2,3,,,,
43,FULL SIZE GRIDDLES,6,,5,1,2,,,0,,1,1,3,4,1,3,1,4,2,4,2,3,1,,3,,1,4,4,,,,1,,,,1,,3,1,,,,3,,,,1,2,1,1,,1,,,,
43,FULL SIZE PELLET GRILLS,3,2,1,1,2,4,1,2,5,3,1,2,5,4,6,4,6,,3,2,1,1,,3,1,1,1,5,1,,3,2,,5,,1,2,,,1,2,3,,,,1,1,,2,,,4,1,,,
44,FULL SIZE GAS GRILLS,,,,2,1,1,,,,2,1,,1,4,,,2,1,2,,,,1,,,1,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
44,FULL SIZE GRIDDLES,1,1,1,1,,1,2,,1,2,1,,1,2,1,1,1,,2,2,1,1,,,,,,3,,,,,1,,,,,1,1,4,,,,,1,2,,,,,,,,,,
44,FULL SIZE PELLET GRILLS,,,,,,2,,,,,,,,1,,2,,,1,1,1,,1,,,,1,1,,,,,,,,2,,,1,1,1,,,1,,,,,0,,,,,,,
45,COMBO GRILLS,1,,,,1,,0,,1,1,1,1,1,2,1,,,,1,,,1,,1,,,,3,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,
45,FULL SIZE GAS GRILLS,,2,4,5,1,2,2,2,5,5,5,2,3,6,4,4,6,10,4,3,2,3,1,1,2,2,3,12,12,1,,2,2,1,3,1,4,,1,2,1,,,1,0,2,,1,,,1,1,,,,
45,FULL SIZE GRIDDLES,1,2,,1,3,2,2,1,4,5,5,5,7,2,2,9,9,3,3,5,5,2,1,1,1,1,10,3,2,0,1,1,,,4,1,,3,6,1,3,3,6,3,1,,3,,2,,1,,,,,
45,FULL SIZE PELLET GRILLS,,2,3,1,4,1,4,1,2,3,2,2,4,11,6,2,3,7,7,5,7,4,1,1,3,1,1,1,4,1,6,6,2,1,,,1,,5,2,,8,1,,0,,1,1,1,,,,2,,,
46,COMBO GRILLS,,,2,1,2,,,,1,,1,,2,1,1,,1,,,,2,1,,,1,1,4,5,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,
46,FULL SIZE GAS GRILLS,3,2,4,5,2,1,6,4,3,7,7,3,5,13,2,10,4,2,15,6,2,7,7,2,6,5,4,3,5,3,1,2,2,2,2,,,,,1,,,1,,2,,2,,,,1,1,1,,,
46,FULL SIZE GRIDDLES,5,2,1,2,1,7,2,4,2,2,6,3,4,3,2,3,10,3,2,5,3,4,3,2,3,2,6,8,3,2,1,1,,2,,,2,2,7,1,3,,6,,1,1,1,2,,,3,2,,,,
46,FULL SIZE PELLET GRILLS,2,,2,3,,3,2,2,0,,6,2,7,7,5,6,3,3,4,2,3,6,3,2,2,3,,8,2,1,1,1,,1,,1,,2,7,,2,3,6,1,,1,,,,1,1,5,1,,,
47,COMBO GRILLS,,,,1,,,1,1,,,,1,,1,,,,1,1,,1,1,,,,,1,4,,,,1,,1,,,1,,,,,,1,,,,,,,,1,,,,,
47,FULL SIZE GAS GRILLS,2,1,3,2,2,4,1,3,5,1,4,2,3,8,,3,4,5,6,1,2,4,1,5,1,10,3,34,1,2,2,1,,,,,1,1,1,,,,3,,,2,,,,,,1,2,,,
47,FULL SIZE GRIDDLES,1,,1,2,1,,1,,,,2,,2,2,4,,6,1,2,2,1,1,1,,1,2,3,17,,1,1,,2,1,,1,1,1,,1,,1,,3,1,1,,1,,,,3,1,,,
47,FULL SIZE PELLET GRILLS,1,3,3,,5,2,1,1,,2,,2,4,3,,4,2,4,3,2,,,2,,1,,,11,1,,1,1,,,,,1,1,1,,1,1,1,,2,,1,,1,,1,,,,,
48,COMBO GRILLS,,,1,,1,,,1,1,,1,1,,1,,,1,,,,1,,0,1,,2,2,6,1,,1,,,1,,,,,,,,,,,1,1,,,,4,,,,,,
48,FULL SIZE GAS GRILLS,,,3,2,2,2,1,1,,4,,1,3,,,,1,1,3,,4,1,3,3,,1,5,3,5,1,1,1,,,,1,,,1,1,2,,,,,2,,2,,,1,1,,,,
48,FULL SIZE GRIDDLES,1,,,6,1,5,6,1,3,,2,,5,5,2,7,9,3,5,3,3,1,3,8,2,3,3,2,1,,,,1,,,,1,,2,1,,,1,1,1,1,3,,,,2,,,,,
48,FULL SIZE PELLET GRILLS,1,1,1,1,1,2,3,,,1,2,1,2,,,3,1,2,5,5,1,2,1,6,,1,2,1,1,3,1,,,,2,3,,,3,3,1,1,1,1,,,,,,,2,2,1,,,
49,COMBO GRILLS,1,1,,,,,1,0,,,1,1,,,2,,,1,2,1,,1,1,,1,,1,,1,1,,1,,,1,,,,,,1,1,,,,,,,,,,,,,,
49,FULL SIZE GAS GRILLS,1,3,3,1,,,4,2,3,5,1,,5,7,2,3,4,7,3,6,3,5,3,,2,1,2,5,6,5,3,,2,0,1,1,1,,2,,2,,1,1,2,1,1,,,2,2,2,,,,
49,FULL SIZE GRIDDLES,1,,1,1,,1,,2,,2,4,2,1,1,1,8,4,1,4,1,2,1,1,2,,,2,3,5,3,,1,,,2,1,1,3,2,1,2,2,1,4,3,4,,,,1,2,1,,,,
49,FULL SIZE PELLET GRILLS,2,,4,1,1,1,,1,1,2,2,,1,1,3,3,3,1,1,,2,1,,1,2,2,3,3,1,2,3,3,1,1,,1,,,,1,,,2,2,1,1,1,1,,1,,,,,,
50,FULL SIZE GAS GRILLS,,1,1,1,1,,4,2,,,1,1,,4,2,3,5,3,2,1,1,1,4,,,,,1,,,1,0,,,,,2,1,,1,,,1,1,,,,,,1,,,,,,
50,FULL SIZE GRIDDLES,1,,,,2,,2,,,1,,,,3,2,1,2,2,,,,2,1,1,1,,1,,1,,,,2,,,,,2,2,2,,2,3,,,,,,,,,1,,,,
50,FULL SIZE PELLET GRILLS,1,,,1,,,,,,2,,2,1,,,,,,1,1,,,,,,,,,2,,,,,1,,,,1,,1,,,1,,,,,,,1,,,,,,
51,FULL SIZE GAS GRILLS,,1,1,,2,1,2,,,,,1,,3,3,,2,,5,2,4,,2,2,,,1,1,,,,1,,1,,,,,,,,1,,,0,,,,,,,,,,,
51,FULL SIZE GRIDDLES,1,,,,,,3,,1,1,3,1,1,1,2,1,2,1,1,,,,2,6,,,1,1,1,,1,,,0,,,,,3,1,,,1,1,1,,2,,,2,1,,,,,
51,FULL SIZE PELLET GRILLS,1,,,,,1,,2,,,,,,,1,2,,0,1,,,,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
52,COMBO GRILLS,,2,,1,,,,,1,,1,,1,,,,1,,,,1,,,,,0,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,
52,FULL SIZE GAS GRILLS,1,4,2,11,3,4,1,1,5,1,4,5,3,5,3,4,6,11,10,2,3,7,4,1,2,6,2,4,1,,1,4,4,,,1,2,,,,1,,3,1,,1,1,,,1,1,2,,,,
52,FULL SIZE GRIDDLES,1,2,1,0,3,,,,1,,3,1,1,1,1,1,5,4,1,1,1,,1,1,2,,5,4,,,,1,,,,,,,2,,1,1,5,1,1,1,,,,1,,1,1,,,
52,FULL SIZE PELLET GRILLS,,,1,,2,1,3,1,2,2,3,,,,0,2,1,1,2,,1,,1,1,2,2,2,3,,1,,,1,,,,,,2,1,,2,6,2,,,,1,,1,,,1,,,
54,COMBO GRILLS,,,1,,,2,1,1,,,,1,,2,,3,1,2,2,,,,,1,,,1,,1,1,2,,,1,,1,2,,1,,,,,,,,,,1,1,,,,,,
54,FULL SIZE GAS GRILLS,1,2,1,3,3,2,1,4,2,1,2,5,1,9,3,3,11,7,7,1,3,1,4,3,,2,4,3,4,3,,,1,1,2,1,,2,,,,1,2,,,1,1,,,,1,5,,,,
54,FULL SIZE GRIDDLES,1,,1,3,,1,1,1,,4,,3,,1,1,1,2,2,6,4,,1,1,,,,,,1,5,4,,1,,,2,1,1,3,1,1,,,,1,1,2,,,,,2,,,,
54,FULL SIZE PELLET GRILLS,2,,3,,1,1,,2,1,1,1,2,,3,1,,,3,2,2,,,,1,,2,2,2,5,0,,2,1,,,1,2,,,1,2,,,3,,,1,,,1,1,1,,,,
55,COMBO GRILLS,1,,,,1,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,
55,FULL SIZE GAS GRILLS,1,2,1,1,,2,1,2,2,,1,1,1,3,2,2,2,2,8,,1,,,,2,1,,,2,,,1,,,,,1,,,,,1,,,,,,2,1,,,1,1,,,
55,FULL SIZE GRIDDLES,3,,3,3,1,,,2,2,,,1,2,,,3,1,,1,2,1,,2,,1,,,2,1,,1,,,1,,,,,1,1,1,1,3,4,3,,,1,,0,1,,,,,
55,FULL SIZE PELLET GRILLS,1,,,,2,1,3,3,1,1,3,3,,5,4,2,5,,3,1,,1,,2,,1,,2,,1,1,,1,0,,,1,,,,,,,1,1,,1,1,2,1,1,1,1,,,
56,COMBO GRILLS,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,FULL SIZE GAS GRILLS,1,,4,5,2,2,1,2,2,5,3,5,4,5,3,5,4,7,3,4,2,7,2,5,1,1,5,2,5,1,4,2,3,1,,1,,,,1,2,1,3,,,,,1,0,,1,1,1,,,
56,FULL SIZE GRIDDLES,1,,3,3,1,4,1,2,1,,6,3,,2,2,2,5,3,1,,,,,,,1,2,3,,1,3,4,1,1,1,1,,,1,3,2,,1,1,,,1,,1,,,,,,,
56,FULL SIZE PELLET GRILLS,,,2,1,0,,,,,,1,,1,1,,,1,,,,,1,,,1,,,,,2,,2,1,1,,1,1,,,1,,,,,,2,,1,,2,5,2,,,,
57,COMBO GRILLS,,,,1,,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
57,FULL SIZE GAS GRILLS,,1,4,2,,1,4,1,4,,,,1,5,,2,7,,3,,2,1,1,,,,1,1,,,2,2,,,,,3,,,,,1,,,,,,2,3,,1,,1,,,
57,FULL SIZE GRIDDLES,,,,,,1,,,1,2,,,,,1,5,3,,2,1,,3,,2,1,3,2,,,1,1,1,1,1,,,1,,1,2,,,2,2,,,1,2,,,1,,,,,
57,FULL SIZE PELLET GRILLS,,,,1,1,2,2,,,,1,1,2,1,4,2,1,1,1,1,,,,,,,,1,2,,,1,,,,1,1,1,,3,1,1,1,,,1,,,,1,1,1,,,,
58,COMBO GRILLS,,,,3,2,1,,,1,2,,1,1,1,,4,1,1,,,2,2,,1,,1,4,5,,,,1,,,,,,,,,,,,,,,,1,,1,,1,,,,
58,FULL SIZE GAS GRILLS,5,3,4,2,4,7,7,6,2,5,7,5,5,11,3,16,9,12,11,2,9,8,4,1,1,7,6,6,5,5,5,2,,1,1,1,,1,,,1,1,2,,1,,,1,,3,3,1,,,,
58,FULL SIZE GRIDDLES,,3,3,2,1,1,5,4,3,7,7,6,6,5,14,6,8,8,8,3,,4,7,4,10,6,3,3,4,4,1,1,4,1,2,1,1,1,5,4,6,5,5,3,2,1,1,2,2,3,3,2,,,,
58,FULL SIZE PELLET GRILLS,3,1,3,,1,3,4,3,2,4,4,1,3,2,,7,1,1,,1,2,3,,2,3,1,2,5,1,1,,1,1,,0,1,,2,3,1,1,1,3,,,,,2,3,2,,2,,,,
59,COMBO GRILLS,,,,1,,,1,,1,2,2,1,1,1,,2,1,,,,1,1,,1,,,1,9,1,2,4,3,1,,,1,,2,,,,,1,,2,3,,,,,,,,,,
59,FULL SIZE GAS GRILLS,1,4,2,2,1,5,6,1,,2,5,3,7,1,9,2,3,9,12,1,6,5,2,2,2,2,,6,7,5,4,6,,3,1,1,1,,,1,1,2,2,2,,,1,,,,,1,,,,
59,FULL SIZE GRIDDLES,5,1,3,3,1,2,2,2,1,2,4,3,7,4,7,9,4,3,7,4,3,3,,,1,6,16,8,3,3,,3,1,2,1,4,,1,3,,2,2,4,7,3,1,1,1,1,1,1,2,,,,
59,FULL SIZE PELLET GRILLS,2,,2,1,,1,4,2,4,2,3,3,3,3,2,6,3,,4,2,2,1,3,,2,2,4,4,3,4,3,,1,,,,2,,2,,3,1,1,1,,3,2,,1,1,1,,1,,,
60,COMBO GRILLS,2,1,3,,,,,,,0,,,,2,1,,,1,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,FULL SIZE GAS GRILLS,2,3,,3,2,,3,7,,3,3,2,2,7,10,4,6,4,3,3,1,7,,,5,3,3,1,1,1,4,1,2,,,1,1,1,,1,,1,1,,1,1,,,,1,1,,2,,,
60,FULL SIZE GRIDDLES,3,5,8,2,6,5,3,3,8,4,1,1,1,7,3,6,4,2,1,2,,,3,0,,9,2,1,4,3,3,1,1,1,1,1,,,,6,,1,3,0,0,3,1,1,,3,1,1,2,,,
60,FULL SIZE PELLET GRILLS,2,,2,3,,,2,2,,3,,2,2,5,6,5,6,3,3,2,2,,,1,,3,1,1,5,1,6,4,2,2,1,2,1,1,3,,2,,4,1,1,1,,1,2,1,3,2,1,,,
61,COMBO GRILLS,,,2,2,1,1,,,,2,2,,3,,2,2,3,2,,1,2,6,4,,2,,2,2,2,2,5,0,,,,1,1,,,,,,,,5,,1,,,,,2,,,,
61,FULL SIZE GAS GRILLS,2,,2,2,1,3,4,2,5,4,5,4,5,6,2,3,10,9,12,7,2,8,5,6,1,2,8,11,12,7,6,,2,1,,1,,,,1,,,,1,,,2,,2,1,1,3,,,,
61,FULL SIZE GRIDDLES,,,4,3,,,3,3,1,2,1,4,2,5,3,6,19,8,4,6,5,12,15,15,5,1,6,2,13,1,,,3,2,,3,,3,2,1,,1,3,4,,,1,1,2,2,2,2,,,,
61,FULL SIZE PELLET GRILLS,1,,1,4,,,1,1,,4,,1,3,4,4,3,11,5,3,2,4,10,8,1,5,2,2,12,,3,4,1,1,2,,,3,,2,1,,,1,,1,,,,,2,1,2,,,,
62,COMBO GRILLS,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,,1,,2,1,,,,,
62,FULL SIZE GAS GRILLS,,,1,,1,,,1,,2,,2,,1,,1,1,1,,1,,,,,,1,3,0,1,1,1,,1,,,,1,,,1,,1,2,,1,,1,2,1,,1,,,,,
62,FULL SIZE GRIDDLES,1,2,,1,,1,1,,,,2,2,1,1,,1,1,2,2,,,2,2,,,,,,2,,,,1,1,,,,,1,,,2,2,,,,4,,,,,2,,,,
62,FULL SIZE PELLET GRILLS,1,1,2,1,1,4,1,3,0,0,3,2,1,1,2,1,3,1,,,,,,,,,2,,,2,,2,,,,,1,,,,,,1,1,,1,0,1,,,2,,,,,
63,COMBO GRILLS,,,,,,,,,1,,2,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,FULL SIZE GAS GRILLS,2,,1,,,1,,1,1,,3,0,2,1,2,1,5,2,1,1,2,1,1,1,2,4,3,,,1,,,,1,1,,,,,1,,1,2,,1,,,,,,,1,,,,
63,FULL SIZE GRIDDLES,,,1,1,,,3,,,2,1,1,,1,,2,6,5,2,1,1,1,1,1,1,,,1,,,,3,1,,,1,1,,,3,,,1,4,,,,,,,,,1,,,
63,FULL SIZE PELLET GRILLS,,,1,,1,1,2,1,,1,2,1,,1,1,2,1,3,2,0,2,1,,1,,,,,,,1,1,,3,1,,1,1,,2,1,1,,1,1,1,,,,,,1,,,,
64,FULL SIZE GRIDDLES,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
65,COMBO GRILLS,,,,,,,,,,,,3,,,2,,,2,,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
65,FULL SIZE GAS GRILLS,1,1,2,1,1,1,0,,4,,2,1,1,2,,2,2,1,5,5,2,1,1,15,11,1,1,2,,2,,,,,,,,,,,1,,,,,,,,,1,1,2,,,,
65,FULL SIZE GRIDDLES,,2,1,,1,2,3,3,2,2,2,2,2,4,1,1,3,4,4,,2,5,3,30,,1,1,3,2,,,,,,,,,1,,1,,,1,1,,1,1,1,,1,,,,,,
65,FULL SIZE PELLET GRILLS,2,,,1,2,2,2,1,1,,2,,1,7,2,,2,4,,1,2,2,,26,5,1,,1,1,,,,,,,,2,,,,,1,1,,1,1,,1,,2,,2,,,,
66,COMBO GRILLS,,,,,2,,1,1,1,,,1,,,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
66,FULL SIZE GAS GRILLS,2,,2,1,5,4,6,7,4,9,6,3,5,4,3,8,4,9,9,1,4,4,3,6,4,6,6,4,3,2,3,2,,,,1,3,3,,1,,1,1,2,2,,,2,,2,3,3,,,,
66,FULL SIZE GRIDDLES,,1,,,1,2,,3,,2,4,4,8,4,3,4,7,3,1,2,1,,1,,,,1,3,,4,2,1,,1,1,,1,,3,4,,4,2,2,,,,2,,1,1,,,,,
66,FULL SIZE PELLET GRILLS,1,2,,1,,1,,,4,3,2,2,6,2,4,2,5,1,5,1,2,,,2,2,,2,,1,2,2,2,,,,2,1,1,3,,1,3,2,,2,,,1,,1,,5,,,,
67,COMBO GRILLS,1,,,,,,,1,,,1,1,1,,,,,1,1,,,,1,,1,,,2,,1,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,
67,FULL SIZE GAS GRILLS,2,1,2,4,,1,4,4,2,3,5,4,8,3,2,9,11,5,10,5,2,5,1,2,4,5,9,8,1,,1,1,4,,1,1,1,,1,1,1,2,3,1,1,1,1,,,1,1,,,,,
67,FULL SIZE GRIDDLES,,,,1,1,1,1,1,,2,2,,2,7,2,2,2,1,1,3,,1,,2,1,1,1,1,1,,,,2,1,1,,,,2,1,2,1,2,,,,,,,,3,,,,,
67,FULL SIZE PELLET GRILLS,2,,,3,,2,2,1,1,2,1,0,2,2,1,1,3,2,2,2,2,1,1,1,2,1,,3,1,,4,,,1,,1,1,0,7,2,1,,1,5,3,1,,,1,1,1,,,,,
68,FULL SIZE GAS GRILLS,3,,,2,1,1,,3,,1,1,,2,2,2,,,1,1,1,1,,4,8,,,1,1,1,,,,1,,,1,,,1,,,,,,1,,1,,,1,,1,,,,
68,FULL SIZE GRIDDLES,,1,,,,3,1,,1,,1,1,1,3,3,2,,,1,,,1,3,,,,1,1,1,1,,,,,,1,,,3,1,1,1,3,1,1,2,,1,,,,1,,,,
68,FULL SIZE PELLET GRILLS,1,1,,1,2,,,3,1,,2,1,3,2,,,3,,,2,,,4,,,,1,,2,3,,,,,,1,,1,2,1,,1,,,,,,1,,,1,1,1,,,
69,COMBO GRILLS,,,1,,,,,1,,,1,2,2,,2,5,4,,,,1,,,1,,,1,,,,,,,1,,,,1,,,,,,,,1,,,,,,4,,,,
69,FULL SIZE GAS GRILLS,1,2,,4,7,4,6,5,3,2,6,4,4,4,2,4,5,3,4,5,2,3,1,3,2,3,9,13,5,1,2,4,2,1,2,1,,1,1,,1,2,1,,1,,,,,,,5,3,,,
69,FULL SIZE GRIDDLES,4,5,1,7,3,8,1,2,5,7,10,7,12,8,7,8,18,7,11,3,3,4,2,5,1,2,15,6,5,,4,1,1,,3,,,1,2,6,,2,6,1,0,2,1,2,1,,,4,1,,,
69,FULL SIZE PELLET GRILLS,1,2,2,2,1,1,2,3,2,,3,1,3,3,6,9,6,5,6,3,3,,2,1,1,1,4,4,4,4,1,1,,,,2,2,1,4,4,4,,4,,4,2,1,1,4,1,1,1,1,,,
70,COMBO GRILLS,,,,,,,1,1,,,1,1,,,1,1,1,,,,,,1,,,1,2,,1,1,,,1,1,1,,1,,,,1,,,1,,,,,,,,,,,,
70,FULL SIZE GAS GRILLS,,4,2,,1,1,2,1,,,1,1,1,1,1,2,4,3,5,2,3,2,,,,2,,,,1,,,2,0,,,,1,,,1,,1,,,1,1,2,,,,1,,,,
70,FULL SIZE GRIDDLES,,1,3,,1,2,1,2,1,,3,,1,,2,2,5,2,3,2,2,1,1,1,,,2,,1,,,,,1,1,,,1,3,,1,1,1,1,,,,,,,,,,,,
