Store,,MAY,73,YTD,74,MAY,75,YTD,76,MAY,77,YTD,78,MAY,79,YTD,80,MAY,81,YTD,82,MAY,83,YTD,84,MAY,85,YTD,86,MAY,87,YTD,88,MAY,89,YTD,90,MAY,91,YTD,92
5299,,4.12%,,6.01%,,20.73%,,16.75%,,-4.33%,,-9.67%,R,20.80%,,15.88%,,103,G,218,G,45.90%,,48.60%,G,35,G,133,G,51.58%,,51.55%,,1:30:42,R,1:43:57,R,1072/2577,,1291/2577,
Total,B,4.24%,,5.99%,,19.12%,,18.47%,,-0.04%,,-0.95%,,9.70%,,11.13%,,4.76,G,3.70,G,49.91%,G,50.69%,G,1.48,G,1.63,G,64.30%,,64.04%,,1:06:28,R,1:12:00,R,132/394,,152/394,
551,,6.77%,,7.94%,,7.87%,,5.54%,,1.77%,,-0.89%,,8.75%,,8.74%,,63,G,97,,25.99%,R,26.95%,R,2,,13,,41.49%,,39.88%,,1:08:03,R,1:05:46,R,1641/2577,,1853/2577,
697,,0.90%,,4.68%,,8.90%,,5.48%,,5.58%,,8.52%,,6.67%,,3.10%,R,0,R,5,R,22.40%,R,26.07%,R,7,,36,,32.47%,,31.37%,,0:55:49,,0:53:28,,1972/2577,,1981/2577,
960,,-4.36%,R,-0.98%,R,-7.86%,R,0.11%,R,-9.11%,R,-4.63%,,0.56%,,-3.34%,R,10,,62,,35.41%,,34.65%,,20,G,61,G,47.72%,,46.15%,,1:01:51,,1:03:03,R,2369/2577,R,2330/2577,R
1081,,4.63%,,5.84%,,27.51%,,44.59%,G,9.83%,,18.03%,G,37.10%,G,40.53%,G,3,,54,,36.24%,,41.40%,,3,,56,G,70.59%,,74.11%,,1:25:59,R,1:29:20,R,851/2577,,398/2577,G
1283,,2.79%,,-2.26%,R,20.09%,,-8.86%,R,-1.61%,,-21.27%,R,9.95%,,-11.82%,R,21,,87,,24.07%,R,25.55%,R,25,G,61,G,47.50%,,37.50%,,0:55:40,,1:08:30,R,1356/2577,,2499/2577,R
1297,,11.26%,G,6.29%,,71.15%,G,29.76%,,49.70%,G,5.87%,,75.84%,G,27.46%,,31,G,136,G,26.78%,R,33.27%,,2,,7,,78.78%,,74.73%,,0:55:08,,1:06:44,R,121/2577,G,763/2577,
4368,,4.56%,,9.65%,G,4.31%,,14.30%,,-0.87%,,-6.95%,R,3.09%,,14.56%,,9,,29,,28.14%,,36.30%,,13,G,24,,41.09%,,50.04%,,0:55:12,,1:01:19,,1839/2577,,1395/2577,
5326,,1.40%,,9.05%,,11.90%,,23.17%,,7.71%,,13.54%,,-9.22%,R,15.31%,,14,,32,,42.25%,,39.95%,,7,,17,,53.88%,,48.74%,,1:33:18,R,1:27:33,R,1784/2577,,893/2577,
Total,B,3.64%,,5.17%,,15.04%,,13.81%,,6.17%,,1.31%,,11.90%,,10.28%,,0.61,,0.52,,30.74%,,33.39%,,0.32,,0.29,,52.12%,,50.38%,,1:06:22,R,1:09:07,R,219/394,,285/394,
563,,-0.74%,,1.13%,,28.38%,,17.21%,,47.07%,G,2.13%,,-5.37%,R,10.62%,,22,,30,,50.90%,G,49.03%,G,7,,13,,70.26%,,65.78%,,1:10:58,R,1:12:20,R,1023/2577,,1668/2577,
579,,6.48%,,10.63%,G,46.36%,G,72.42%,G,74.86%,G,56.62%,G,13.20%,,68.56%,G,22,,58,,38.34%,,37.81%,,1,R,8,,89.01%,G,95.58%,G,0:46:24,,0:48:39,,285/2577,G,90/2577,G
582,,-6.64%,R,-2.71%,R,8.95%,,9.87%,,-2.00%,,-8.07%,R,-8.85%,R,4.29%,,4,,18,,46.38%,,46.67%,,0,R,6,R,31.74%,,34.36%,,0:47:35,,0:49:59,,2233/2577,R,2224/2577,R
613,,5.18%,,3.96%,,40.92%,G,40.71%,G,29.69%,G,19.32%,G,25.61%,,34.86%,G,9,,147,G,41.55%,,50.26%,G,7,,91,G,65.83%,,72.42%,,1:06:20,R,1:01:26,,428/2577,G,377/2577,G
860,,-7.81%,R,-0.41%,R,7.91%,,12.90%,,14.33%,,6.07%,,-9.96%,R,5.45%,,16,,39,,43.07%,,42.18%,,10,,28,,47.94%,,50.03%,,0:49:44,,0:58:10,,1961/2577,,1848/2577,
1182,,-5.78%,R,1.75%,,-3.84%,R,4.67%,R,-14.79%,R,-8.54%,R,-10.17%,R,6.33%,,1,R,49,,38.58%,,42.40%,,4,,20,,64.42%,,70.84%,,1:16:25,R,1:08:05,R,2478/2577,R,2133/2577,R
1391,,-0.92%,,2.86%,,1.37%,R,5.57%,,-0.62%,,-4.49%,,-2.36%,,9.27%,,14,,80,,36.26%,,40.13%,,5,,13,,49.23%,,64.50%,,1:03:47,R,1:17:45,R,2201/2577,R,2063/2577,R
3207,,7.47%,,3.51%,,8.08%,,-3.48%,R,-0.23%,,-14.75%,R,6.12%,,1.95%,R,48,G,126,G,32.63%,,39.23%,,48,G,121,G,72.53%,,64.63%,,1:26:14,R,1:38:01,R,1473/2577,,2201/2577,R
3310,,3.38%,,5.23%,,7.41%,,18.49%,,-10.25%,R,37.94%,G,10.21%,,8.45%,,26,,116,G,52.53%,G,45.87%,,38,G,115,G,64.84%,,58.24%,,1:28:07,R,1:29:04,R,1652/2577,,1038/2577,
Total,B,-0.44%,R,2.55%,,13.01%,,15.74%,,6.57%,,3.22%,,0.44%,R,12.37%,,0.58,,0.61,,43.34%,,44.13%,,0.43,G,0.38,G,61.08%,,62.18%,,1:07:26,R,1:09:58,R,301/394,,259/394,
928,,8.00%,,12.83%,G,32.38%,G,54.43%,G,-3.27%,,29.96%,G,66.52%,G,67.09%,G,119,G,355,G,46.78%,,50.04%,G,2,,91,G,13.14%,R,29.29%,R,1:46:17,R,1:33:41,R,667/2577,,134/2577,G
1173,,1.58%,,11.01%,G,23.68%,,27.46%,,8.80%,,16.26%,G,21.81%,,23.01%,,6,,54,,37.61%,,37.54%,,2,,24,,44.30%,,46.37%,,1:17:17,R,1:14:27,R,1266/2577,,585/2577,
1444,,2.15%,,5.16%,,9.18%,,5.12%,R,-10.22%,R,-9.26%,R,15.04%,,4.29%,,8,,27,,33.77%,,41.25%,,3,,6,R,44.01%,,56.70%,,1:15:17,R,1:10:39,R,1936/2577,,2111/2577,R
3702,,3.70%,,8.47%,,14.25%,,35.90%,G,-5.51%,,8.51%,,11.26%,,25.71%,,10,,20,,34.67%,,41.27%,,9,,18,,48.07%,,54.53%,,1:10:53,R,1:18:12,R,1594/2577,,629/2577,
5037,,9.98%,G,8.95%,,11.85%,,3.44%,R,-8.45%,R,-8.86%,R,14.39%,,2.75%,R,23,,43,,54.23%,G,57.50%,G,2,,7,,40.00%,,36.98%,,0:47:21,,0:44:13,,1182/2577,,1750/2577,
5054,,3.17%,,5.59%,,7.73%,,9.81%,,-6.88%,,2.78%,,4.15%,,2.61%,R,32,G,63,,36.15%,,39.74%,,1,R,11,,27.71%,R,34.36%,,0:58:07,,1:04:45,R,1926/2577,,1832/2577,
Total,B,4.69%,,8.65%,G,16.07%,,20.15%,,-4.44%,R,4.61%,,20.84%,,18.70%,,1.06,G,0.78,,40.50%,,44.23%,,0.10,R,0.22,,34.89%,R,42.58%,,1:10:37,R,1:09:49,R,216/394,,106/394,
767,,1.59%,,6.11%,,15.41%,,13.59%,,5.62%,,-3.20%,,0.21%,,21.06%,,11,,30,,26.86%,R,27.91%,R,22,G,41,,75.00%,,67.97%,,0:59:16,,1:02:29,,1555/2577,,1461/2577,
1090,,16.29%,G,12.08%,G,15.71%,,2.93%,R,-8.28%,R,-14.94%,R,12.99%,,4.41%,,2,,29,,47.23%,G,44.24%,,6,,32,,31.02%,,25.51%,R,1:11:12,R,1:20:39,R,1243/2577,,1901/2577,
1205,,-1.42%,,11.11%,G,19.81%,,11.53%,,6.81%,,3.87%,,10.09%,,8.95%,,8,,27,,42.02%,,38.89%,,1,R,6,R,52.76%,,45.77%,,0:54:17,,0:59:04,,1530/2577,,1449/2577,
1219,,18.60%,G,15.43%,G,42.16%,G,26.32%,,23.99%,G,21.71%,G,41.00%,G,15.16%,,1,R,1,R,48.46%,G,46.92%,,0,R,11,,47.28%,,43.36%,,1:19:27,R,1:19:08,R,335/2577,G,704/2577,
1225,,-4.90%,R,3.67%,,-28.54%,R,8.12%,,27.12%,G,27.68%,G,-21.98%,R,-1.07%,R,3,,21,,23.37%,R,42.64%,,0,R,20,,31.27%,,77.16%,,0:39:56,,0:53:08,,2377/2577,R,1650/2577,
2626,,4.98%,,6.33%,,2.28%,R,9.89%,,-27.48%,R,-2.01%,,23.10%,,17.31%,,1,R,7,R,32.21%,,35.00%,,1,R,9,,51.68%,,51.71%,,0:51:14,,0:56:32,,1943/2577,,1739/2577,
3308,,7.45%,,4.75%,,58.41%,G,18.81%,,13.75%,,-13.46%,R,53.48%,G,22.95%,,29,G,62,,48.90%,G,48.69%,G,11,,23,,25.77%,R,30.64%,,1:39:43,R,1:37:50,R,305/2577,G,1451/2577,
6978,,8.30%,,13.90%,G,47.49%,G,55.96%,G,51.17%,G,52.19%,G,39.64%,G,66.52%,G,22,,58,,39.97%,,38.19%,,11,,25,,89.72%,G,88.46%,G,1:04:24,R,1:17:01,R,158/2577,G,130/2577,G
Total,B,5.78%,,8.84%,G,19.17%,,16.21%,,6.51%,,5.29%,,19.01%,,17.28%,,0.31,,0.24,R,39.86%,,40.28%,,0.21,,0.17,,50.56%,,51.63%,,1:03:30,R,1:09:08,R,125/394,,182/394,
967,,-4.67%,R,1.16%,,-2.48%,R,11.01%,,-11.94%,R,-6.93%,R,-9.44%,R,8.81%,,1,R,21,,29.91%,,37.55%,,1,R,18,,67.64%,,72.24%,,0:49:58,,0:45:47,,2440/2577,R,1885/2577,
994,,-1.48%,,-0.79%,R,12.17%,,5.87%,,-0.54%,,0.41%,,10.36%,,1.37%,R,9,,78,,48.36%,G,49.65%,G,15,G,44,,85.92%,G,89.53%,G,1:18:41,R,1:19:33,R,1706/2577,,2062/2577,R
1085,,12.57%,G,20.31%,G,55.57%,G,99.80%,G,2.67%,,-5.14%,,106.19%,G,218.12%,G,16,,30,,39.02%,,33.47%,,1,R,5,R,78.04%,,78.13%,,0:47:22,,0:49:34,,213/2577,G,286/2577,G
1104,,2.88%,,2.61%,,23.37%,,20.72%,,-7.93%,R,3.80%,,18.21%,,11.52%,,36,G,209,G,47.57%,G,42.29%,,1,R,11,,76.10%,,69.77%,,0:55:19,,1:07:05,R,1084/2577,,1322/2577,
1213,,-2.46%,,3.61%,,15.13%,,15.43%,,-1.83%,,-1.97%,,0.80%,,15.44%,,26,,67,,50.00%,G,53.04%,G,7,,28,,63.68%,,74.16%,,0:53:34,,0:50:25,,1655/2577,,1297/2577,
3526,,12.39%,G,12.93%,G,17.76%,,16.41%,,-6.59%,,-0.61%,,28.77%,,16.48%,,1,R,17,,50.74%,G,51.47%,G,8,,18,,90.17%,G,90.54%,G,0:58:05,,0:55:50,,829/2577,,923/2577,
5266,,4.63%,,5.01%,,5.08%,,5.15%,R,3.98%,,12.59%,,0.68%,,-0.45%,R,26,,121,G,75.34%,G,76.53%,G,13,G,100,G,87.60%,G,88.69%,G,0:43:13,,0:42:07,,1348/2577,,1307/2577,
Total,B,2.77%,,5.64%,,15.47%,,18.18%,,-3.35%,R,-0.57%,,14.11%,,17.40%,,0.53,,0.65,,49.19%,G,49.41%,G,0.21,,0.27,,78.69%,G,80.26%,G,0:55:30,,0:55:48,,209/394,,142/394,
1390,,-11.70%,R,-6.98%,R,-14.13%,R,-14.25%,R,-15.22%,R,-18.25%,R,-3.43%,,2.72%,R,6,,17,,36.40%,,34.48%,,3,,21,,75.52%,,71.85%,,0:53:01,,0:58:55,,2458/2577,R,2495/2577,R
2796,,5.80%,,6.81%,,58.56%,G,48.34%,G,29.16%,G,21.57%,G,54.38%,G,46.33%,G,43,G,48,,22.81%,R,28.23%,R,15,G,40,,28.74%,R,24.79%,R,0:50:47,,0:56:32,,276/2577,G,414/2577,G
5218,,14.30%,G,8.37%,,16.36%,,1.39%,R,-23.37%,R,-33.38%,R,49.53%,G,29.34%,,3,,3,R,40.73%,,43.70%,,3,,12,,27.89%,R,26.60%,R,2:11:38,R,1:55:59,R,1249/2577,,2014/2577,
Total,B,0.13%,,1.12%,R,15.09%,,9.01%,R,0.20%,,-5.62%,R,23.04%,G,20.48%,,0.56,,0.19,R,33.25%,,34.74%,,0.23,,0.20,,47.72%,,45.42%,,1:03:43,R,1:05:34,R,276/394,,371/394,R
5036,,4.12%,,5.90%,,7.96%,,2.79%,R,-10.69%,R,5.28%,,18.13%,,13.85%,,38,G,118,G,35.39%,,32.41%,,27,G,72,G,45.47%,,39.69%,,1:24:40,R,1:14:58,R,1672/2577,,1809/2577,
Total,B,4.12%,,5.90%,,7.96%,R,2.79%,R,-10.69%,R,5.28%,,18.13%,,13.85%,,1.23,G,0.98,G,35.39%,,32.41%,,0.87,G,0.60,G,45.47%,,39.69%,R,1:24:40,R,1:14:58,R,290/394,,297/394,
706,,2.05%,,2.26%,,3.75%,,6.43%,,-3.63%,,-6.17%,,26.33%,,12.06%,,34,G,70,,37.47%,,42.49%,,2,,14,,44.19%,,46.30%,,1:03:31,R,1:13:18,R,1832/2577,,2071/2577,R
718,,9.06%,G,8.21%,,90.94%,G,44.47%,G,12500.00%,G,119.81%,G,8.91%,,12.65%,,17,,38,,63.81%,G,64.81%,G,17,G,45,,32.31%,,50.70%,,0:43:24,,0:44:38,,123/2577,G,244/2577,G
725,,2.00%,,6.93%,,21.83%,,17.81%,,0.37%,,-5.86%,,21.04%,,18.55%,,0,R,0,R,36.58%,,43.49%,,0,R,0,R,14.19%,R,14.92%,R,1:54:47,R,2:05:20,R,1648/2577,,1696/2577,
1245,,-7.77%,R,-3.41%,R,3.08%,R,6.39%,,-10.48%,R,-12.26%,R,16.51%,,18.79%,,34,G,138,G,40.62%,,44.52%,,8,,52,G,62.08%,,71.09%,,0:35:00,,0:34:07,G,1924/2577,,1792/2577,
2387,,3.95%,,5.99%,,19.22%,,6.47%,,49.41%,G,21.85%,G,4.77%,,-1.35%,R,13,,79,,40.00%,,36.66%,,12,G,21,,23.03%,R,20.90%,R,0:48:46,,0:51:32,,991/2577,,1667/2577,
3463,,-5.63%,R,-2.87%,R,-14.84%,R,-8.32%,R,-13.92%,R,-15.81%,R,-2.60%,,-0.70%,R,37,G,138,G,28.23%,,35.93%,,1,R,5,R,12.94%,R,14.62%,R,1:01:16,,0:58:38,,2513/2577,R,2500/2577,R
Total,B,0.40%,,2.87%,,15.65%,,11.25%,,22.93%,G,6.60%,,11.40%,,8.75%,R,0.73,,0.64,,40.14%,,43.94%,,0.22,,0.19,,29.38%,R,34.00%,R,1:04:51,R,1:08:12,R,237/394,,321/394,R
&nbsp;,B,2.24%,,4.69%,,16.04%,,15.64%,,4.05%,,2.78%,,11.48%,,13.06%,,1.03,G,0.87,G,41.20%,,42.42%,,0.41,,0.41,G,52.35%,,52.96%,,1:00:17,R,1:02:54,R,19/34,,19/34,
817,,-4.02%,R,1.64%,,-6.16%,R,3.03%,R,-28.53%,R,-24.05%,R,-11.55%,R,8.71%,,99,G,255,G,26.80%,R,26.58%,R,95,G,344,G,13.61%,R,10.78%,R,1:46:33,R,1:56:56,R,2472/2577,R,2281/2577,R
908,,4.37%,,6.52%,,5.23%,,-7.68%,R,-2.43%,,-25.94%,R,11.32%,,5.71%,,108,G,148,G,26.33%,R,36.24%,,95,G,119,G,9.83%,R,14.30%,R,1:38:02,R,1:52:18,R,1836/2577,,2180/2577,R
1086,,6.43%,,6.91%,,27.10%,,25.36%,,0.51%,,-2.03%,,14.68%,,29.96%,,146,G,284,G,34.06%,,33.75%,,46,G,99,G,31.88%,,30.48%,,2:27:07,R,2:36:19,R,888/2577,,935/2577,
1220,,2.67%,,3.92%,,32.66%,G,20.68%,,-0.50%,,-5.26%,,4.56%,,2.56%,R,448,G,1007,G,35.49%,,33.16%,,163,G,906,G,76.54%,,75.41%,,1:13:54,R,1:15:46,R,917/2577,,1399/2577,
2881,,20.77%,G,22.41%,G,43.25%,G,23.03%,,6.08%,,3.94%,,56.68%,G,38.44%,G,271,G,572,G,19.11%,R,15.08%,R,78,G,218,G,7.99%,R,4.18%,R,1:30:10,R,1:28:17,R,355/2577,G,671/2577,
4332,,0.81%,,1.74%,,10.22%,,5.37%,,-13.77%,R,-8.28%,R,27.37%,,4.74%,,158,G,230,G,28.73%,,27.92%,R,43,G,147,G,32.68%,,41.71%,,1:04:24,R,1:14:24,R,1724/2577,,2157/2577,R
4365,,-9.08%,R,-2.35%,R,-18.87%,R,-7.35%,R,-5.07%,,-8.59%,R,-18.40%,R,-7.30%,R,4,,9,R,26.75%,R,28.46%,R,21,G,87,G,17.96%,R,34.52%,,1:40:25,R,2:08:14,R,2550/2577,R,2524/2577,R
5214,,6.91%,,11.29%,G,50.44%,G,61.37%,G,8.26%,,13.25%,,-9.69%,R,16.11%,,593,G,1961,G,66.20%,G,53.89%,G,437,G,2122,G,75.94%,,79.12%,G,0:58:52,,0:59:02,,406/2577,G,148/2577,G
5250,,-2.87%,R,4.73%,,8.03%,,14.26%,,-5.48%,,-0.97%,,-6.39%,R,11.83%,,94,G,201,G,48.72%,G,48.85%,G,20,G,28,,13.64%,R,14.08%,R,2:15:09,R,2:09:48,R,2128/2577,R,1616/2577,
5420,,-1.48%,,-4.68%,R,13.16%,,-2.18%,R,3.86%,,-12.50%,R,-3.47%,R,-14.05%,R,7,,32,,36.24%,,37.59%,,47,G,71,G,32.50%,,39.52%,,1:28:05,R,1:14:31,R,1955/2577,,2488/2577,R
Total,B,3.08%,,5.90%,,16.20%,,13.97%,,-4.43%,R,-7.22%,R,4.32%,,9.71%,,6.22,G,3.92,G,34.18%,,33.79%,,3.37,G,3.45,G,29.19%,R,31.11%,R,1:36:14,R,1:40:14,R,264/394,,279/394,
890,,4.75%,,7.69%,,15.00%,,18.89%,,11.29%,,6.25%,,1.74%,,13.26%,,10,,65,,28.59%,,30.96%,,1,R,17,,51.94%,,45.46%,,1:33:38,R,1:29:51,R,1595/2577,,1265/2577,
943,,4.92%,,9.45%,G,29.58%,,30.15%,G,6.36%,,15.53%,,28.31%,,33.40%,G,6,,12,,30.93%,,35.81%,,17,G,64,G,23.84%,R,22.41%,R,1:37:19,R,1:45:49,R,936/2577,,649/2577,
955,,8.72%,G,18.43%,G,25.49%,,30.40%,G,10.49%,,19.52%,G,14.40%,,22.15%,,95,G,421,G,44.65%,,43.77%,,27,G,121,G,32.75%,,33.64%,,1:08:19,R,0:58:34,,623/2577,,267/2577,G
3782,,23.15%,G,24.82%,G,88.15%,G,62.30%,G,54.34%,G,33.37%,G,51.01%,G,40.05%,G,161,G,563,G,29.42%,,30.96%,,25,G,112,G,59.11%,,48.96%,,1:46:32,R,1:36:20,R,80/2577,G,149/2577,G
Total,B,9.77%,G,14.67%,G,35.77%,G,34.16%,G,17.96%,G,18.09%,G,23.23%,G,26.97%,G,2.19,G,2.21,G,32.68%,,34.68%,,0.56,G,0.65,G,43.30%,,38.63%,R,1:27:45,R,1:22:15,R,27/394,G,28/394,G
174,,0.69%,,2.87%,,23.57%,,22.05%,,7.94%,,6.05%,,17.98%,,26.00%,,2,,24,,30.15%,,33.78%,,3,,20,,35.85%,,48.27%,,0:48:41,,0:49:17,,1294/2577,,1162/2577,
649,,0.76%,,6.42%,,59.30%,G,62.73%,G,100.34%,G,33.76%,G,-1.92%,,57.04%,G,0,R,1,R,38.26%,,36.37%,,8,,8,,19.13%,R,23.05%,R,0:31:47,G,0:32:05,G,653/2577,,318/2577,G
771,,4.15%,,-1.85%,R,14.39%,,15.80%,,10.50%,,4.60%,,7.33%,,18.50%,,1,R,5,R,38.15%,,39.93%,,2,,19,,72.49%,,76.28%,,1:02:48,R,1:07:35,R,1479/2577,,1793/2577,
931,,-0.16%,,0.54%,,14.58%,,20.55%,,4.67%,,7.17%,,8.20%,,11.86%,,1,R,1,R,41.16%,,44.09%,,2,,44,,74.37%,,73.46%,,0:53:19,,0:52:27,,1642/2577,,1373/2577,
973,,10.19%,G,11.88%,G,26.62%,,16.70%,,6.72%,,-1.60%,,26.43%,,27.47%,,1,R,10,,29.92%,,28.23%,R,2,,10,,29.17%,,37.39%,,1:34:26,R,1:29:59,R,941/2577,,1326/2577,
974,,2.16%,,16.65%,G,2.78%,R,28.13%,,-18.17%,R,-3.94%,,22.83%,,63.41%,G,5,,5,R,42.28%,,44.44%,,3,,22,,30.76%,,36.36%,,1:15:38,R,1:02:50,,2055/2577,,622/2577,
1068,,-0.42%,,5.20%,,14.35%,,19.09%,,-6.12%,,4.80%,,4.35%,,17.33%,,1,R,14,,54.55%,G,50.72%,G,0,R,6,R,104.02%,G,96.53%,G,1:15:07,R,1:21:36,R,1869/2577,,1267/2577,
3538,,1.32%,,2.28%,,-4.65%,R,3.60%,R,-13.19%,R,-6.11%,,-1.77%,,15.36%,,1,R,7,R,33.00%,,37.93%,,0,R,13,,11.80%,R,19.40%,R,1:51:46,R,1:40:14,R,2463/2577,R,2280/2577,R
5455,,1.42%,,5.28%,,13.27%,,18.87%,,4.23%,,2.36%,,2.03%,,15.89%,,0,R,1,R,36.78%,,34.81%,,2,,5,R,62.09%,,57.04%,,2:15:25,R,2:05:02,R,1893/2577,,1605/2577,
Total,B,2.33%,,5.61%,,16.09%,,22.16%,,6.77%,,5.41%,,9.02%,,25.42%,,0.04,R,0.06,R,38.55%,,39.17%,,0.08,R,0.14,,51.68%,,53.89%,,1:09:01,R,1:07:20,R,274/394,,140/394,
819,,9.38%,G,10.48%,G,16.16%,,9.75%,,-19.52%,R,-27.61%,R,31.89%,G,38.88%,G,39,G,106,G,55.25%,G,51.95%,G,8,,22,,13.68%,R,17.09%,R,0:46:23,,0:58:17,,920/2577,,1322/2577,
987,,19.20%,G,8.58%,,45.53%,G,30.86%,G,12.80%,,4.91%,,23.68%,,20.18%,,5,,25,,35.77%,,38.67%,,4,,22,,84.63%,G,88.06%,G,0:59:15,,1:08:13,R,277/2577,G,661/2577,
3417,,2.85%,,10.48%,G,13.47%,,18.29%,,7.78%,,0.00%,,-2.10%,,13.59%,,5,,44,,53.32%,G,61.34%,G,1,R,7,,54.39%,,55.43%,,1:34:17,R,1:36:08,R,1686/2577,,1154/2577,
5034,,-2.95%,R,0.20%,,-12.51%,R,-1.06%,R,-29.70%,R,-25.83%,R,-1.62%,,9.80%,,1,R,42,,22.59%,R,28.31%,R,1,R,15,,18.31%,R,19.04%,R,1:47:22,R,1:42:29,R,2557/2577,R,2473/2577,R
5055,,12.19%,G,9.82%,G,13.11%,,6.95%,,-23.78%,R,-19.16%,R,30.89%,G,33.68%,G,116,G,278,G,34.19%,,33.98%,,6,,6,R,50.53%,,44.13%,,1:58:43,R,1:54:19,R,1237/2577,,1665/2577,
5391,,4.45%,,11.50%,G,17.96%,,37.09%,G,10.06%,,13.95%,,4.12%,,26.66%,,26,,54,,32.07%,,37.32%,,24,G,50,G,47.22%,,44.34%,,1:16:49,R,1:32:13,R,1280/2577,,420/2577,G
Total,B,6.69%,G,8.47%,G,14.49%,,17.87%,,-7.55%,R,-8.78%,R,12.76%,,23.39%,,1.03,G,0.76,,37.71%,,40.55%,,0.24,,0.17,,42.47%,,43.03%,,1:20:59,R,1:28:38,R,221/394,,181/394,
814,,5.11%,,9.98%,G,20.98%,,21.45%,,20.58%,G,13.13%,,20.20%,,28.98%,,25,,66,,39.84%,,39.22%,,41,G,103,G,82.26%,G,78.35%,,1:05:41,R,1:15:07,R,711/2577,,568/2577,
929,,2.20%,,6.32%,,35.13%,G,29.22%,,112.30%,G,20.88%,G,9.15%,,22.97%,,33,G,163,G,37.42%,,36.49%,,4,,29,,44.19%,,33.74%,,1:46:38,R,1:19:21,R,811/2577,,703/2577,
1087,,4.94%,,7.62%,,4.31%,,16.51%,,-4.78%,,-1.28%,,12.85%,,21.62%,,0,R,30,,31.82%,,32.39%,,15,G,19,,18.98%,R,20.91%,R,1:29:36,R,1:28:20,R,2011/2577,,1457/2577,
1541,,5.78%,,8.24%,,56.77%,G,46.60%,G,7.55%,,-1.98%,,62.67%,G,49.65%,G,67,G,315,G,25.61%,R,31.02%,,21,G,94,G,34.26%,,33.51%,,1:27:23,R,1:31:31,R,480/2577,G,535/2577,
3348,,6.39%,,10.56%,G,-0.12%,R,10.44%,,4.70%,,-0.32%,,-3.29%,,10.85%,,7,,12,,25.23%,R,29.21%,R,2,,7,,29.43%,,32.37%,,2:00:10,R,2:15:10,R,2088/2577,R,1808/2577,
3527,,7.19%,,8.26%,,23.09%,,18.66%,,-4.41%,,0.60%,,16.41%,,24.62%,,19,,51,,48.46%,G,44.98%,,4,,14,,55.56%,,50.66%,,1:42:11,R,1:39:50,R,996/2577,,1126/2577,
4260,,-0.36%,,4.11%,,7.93%,,9.97%,,-9.25%,R,-11.73%,R,0.51%,,16.16%,,2,,2,R,35.61%,,30.76%,,1,R,3,R,61.95%,,49.33%,,2:25:01,R,2:04:44,R,2244/2577,R,2151/2577,R
Total,B,4.45%,,7.88%,G,18.24%,,20.35%,,6.77%,,1.24%,,13.99%,,23.73%,,0.71,,0.76,,34.76%,,34.77%,,0.41,G,0.32,,47.43%,,43.68%,,1:45:00,R,1:41:09,R,160/394,,125/394,
2789,,4.75%,,10.63%,G,20.01%,,27.29%,,8.12%,,13.09%,,16.29%,,27.96%,,0,R,0,R,36.88%,,36.38%,,3,,20,,19.78%,R,27.99%,R,1:23:20,R,1:29:34,R,1411/2577,,803/2577,
2962,,-9.32%,R,-0.65%,R,2.92%,R,18.20%,,-5.82%,,2.07%,,13.78%,,32.11%,G,13,,80,,30.78%,,27.24%,R,5,,25,,22.44%,R,27.70%,R,1:27:10,R,1:26:04,R,2364/2577,R,1707/2577,
Total,B,-2.49%,R,4.84%,,10.51%,,22.32%,,-0.15%,,6.52%,,14.96%,,30.24%,G,0.21,R,0.33,,33.67%,,31.30%,,0.13,,0.19,,21.18%,R,27.83%,R,1:25:30,R,1:27:35,R,375/394,R,169/394,
2946,,0.84%,,3.44%,,12.35%,,19.19%,,-12.74%,R,6.38%,,26.52%,,18.57%,,62,G,64,,20.49%,R,25.32%,R,5,,18,,36.09%,,35.97%,,2:17:08,R,2:00:18,R,1846/2577,,1528/2577,
3625,,-11.13%,R,-0.47%,R,-24.32%,R,-5.11%,R,-26.17%,R,-13.35%,R,-10.09%,R,-1.79%,R,43,G,227,G,18.33%,R,28.71%,R,2,,40,,31.09%,,31.10%,,1:37:55,R,1:47:50,R,2563/2577,R,2453/2577,R
Total,B,-4.52%,R,1.68%,R,-6.27%,R,6.71%,R,-18.14%,R,-2.26%,R,5.30%,,7.06%,R,1.69,G,1.21,G,19.42%,R,27.08%,R,0.11,,0.24,,33.62%,R,33.44%,R,2:03:44,R,1:56:06,R,392/394,R,385/394,R
2727,,-0.34%,,6.34%,,4.03%,,12.36%,,-4.70%,,-0.35%,,14.95%,,16.92%,,7,,64,,14.44%,R,18.41%,R,2,,10,,15.97%,R,22.24%,R,1:32:49,R,1:24:19,R,2281/2577,R,1786/2577,
2814,,22.19%,G,24.93%,G,10.76%,,3.07%,R,9.15%,,-4.71%,,17.56%,,24.29%,,7,,35,,18.02%,R,17.46%,R,0,R,1,R,10.11%,R,8.31%,R,0:28:26,G,0:28:17,G,1037/2577,,1465/2577,
6397,,36.52%,G,54.03%,G,32.24%,G,71.43%,G,45.58%,G,64.62%,G,74.65%,G,131.18%,G,0,R,4,R,8.71%,R,14.54%,R,0,R,0,R,6.21%,R,7.40%,R,0:44:27,,0:41:02,,397/2577,G,238/2577,G
