Store Number,Link,Number of Scales,Tracking for Scales Shipment,Power/Data Install Date,Power/Data Install Vendor,Scale Install Date,Scale Install Vendor,Floorplan,Give Feedback
4318,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4318_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/5/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4321,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4321_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,1/15/2024,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4322,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4322_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/21/2023,Telaid,9/29/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4323,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4323_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/11/2023,Wachter,9/20/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4324,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4324_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/21/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4325,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4325_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/26/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4330,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4330_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/11/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4332,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4332_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,TBD,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4333,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4333_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/12/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4334,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4334_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4335,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4335_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/16/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4336,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4336_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/27/2023,Telaid,10/5/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4337,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4337_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/31/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4339,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4339_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/30/2023,Telaid,9/11/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4340,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4340_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4341,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4341_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/28/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4348,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4348_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/23/2023,Telaid,9/6/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4350,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4350_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/13/2023,Wachter,9/21/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4352,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4352_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/30/2023,Telaid,9/11/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4354,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4354_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,9/24/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4355,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4355_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/9/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4356,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4356_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/17/2023,Telaid,9/25/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4357,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4357_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,9/24/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4358,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4358_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/12/2023,Telaid,7/13/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4359,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4359_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/3/2023,Telaid,8/11/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4365,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4365_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,"noted as on-hold, 7/13.  780515740440; 780515736286; 780515737960; 780515739171",6/21/2023,Wachter,7/10/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4366,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4366_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/22/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4367,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4367_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,12/10/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4368,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4368_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/7/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4370,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4370_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/22/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4371,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4371_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,12/11/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4372,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4372_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4373,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4373_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,12/12/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4374,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4374_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,11/1/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4375,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4375_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,780160657971; 780160658360; 780160659595,7/13/2023,Wachter,7/25/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4376,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4376_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/8/2023,Wachter,8/14/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4377,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4377_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/10/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4378,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4378_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/17/2023,Wachter,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4380,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4380_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/31/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4381,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4381_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,12/27/2023,Telaid,1/9/2024,Hobart,,Scale Placement Feedback Form (Yes/No)
4383,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4383_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4384,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4384_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/15/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4387,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4387_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4388,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4388_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/10/2023,Wachter,8/17/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4389,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4389_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/11/2023,Telaid,8/11/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4390,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4390_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,2,TBD,8/30/2023,Telaid,10/23/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4392,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4392_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/11/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
4393,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4393_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/23/2023,Telaid,8/1/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4394,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4394_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/22/2023,Telaid,8/31/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4395,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4395_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/30/2023,Telaid,9/11/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4399,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4399_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/25/2023,Wachter,10/3/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4403,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4403_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/11/2023,Telaid,8/7/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4404,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4404_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/20/2023,Telaid,9/27/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4405,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4405_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/27/2023,Wachter,10/4/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4407,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4407_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/12/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4409,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4409_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/25/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4410,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4410_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/3/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4412,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4412_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/24/2023,Telaid,9/6/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4413,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4413_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/22/2023,Wachter,8/30/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
4414,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4414_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,780576835170; 780576832399; 780576833682; 780576834483,8/2/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4415,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4415_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/23/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4416,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4416_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/16/2023,Telaid,9/22/2023,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
4417,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/4417_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/24/2023,Wachter,9/29/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
