Store ,Market ,Region,Rollout Phase ,Fixture Arrival Week,Execution Set Week,Total Fixture Pallets
3060,140,13,Oct-22,37,38,3
3061,340,40,TBD,TBD,TBD,TBD
3067,20,2,Oct-22,35,36,4
3075,15,14,TBD,TBD,TBD,TBD
3077,292,75,TBD,TBD,TBD,TBD
3078,175,17,TBD,TBD,TBD,TBD
3081,454,56,Oct-22,39,40,3
3087,446,57,TBD,TBD,TBD,TBD
3088,424,52,Oct-22,39,40,3
3093,399,56,TBD,TBD,TBD,TBD
3102,424,52,TBD,TBD,TBD,TBD
3103,409,44,TBD,TBD,TBD,TBD
3106,86,6,Oct-22,37,38,4
3107,506,6,Oct-22,35,36,3
3112,77,6,Oct-22,35,36,3
3114,157,16,TBD,TBD,TBD,TBD
3118,20,2,Oct-22,39,40,3
3119,15,14,TBD,TBD,TBD,TBD
3136,505,46,TBD,TBD,TBD,TBD
3137,149,12,TBD,TBD,TBD,TBD
3149,470,60,TBD,TBD,TBD,TBD
3150,432,47,Oct-22,37,38,4
3151,432,47,Oct-22,35,36,4
3159,577,17,TBD,TBD,TBD,TBD
3163,553,9,Oct-22,37,38,3
3167,125,13,Oct-22,35,36,3
3169,83,5,Oct-22,37,38,3
3170,83,5,Oct-22,39,40,3
3177,378,54,Oct-22,37,38,2
3180,446,57,TBD,TBD,TBD,TBD
3182,296,26,Oct-22,39,40,3
3188,20,2,TBD,TBD,TBD,TBD
3191,35,2,TBD,TBD,TBD,TBD
3192,35,2,Oct-22,39,40,3
3197,112,9,TBD,TBD,TBD,TBD
3200,159,16,Oct-22,35,36,4
3201,19,2,TBD,TBD,TBD,TBD
3205,22,2,TBD,TBD,TBD,TBD
3206,222,21,TBD,TBD,TBD,TBD
3207,94,3,TBD,TBD,TBD,TBD
3208,582,54,Oct-22,37,38,5
3209,424,52,Oct-22,35,36,4
3210,275,25,TBD,TBD,TBD,TBD
3212,178,22,Oct-22,39,40,3
3213,68,6,Oct-22,37,38,5
3214,289,75,Oct-22,35,36,4
3215,320,75,Oct-22,39,40,3
3216,289,75,Oct-22,39,40,4
3217,473,60,TBD,TBD,TBD,TBD
3218,467,60,Oct-22,35,36,5
3219,288,75,Oct-22,39,40,4
3220,405,46,TBD,TBD,TBD,TBD
3221,190,17,TBD,TBD,TBD,TBD
3222,35,2,TBD,TBD,TBD,TBD
3223,229,20,Oct-22,37,38,4
3224,583,5,TBD,TBD,TBD,TBD
3225,583,5,TBD,TBD,TBD,TBD
3226,65,6,TBD,TBD,TBD,TBD
3227,391,47,Oct-22,37,38,4
3228,231,22,Oct-22,35,36,4
3229,349,44,TBD,TBD,TBD,TBD
3230,324,42,TBD,TBD,TBD,TBD
3231,321,42,TBD,TBD,TBD,TBD
3232,403,54,Oct-22,35,36,4
3233,419,52,Oct-22,39,40,4
3234,123,2,TBD,TBD,TBD,TBD
3235,553,9,Oct-22,35,36,5
3236,178,22,Oct-22,39,40,4
3237,430,54,Oct-22,39,40,5
3239,478,60,TBD,TBD,TBD,TBD
3241,369,46,Oct-22,35,36,4
3243,312,75,Oct-22,39,40,4
3245,436,53,TBD,TBD,TBD,TBD
3247,442,53,TBD,TBD,TBD,TBD
3248,464,57,Oct-22,37,38,4
3250,209,20,Oct-22,39,40,4
3251,218,21,Oct-22,35,36,4
3252,167,22,Oct-22,35,36,4
3253,228,17,TBD,TBD,TBD,TBD
3254,392,56,TBD,TBD,TBD,TBD
3255,246,21,Oct-22,35,36,4
3258,478,60,TBD,TBD,TBD,TBD
3259,383,54,TBD,TBD,TBD,TBD
3260,473,60,TBD,TBD,TBD,TBD
3261,475,60,Oct-22,37,38,5
3262,216,20,Oct-22,35,36,4
3265,288,75,Oct-22,39,40,4
3266,558,22,Oct-22,35,36,4
3267,432,47,Oct-22,37,38,3
3268,440,53,Oct-22,39,40,3
3269,180,16,Oct-22,39,40,3
3270,311,20,TBD,TBD,TBD,TBD
3271,13,14,TBD,TBD,TBD,TBD
3273,362,40,Oct-22,39,40,4
3274,50,5,TBD,TBD,TBD,TBD
3276,445,57,Oct-22,39,40,4
3277,392,56,TBD,TBD,TBD,TBD
3278,433,47,Oct-22,35,36,4
3279,77,6,Oct-22,39,40,4
3280,192,17,Oct-22,39,40,4
3281,228,17,TBD,TBD,TBD,TBD
3282,218,21,TBD,TBD,TBD,TBD
3283,409,44,Oct-22,37,38,5
3284,44,5,TBD,TBD,TBD,TBD
3285,44,5,TBD,TBD,TBD,TBD
3286,52,5,Oct-22,37,38,5
3288,131,13,Oct-22,39,40,4
3289,124,4,TBD,TBD,TBD,TBD
3290,470,60,TBD,TBD,TBD,TBD
3291,174,17,TBD,TBD,TBD,TBD
3292,176,17,Oct-22,37,38,5
3293,209,20,Oct-22,37,38,4
3294,242,41,TBD,TBD,TBD,TBD
3295,356,44,TBD,TBD,TBD,TBD
3296,64,6,Oct-22,35,36,5
3297,67,6,Oct-22,35,36,4
3298,60,6,Oct-22,35,36,4
3300,222,21,TBD,TBD,TBD,TBD
3301,161,16,Oct-22,37,38,4
3302,64,6,Oct-22,37,38,4
3303,311,20,TBD,TBD,TBD,TBD
3304,298,26,Oct-22,39,40,5
3305,298,26,TBD,TBD,TBD,TBD
3307,97,3,TBD,TBD,TBD,TBD
3308,101,3,TBD,TBD,TBD,TBD
3309,98,3,Oct-22,35,36,3
3310,94,3,Oct-22,35,36,4
3311,553,9,Oct-22,35,36,3
3313,376,47,Oct-22,39,40,4
3319,81,5,Oct-22,35,36,4
3320,80,6,Oct-22,35,36,4
3322,442,53,TBD,TBD,TBD,TBD
3324,444,53,TBD,TBD,TBD,TBD
3328,200,19,TBD,TBD,TBD,TBD
3329,187,17,TBD,TBD,TBD,TBD
3331,327,42,TBD,TBD,TBD,TBD
3332,191,17,Oct-22,35,36,4
3334,187,17,Oct-22,35,36,3
3336,197,19,Oct-22,35,36,5
3337,178,22,Oct-22,37,38,4
3339,165,22,Oct-22,35,36,5
3342,225,21,Oct-22,39,40,4
3344,286,75,TBD,TBD,TBD,TBD
3347,116,9,TBD,TBD,TBD,TBD
3348,107,9,TBD,TBD,TBD,TBD
3349,118,9,Oct-22,39,40,4
3350,394,57,TBD,TBD,TBD,TBD
3351,394,57,TBD,TBD,TBD,TBD
3352,452,56,Oct-22,35,36,5
3360,373,46,Oct-22,39,40,5
3362,253,41,Oct-22,35,36,3
3363,254,41,TBD,TBD,TBD,TBD
3364,423,52,Oct-22,37,38,4
3366,401,54,Oct-22,37,38,5
3367,36,4,Oct-22,39,40,5
3370,115,9,Oct-22,35,36,4
3371,306,4,Oct-22,39,40,4
3372,111,9,TBD,TBD,TBD,TBD
3379,366,46,TBD,TBD,TBD,TBD
3380,475,60,TBD,TBD,TBD,TBD
3381,74,5,Oct-22,35,36,2
3382,389,47,Oct-22,37,38,5
3383,70,46,Oct-22,37,38,4
3384,70,46,Oct-22,35,36,3
3386,3,14,TBD,TBD,TBD,TBD
3387,118,9,Oct-22,35,36,4
3388,25,2,TBD,TBD,TBD,TBD
3389,25,2,TBD,TBD,TBD,TBD
3390,68,6,Oct-22,37,38,4
3391,87,6,Oct-22,37,38,5
3394,413,52,TBD,TBD,TBD,TBD
3395,429,47,Oct-22,39,40,4
3397,553,9,Oct-22,39,40,3
3400,265,25,TBD,TBD,TBD,TBD
3401,19,2,TBD,TBD,TBD,TBD
3402,19,2,Oct-22,37,38,4
3403,26,2,TBD,TBD,TBD,TBD
3404,422,52,Oct-22,35,36,3
3406,51,5,TBD,TBD,TBD,TBD
3407,368,46,Oct-22,39,40,5
3408,392,56,TBD,TBD,TBD,TBD
3409,156,16,Oct-22,39,40,5
3412,232,22,TBD,TBD,TBD,TBD
3415,104,9,Oct-22,37,38,3
3417,105,9,Oct-22,37,38,4
3418,112,9,Oct-22,35,36,4
3420,172,17,TBD,TBD,TBD,TBD
3422,165,22,Oct-22,37,38,4
3423,385,46,TBD,TBD,TBD,TBD
3425,63,6,Oct-22,39,40,5
3427,387,46,Oct-22,37,38,2
3428,375,46,Oct-22,37,38,4
3429,228,17,Oct-22,39,40,4
3430,352,44,Oct-22,37,38,4
3431,48,5,TBD,TBD,TBD,TBD
3432,49,5,TBD,TBD,TBD,TBD
3433,49,5,TBD,TBD,TBD,TBD
3434,270,25,TBD,TBD,TBD,TBD
3435,249,25,Oct-22,39,40,4
3436,201,19,Oct-22,35,36,4
3439,15,14,TBD,TBD,TBD,TBD
3443,577,17,TBD,TBD,TBD,TBD
3445,207,19,Oct-22,37,38,4
3447,219,21,Oct-22,37,38,4
3453,200,19,Oct-22,37,38,5
3454,401,54,TBD,TBD,TBD,TBD
3455,452,56,Oct-22,35,36,4
3458,200,19,TBD,TBD,TBD,TBD
3459,278,25,TBD,TBD,TBD,TBD
3460,278,25,Oct-22,37,38,4
3461,16,3,TBD,TBD,TBD,TBD
3462,24,2,TBD,TBD,TBD,TBD
3463,114,9,TBD,TBD,TBD,TBD
3464,462,57,Oct-22,37,38,5
3465,369,46,Oct-22,37,38,4
3469,175,17,TBD,TBD,TBD,TBD
3471,26,2,TBD,TBD,TBD,TBD
3472,474,60,Oct-22,35,36,4
3473,394,57,TBD,TBD,TBD,TBD
3474,115,9,Oct-22,37,38,5
3475,167,22,Oct-22,35,36,5
3476,197,19,Oct-22,35,36,3
3477,465,57,TBD,TBD,TBD,TBD
3478,470,60,TBD,TBD,TBD,TBD
3480,311,20,TBD,TBD,TBD,TBD
3481,282,75,Oct-22,37,38,3
3482,51,5,Oct-22,37,38,4
3483,129,13,Oct-22,37,38,4
3484,14,14,Oct-22,39,40,4
3485,18,2,TBD,TBD,TBD,TBD
3486,218,21,Oct-22,39,40,5
3487,206,19,Oct-22,37,38,5
3488,435,53,TBD,TBD,TBD,TBD
3489,281,75,Oct-22,37,38,4
3490,282,75,Oct-22,37,38,4
3491,184,16,Oct-22,37,38,3
3492,409,44,Oct-22,35,36,4
3493,452,56,Oct-22,37,38,4
3494,459,57,Oct-22,39,40,4
3495,149,12,Oct-22,39,40,4
3497,444,53,TBD,TBD,TBD,TBD
3498,422,52,Oct-22,37,38,3
3499,442,53,TBD,TBD,TBD,TBD
3500,60,6,Oct-22,37,38,4
3501,233,22,TBD,TBD,TBD,TBD
3502,223,21,Oct-22,39,40,5
3503,308,26,Oct-22,35,36,4
3505,441,53,TBD,TBD,TBD,TBD
3510,62,6,TBD,TBD,TBD,TBD
3511,474,60,Oct-22,39,40,4
3513,423,52,Oct-22,39,40,5
3514,228,17,Oct-22,35,36,3
3515,218,21,Oct-22,39,40,4
3516,458,57,TBD,TBD,TBD,TBD
3518,88,46,Oct-22,35,36,4
3520,577,17,TBD,TBD,TBD,TBD
3522,484,57,Oct-22,35,36,5
3523,448,57,Oct-22,39,40,5
3524,458,57,TBD,TBD,TBD,TBD
3525,514,60,Oct-22,35,36,4
3526,104,9,Oct-22,35,36,4
3527,107,9,Oct-22,35,36,5
3528,143,13,TBD,TBD,TBD,TBD
3529,249,25,Oct-22,35,36,5
3531,467,60,Oct-22,37,38,5
3533,585,47,Oct-22,39,40,5
3534,425,53,TBD,TBD,TBD,TBD
3535,157,16,Oct-22,35,36,5
3537,467,60,Oct-22,37,38,4
3538,92,9,TBD,TBD,TBD,TBD
3541,167,22,TBD,TBD,TBD,TBD
3543,173,17,Oct-22,35,36,4
3544,163,17,TBD,TBD,TBD,TBD
3545,163,17,Oct-22,35,36,3
3546,173,17,Oct-22,39,40,4
3547,173,17,Oct-22,37,38,3
3548,173,17,Oct-22,39,40,5
3549,184,16,Oct-22,37,38,3
3560,160,16,Oct-22,39,40,4
3561,160,16,Oct-22,39,40,4
3562,577,17,TBD,TBD,TBD,TBD
3563,168,22,Oct-22,39,40,3
3564,170,22,TBD,TBD,TBD,TBD
3566,380,47,Oct-22,35,36,4
3567,80,6,Oct-22,35,36,4
3568,403,54,Oct-22,39,40,4
3569,83,5,TBD,TBD,TBD,TBD
3570,30,3,Oct-22,37,38,4
3571,221,21,Oct-22,37,38,5
3572,62,6,Oct-22,37,38,4
3573,286,75,TBD,TBD,TBD,TBD
3580,219,21,Oct-22,35,36,4
3581,216,20,Oct-22,37,38,5
3582,391,47,Oct-22,39,40,4
3583,188,17,Oct-22,39,40,4
3584,64,6,Oct-22,37,38,3
3585,68,6,Oct-22,37,38,3
3587,455,56,Oct-22,39,40,4
3588,291,75,TBD,TBD,TBD,TBD
3589,403,54,Oct-22,39,40,5
3590,426,52,Oct-22,35,36,4
3591,68,6,Oct-22,39,40,5
3595,310,26,Oct-22,35,36,4
3596,384,46,Oct-22,37,38,4
3597,270,25,TBD,TBD,TBD,TBD
3598,176,17,Oct-22,39,40,4
3601,266,25,TBD,TBD,TBD,TBD
3602,275,25,TBD,TBD,TBD,TBD
3607,195,17,Oct-22,35,36,3
3608,209,20,TBD,TBD,TBD,TBD
3609,19,2,Oct-22,37,38,4
3610,242,41,TBD,TBD,TBD,TBD
3611,26,2,TBD,TBD,TBD,TBD
3612,296,26,Oct-22,39,40,4
3616,128,13,Oct-22,35,36,3
3620,403,54,Oct-22,39,40,4
3621,23,2,TBD,TBD,TBD,TBD
3623,88,46,Oct-22,35,36,4
3624,424,52,TBD,TBD,TBD,TBD
3625,109,9,Oct-22,39,40,5
3626,308,26,Oct-22,39,40,5
3627,21,2,Oct-22,39,40,5
3630,415,52,Oct-22,39,40,3
3631,44,5,TBD,TBD,TBD,TBD
3632,205,19,TBD,TBD,TBD,TBD
3633,234,22,TBD,TBD,TBD,TBD
3634,232,22,Oct-22,37,38,3
3639,292,75,TBD,TBD,TBD,TBD
3640,65,6,Oct-22,39,40,4
3641,223,21,Oct-22,39,40,4
3643,440,53,TBD,TBD,TBD,TBD
3644,289,75,TBD,TBD,TBD,TBD
3645,73,46,Oct-22,39,40,5
3648,427,54,Oct-22,35,36,4
3650,446,57,TBD,TBD,TBD,TBD
3652,454,56,Oct-22,37,38,5
3656,225,21,TBD,TBD,TBD,TBD
3658,298,26,Oct-22,35,36,4
3659,119,2,Oct-22,37,38,5
3660,120,2,TBD,TBD,TBD,TBD
3693,#N/A,#N/A,TBD,TBD,TBD,TBD
3700,309,26,Oct-22,39,40,4
3701,302,26,Oct-22,35,36,3
3702,98,3,Oct-22,39,40,4
3705,467,60,TBD,TBD,TBD,TBD
3708,452,56,Oct-22,37,38,4
3709,19,2,Oct-22,35,36,4
3710,20,2,Oct-22,35,36,4
3712,455,56,Oct-22,37,38,3
3716,#N/A,#N/A,TBD,TBD,TBD,TBD
3717,153,12,Oct-22,39,40,5
3720,293,75,Oct-22,39,40,5
3722,215,20,Oct-22,35,36,4
3725,267,25,Oct-22,39,40,3
3726,205,19,Oct-22,39,40,5
3728,394,57,TBD,TBD,TBD,TBD
3729,392,56,TBD,TBD,TBD,TBD
3730,364,46,Oct-22,39,40,3
3731,385,46,TBD,TBD,TBD,TBD
3732,385,46,TBD,TBD,TBD,TBD
3733,42,4,Oct-22,39,40,4
3734,430,54,Oct-22,35,36,3
3738,227,20,Oct-22,39,40,5
3739,399,56,TBD,TBD,TBD,TBD
3741,19,2,Oct-22,37,38,3
3742,476,60,Oct-22,39,40,3
3747,239,21,TBD,TBD,TBD,TBD
3748,26,2,TBD,TBD,TBD,TBD
3749,225,21,Oct-22,37,38,4
3750,32,3,TBD,TBD,TBD,TBD
3751,373,46,Oct-22,37,38,5
3754,473,60,TBD,TBD,TBD,TBD
3757,471,60,Oct-22,39,40,3
3758,412,52,Oct-22,37,38,3
3760,421,52,TBD,TBD,TBD,TBD
3761,412,52,Oct-22,37,38,2
3762,413,52,Oct-22,37,38,4
3763,505,46,TBD,TBD,TBD,TBD
3764,45,5,TBD,TBD,TBD,TBD
3765,223,21,Oct-22,35,36,4
3768,314,75,TBD,TBD,TBD,TBD
3770,312,75,TBD,TBD,TBD,TBD
3771,371,46,Oct-22,39,40,5
3772,311,20,TBD,TBD,TBD,TBD
3773,479,5,TBD,TBD,TBD,TBD
3774,165,22,Oct-22,37,38,2
3775,23,2,TBD,TBD,TBD,TBD
3777,56,5,TBD,TBD,TBD,TBD
3778,381,54,Oct-22,37,38,3
3780,281,75,Oct-22,39,40,3
3781,482,25,Oct-22,37,38,5
3782,91,9,TBD,TBD,TBD,TBD
3783,223,21,Oct-22,37,38,4
3784,221,21,Oct-22,39,40,5
3785,14,14,Oct-22,35,36,4
3786,25,2,TBD,TBD,TBD,TBD
3789,401,54,Oct-22,39,40,3
3790,265,25,TBD,TBD,TBD,TBD
3791,202,19,Oct-22,39,40,4
3792,219,21,Oct-22,39,40,5
3794,514,60,Oct-22,39,40,4
3795,577,17,TBD,TBD,TBD,TBD
3796,462,57,Oct-22,35,36,4
3799,371,46,Oct-22,35,36,5
3801,471,60,Oct-22,35,36,4
3802,284,75,Oct-22,35,36,5
3803,173,17,Oct-22,39,40,4
3804,293,75,Oct-22,39,40,3
3805,391,47,TBD,TBD,TBD,TBD
3806,421,52,TBD,TBD,TBD,TBD
3807,367,46,TBD,TBD,TBD,TBD
3809,213,19,TBD,TBD,TBD,TBD
3810,168,22,TBD,TBD,TBD,TBD
3812,217,21,Oct-22,39,40,3
3823,433,47,TBD,TBD,TBD,TBD
3824,585,47,Oct-22,35,36,5
3825,302,26,TBD,TBD,TBD,TBD
3826,71,46,TBD,TBD,TBD,TBD
3827,64,6,Oct-22,37,38,3
3828,46,5,Oct-22,35,36,4
3829,124,4,TBD,TBD,TBD,TBD
3830,178,22,Oct-22,35,36,3
3831,288,75,Oct-22,35,36,4
3833,372,46,Oct-22,35,36,5
3835,119,2,Oct-22,39,40,4
3837,263,53,TBD,TBD,TBD,TBD
3838,227,20,Oct-22,37,38,4
3840,222,21,TBD,TBD,TBD,TBD
3842,192,17,TBD,TBD,TBD,TBD
3843,285,75,Oct-22,39,40,3
3847,405,46,TBD,TBD,TBD,TBD
3848,401,54,TBD,TBD,TBD,TBD
3850,467,60,Oct-22,39,40,3
3851,246,21,Oct-22,37,38,4
3852,124,4,TBD,TBD,TBD,TBD
3853,430,54,TBD,TBD,TBD,TBD
3857,441,53,TBD,TBD,TBD,TBD
3858,108,9,Oct-22,35,36,3
3860,208,20,Oct-22,37,38,4
3861,373,46,Oct-22,37,38,4
3864,302,26,TBD,TBD,TBD,TBD
3867,379,47,Oct-22,39,40,5
3868,127,42,Oct-22,39,40,5
3869,287,75,Oct-22,39,40,3
3872,430,54,Oct-22,35,36,3
3874,18,2,TBD,TBD,TBD,TBD
3875,427,54,TBD,TBD,TBD,TBD
3876,200,19,Oct-22,39,40,4
3877,93,3,TBD,TBD,TBD,TBD
3883,470,60,TBD,TBD,TBD,TBD
3884,367,46,TBD,TBD,TBD,TBD
3886,80,6,Oct-22,37,38,4
3887,115,9,Oct-22,39,40,5
3888,86,6,Oct-22,35,36,4
3889,299,26,TBD,TBD,TBD,TBD
3891,269,25,TBD,TBD,TBD,TBD
3893,269,25,TBD,TBD,TBD,TBD
3894,259,41,TBD,TBD,TBD,TBD
3896,368,46,Oct-22,39,40,5
3897,400,56,TBD,TBD,TBD,TBD
3912,176,17,TBD,TBD,TBD,TBD
3947,458,57,TBD,TBD,TBD,TBD
4049,266,25,TBD,TBD,TBD,TBD
4055,87,6,Oct-22,39,40,3
4063,105,9,Oct-22,37,38,3
4064,289,75,Oct-22,39,40,3
4065,300,26,Oct-22,35,36,3
4068,582,54,TBD,TBD,TBD,TBD
4101,465,57,TBD,TBD,TBD,TBD
4102,86,6,Oct-22,37,38,3
4103,77,6,Oct-22,35,36,3
4108,323,42,TBD,TBD,TBD,TBD
4111,65,6,Oct-22,39,40,3
4112,569,6,Oct-22,37,38,3
4115,87,6,Oct-22,35,36,4
4118,256,41,TBD,TBD,TBD,TBD
4129,128,13,Oct-22,37,38,3
4130,82,5,TBD,TBD,TBD,TBD
4131,506,6,Oct-22,35,36,4
4132,465,57,TBD,TBD,TBD,TBD
4137,467,60,Oct-22,35,36,3
4144,30,3,Oct-22,37,38,3
4153,175,17,TBD,TBD,TBD,TBD
4156,181,16,TBD,TBD,TBD,TBD
4161,110,9,Oct-22,39,40,2
4162,506,6,Oct-22,39,40,4
4163,82,5,TBD,TBD,TBD,TBD
4164,55,5,Oct-22,37,38,3
4165,479,5,TBD,TBD,TBD,TBD
4166,121,2,Oct-22,37,38,3
4168,326,42,TBD,TBD,TBD,TBD
4171,466,57,Oct-22,39,40,3
4176,477,60,Oct-22,39,40,3
4183,85,6,Oct-22,35,36,3
4185,24,2,TBD,TBD,TBD,TBD
4187,137,12,Oct-22,39,40,3
4191,287,75,Oct-22,37,38,3
4194,84,6,Oct-22,37,38,3
4195,352,44,Oct-22,39,40,4
4200,16,3,Oct-22,35,36,5
4201,385,46,TBD,TBD,TBD,TBD
4202,455,56,Oct-22,37,38,4
4203,365,57,Oct-22,39,40,4
4208,401,54,Oct-22,35,36,2
4209,407,47,TBD,TBD,TBD,TBD
4215,55,5,Oct-22,35,36,3
4216,580,25,TBD,TBD,TBD,TBD
4219,82,5,TBD,TBD,TBD,TBD
4221,477,60,Oct-22,37,38,4
4223,122,2,Oct-22,39,40,5
4224,304,4,Oct-22,39,40,4
4226,119,2,TBD,TBD,TBD,TBD
4230,248,21,Oct-22,39,40,4
4231,248,21,Oct-22,37,38,5
4232,370,46,Oct-22,35,36,4
4235,251,25,Oct-22,39,40,4
4237,42,4,Oct-22,37,38,4
4238,449,57,Oct-22,37,38,4
4239,392,56,TBD,TBD,TBD,TBD
4240,53,5,TBD,TBD,TBD,TBD
4241,352,44,Oct-22,37,38,4
4243,205,19,Oct-22,39,40,5
4244,412,52,Oct-22,37,38,3
4246,412,52,TBD,TBD,TBD,TBD
4247,383,54,TBD,TBD,TBD,TBD
4249,474,60,TBD,TBD,TBD,TBD
4250,297,26,Oct-22,35,36,4
4252,364,46,TBD,TBD,TBD,TBD
4253,412,52,TBD,TBD,TBD,TBD
4255,214,20,TBD,TBD,TBD,TBD
4256,414,52,TBD,TBD,TBD,TBD
4257,425,53,Oct-22,37,38,5
4258,291,75,TBD,TBD,TBD,TBD
4259,272,25,TBD,TBD,TBD,TBD
4260,107,9,TBD,TBD,TBD,TBD
4262,89,9,TBD,TBD,TBD,TBD
4272,401,54,TBD,TBD,TBD,TBD
4273,300,26,Oct-22,35,36,4
4274,305,4,TBD,TBD,TBD,TBD
4276,226,17,Oct-22,39,40,4
4277,316,20,TBD,TBD,TBD,TBD
4278,317,20,Oct-22,37,38,3
4279,44,5,TBD,TBD,TBD,TBD
4281,436,53,Oct-22,35,36,2
4283,16,3,Oct-22,39,40,3
4284,380,47,Oct-22,37,38,4
4285,214,20,TBD,TBD,TBD,TBD
4286,265,25,TBD,TBD,TBD,TBD
4288,379,47,Oct-22,37,38,5
4295,134,13,Oct-22,35,36,4
4298,59,6,Oct-22,35,36,5
4299,71,46,TBD,TBD,TBD,TBD
4303,553,9,Oct-22,37,38,3
4309,455,56,Oct-22,35,36,3
4317,447,57,Oct-22,39,40,3
4318,8,14,TBD,TBD,TBD,TBD
4321,409,44,Oct-22,35,36,4
4322,407,47,TBD,TBD,TBD,TBD
4323,262,25,TBD,TBD,TBD,TBD
4325,365,57,Oct-22,39,40,5
4330,13,14,TBD,TBD,TBD,TBD
4332,90,9,TBD,TBD,TBD,TBD
4333,1,14,TBD,TBD,TBD,TBD
4334,294,2,Oct-22,35,36,5
4335,391,47,TBD,TBD,TBD,TBD
4336,368,46,Oct-22,35,36,4
4337,365,57,Oct-22,35,36,3
4340,445,57,Oct-22,37,38,4
4341,387,46,Oct-22,35,36,2
4348,237,22,TBD,TBD,TBD,TBD
4350,287,75,Oct-22,39,40,3
4352,427,54,Oct-22,39,40,5
4355,364,46,TBD,TBD,TBD,TBD
4356,396,57,TBD,TBD,TBD,TBD
4358,432,47,Oct-22,35,36,4
4359,469,60,TBD,TBD,TBD,TBD
4365,90,9,TBD,TBD,TBD,TBD
4368,93,3,TBD,TBD,TBD,TBD
4370,392,56,TBD,TBD,TBD,TBD
4372,320,75,TBD,TBD,TBD,TBD
4374,421,52,TBD,TBD,TBD,TBD
4377,388,54,Oct-22,37,38,2
4378,285,75,TBD,TBD,TBD,TBD
4381,333,40,TBD,TBD,TBD,TBD
4383,197,19,Oct-22,39,40,4
4384,36,4,TBD,TBD,TBD,TBD
4387,156,16,Oct-22,37,38,5
4389,181,16,TBD,TBD,TBD,TBD
4392,445,57,Oct-22,37,38,4
4393,454,56,Oct-22,35,36,3
4394,474,60,Oct-22,37,38,4
4395,474,60,TBD,TBD,TBD,TBD
4399,247,21,Oct-22,39,40,5
4403,187,17,Oct-22,35,36,2
4404,233,22,Oct-22,39,40,3
4405,264,25,TBD,TBD,TBD,TBD
4407,8,14,TBD,TBD,TBD,TBD
4409,22,2,TBD,TBD,TBD,TBD
4410,304,4,Oct-22,37,38,4
4412,382,54,TBD,TBD,TBD,TBD
4414,152,41,TBD,TBD,TBD,TBD
4416,67,6,Oct-22,39,40,3
4417,251,25,Oct-22,37,38,5
4420,41,4,Oct-22,39,40,4
4423,280,75,Oct-22,39,40,5
4424,206,19,Oct-22,37,38,4
4427,97,3,Oct-22,37,38,3
4428,294,2,Oct-22,37,38,4
4430,373,46,Oct-22,35,36,5
4435,149,12,Oct-22,35,36,4
4436,24,2,TBD,TBD,TBD,TBD
4438,403,54,TBD,TBD,TBD,TBD
4439,201,19,TBD,TBD,TBD,TBD
4440,41,4,Oct-22,37,38,4
4444,98,3,Oct-22,39,40,5
4446,107,9,Oct-22,35,36,4
4450,242,41,TBD,TBD,TBD,TBD
4451,373,46,Oct-22,39,40,5
4456,558,22,Oct-22,35,36,5
4457,38,4,Oct-22,35,36,2
4458,299,26,TBD,TBD,TBD,TBD
4459,301,26,Oct-22,39,40,4
4460,324,42,TBD,TBD,TBD,TBD
4461,259,41,TBD,TBD,TBD,TBD
4471,381,54,TBD,TBD,TBD,TBD
4472,20,2,TBD,TBD,TBD,TBD
4474,469,60,TBD,TBD,TBD,TBD
4475,362,40,TBD,TBD,TBD,TBD
4476,290,75,TBD,TBD,TBD,TBD
4477,308,26,Oct-22,37,38,3
4479,207,19,Oct-22,39,40,4
4482,153,12,Oct-22,35,36,4
4483,149,12,TBD,TBD,TBD,TBD
4484,297,26,Oct-22,39,40,4
4487,39,2,Oct-22,35,36,5
4488,451,56,Oct-22,37,38,3
4497,13,14,Oct-22,37,38,4
4499,299,26,TBD,TBD,TBD,TBD
4501,235,20,Oct-22,35,36,3
4503,49,5,TBD,TBD,TBD,TBD
4506,41,4,Oct-22,35,36,4
4508,80,6,Oct-22,39,40,5
4509,48,5,Oct-22,35,36,3
4511,279,25,TBD,TBD,TBD,TBD
4512,65,6,Oct-22,35,36,3
4514,286,75,Oct-22,39,40,3
4520,97,3,Oct-22,39,40,4
4521,41,4,Oct-22,39,40,5
4526,63,6,Oct-22,39,40,4
4529,266,25,TBD,TBD,TBD,TBD
4531,265,25,TBD,TBD,TBD,TBD
4533,145,12,Oct-22,35,36,3
4538,67,6,Oct-22,39,40,4
4540,203,19,TBD,TBD,TBD,TBD
4543,365,57,Oct-22,35,36,3
4553,361,40,Oct-22,37,38,5
4554,82,5,TBD,TBD,TBD,TBD
4556,29,4,Oct-22,35,36,3
4557,396,57,TBD,TBD,TBD,TBD
4558,25,2,TBD,TBD,TBD,TBD
4564,299,26,Oct-22,39,40,5
4567,379,47,Oct-22,35,36,5
4568,432,47,TBD,TBD,TBD,TBD
4569,427,54,TBD,TBD,TBD,TBD
4570,164,17,TBD,TBD,TBD,TBD
4574,306,4,Oct-22,37,38,4
4581,1,14,TBD,TBD,TBD,TBD
4583,35,2,Oct-22,35,36,3
4588,91,9,TBD,TBD,TBD,TBD
4590,361,40,Oct-22,35,36,4
4593,42,4,Oct-22,37,38,4
4594,305,4,Oct-22,35,36,3
4597,195,17,Oct-22,39,40,4
