Store,,MAR,69,YTD,70,MAR,71,YTD,72,MAR,73,YTD,74,MAR,75,YTD,76,MAR,77,YTD,78,MAR,79,YTD,80,MAR,81,YTD,82,MAR,83,YTD,84,MAR,85,YTD,86,MAR,87,YTD,88
Total,B,3.58%,,5.23%,G,11.18%,,16.23%,,12.60%,,17.09%,,-1.40%,R,4.74%,,0.7,,0.8,,45.38%,,44.03%,,0.15,,0.17,,74.84%,,74.60%,,0:48:22,,0:48:14,,220/394,,107/394,
&nbsp;,B,3.12%,,2.73%,G,9.86%,,10.66%,,11.98%,,11.69%,,-0.23%,R,0.93%,,0.61,R,0.59,R,50.43%,,49.89%,,0.27,,0.24,,75.50%,,73.17%,,0:47:46,,0:47:04,,24/34,,20/34,
497,,7.69%,,2.00%,,19.33%,,12.97%,,19.64%,,12.83%,,1.77%,,-0.12%,,10,,31,,59.42%,G,62.10%,G,5,,12,,98.23%,G,95.47%,G,0:22:00,G,0:21:39,G,285/2576,G,618/2576,
1053,,14.43%,G,8.84%,G,29.34%,G,32.08%,G,13.91%,,11.57%,,19.83%,G,29.38%,G,25,,51,,43.93%,,46.70%,,4,,11,,112.14%,G,110.85%,G,0:28:02,G,0:26:49,G,79/2576,G,53/2576,G
3294,,13.94%,G,10.40%,G,41.14%,G,31.95%,G,34.94%,G,22.73%,,37.36%,G,30.13%,G,0,R,1,R,37.43%,R,39.25%,,4,,6,,59.78%,,61.54%,,0:28:15,G,0:26:40,G,151/2576,G,243/2576,G
4450,,5.65%,,3.86%,,19.43%,,17.33%,,23.62%,,22.84%,,21.52%,G,27.78%,G,20,,46,,46.58%,,47.56%,,10,,19,,90.54%,,83.65%,,0:27:00,G,0:26:31,G,209/2576,G,245/2576,G
5417,,6.28%,,5.03%,,9.68%,,7.70%,,29.41%,G,14.38%,,1.51%,,3.81%,,23,,40,,53.88%,,53.44%,,16,G,35,G,16.12%,R,17.59%,R,0:55:35,,0:54:22,,1354/2576,,1510/2576,
5418,,-0.26%,,-2.04%,,5.85%,,4.42%,,12.13%,,13.37%,,-13.03%,R,-12.08%,R,221,G,320,G,59.90%,G,57.90%,G,12,,28,,68.46%,,70.16%,,0:43:15,,0:44:17,,1434/2576,,1533/2576,
7290,,16.08%,G,5.59%,,39.49%,G,31.58%,G,24.26%,,33.59%,G,39.17%,G,25.89%,G,9,,15,,55.52%,G,52.94%,,2,R,5,,71.67%,,68.79%,,0:49:38,,0:51:10,,269/2576,G,410/2576,G
Total,B,7.59%,G,3.95%,,16.95%,,14.08%,,18.75%,,15.99%,,5.61%,,6.74%,,1.42,G,1.2,,52.69%,G,52.78%,G,0.24,,0.28,,70.00%,,69.13%,,0:36:42,G,0:36:56,G,27/394,G,53/394,G
922,,-2.15%,,-4.52%,R,3.20%,,6.07%,,4.47%,,10.64%,,-11.89%,R,-16.74%,R,9,,17,,48.99%,,44.22%,,1,R,2,R,57.49%,,58.47%,,0:50:15,,0:48:53,,2219/2576,R,2158/2576,R
1033,,15.00%,G,10.05%,G,19.60%,,16.84%,,10.85%,,8.29%,,22.86%,G,17.73%,G,43,,65,,50.21%,,51.85%,,6,,15,,34.90%,R,37.34%,R,0:39:53,,0:39:18,,532/2576,,649/2576,
1142,,7.52%,,2.12%,,6.18%,,11.62%,,10.98%,,14.64%,,9.28%,,10.11%,,7,,8,R,39.14%,,41.62%,,6,,8,,68.26%,,59.52%,,0:33:05,G,0:32:08,G,1159/2576,,1079/2576,
1160,,-0.63%,,-3.77%,R,-2.28%,R,4.23%,,8.64%,,10.14%,,-1.05%,,7.09%,,4,R,12,R,58.60%,G,55.32%,G,1,R,3,R,65.79%,,65.26%,,0:34:49,G,0:37:07,,1828/2576,,1606/2576,
1180,,2.54%,,-1.55%,,-2.47%,R,0.63%,,-1.26%,R,4.04%,,0.65%,,8.07%,,13,,23,,34.20%,R,34.17%,R,6,,12,,34.92%,R,39.55%,R,0:29:05,G,0:29:12,G,1955/2576,,1802/2576,
1327,,5.31%,,1.61%,,-1.94%,R,-4.98%,R,3.14%,,1.87%,,-8.55%,R,-8.36%,R,16,,29,,44.44%,,45.05%,,4,,8,,84.91%,,84.08%,,0:42:17,,0:44:49,,1821/2576,,2058/2576,
1476,,17.37%,G,13.71%,G,60.53%,G,63.22%,G,45.07%,G,50.77%,G,41.97%,G,35.59%,G,48,G,111,G,49.65%,,48.05%,,3,,16,,78.52%,,76.79%,,0:47:38,,0:46:08,,84/2576,G,65/2576,G
2691,,1.78%,,-0.15%,,9.69%,,6.44%,,15.54%,,8.07%,,-4.59%,,-6.71%,,34,,53,,58.45%,G,57.68%,G,1,R,3,R,78.96%,,72.44%,,0:43:11,,0:46:12,,1269/2576,,1677/2576,
7087,,0.98%,,-1.60%,,-2.37%,R,-4.02%,R,5.69%,,3.04%,,-13.39%,R,-11.00%,R,31,,67,,44.39%,,48.90%,,2,R,4,R,46.88%,,45.45%,,0:40:43,,0:39:41,,2123/2576,R,2179/2576,R
Total,B,4.97%,,1.52%,,10.06%,,10.62%,,12.52%,,12.76%,,3.03%,,2.99%,,0.73,,0.71,,48.38%,,48.28%,,0.11,R,0.13,,61.03%,,59.90%,,0:41:08,,0:41:00,,182/394,,198/394,
884,,4.21%,,-1.54%,,-0.30%,R,-4.83%,R,-17.43%,R,-13.22%,R,11.20%,,3.34%,,8,,13,,48.49%,,44.13%,,3,,4,R,106.98%,G,96.75%,G,0:37:33,,0:37:33,,1509/2576,,1970/2576,
1141,,2.67%,,2.11%,,1.14%,,7.42%,,7.21%,,9.43%,,-4.44%,,6.09%,,14,,56,,60.11%,G,58.33%,G,1,R,4,R,93.74%,,94.83%,G,0:34:45,G,0:36:08,,1448/2576,,1004/2576,
1459,,-0.77%,,-1.71%,,19.21%,,8.35%,,17.38%,,12.21%,,5.17%,,-2.99%,,7,,7,R,47.16%,,44.87%,,0,R,0,R,41.81%,,33.08%,R,0:38:39,,0:39:27,,1152/2576,,1849/2576,
1580,,4.52%,,6.10%,,1.85%,,3.09%,,14.61%,,10.47%,,-25.21%,R,-8.42%,R,23,,32,,41.26%,,40.70%,,20,G,25,,33.57%,R,35.27%,R,0:59:58,R,1:03:56,R,2113/2576,R,2056/2576,
2787,,21.17%,G,14.83%,G,55.75%,G,56.42%,G,63.06%,G,46.96%,G,73.72%,G,67.77%,G,14,,16,,47.98%,,45.43%,,0,R,0,R,12.56%,R,15.98%,R,0:35:55,G,0:34:53,G,164/2576,G,229/2576,G
3435,,-5.49%,R,-1.08%,,-0.85%,R,6.88%,,16.67%,,10.89%,,-7.31%,,4.77%,,27,,63,,50.57%,,46.74%,,2,R,2,R,96.34%,G,96.62%,G,0:49:50,,0:49:16,,1900/2576,,1479/2576,
3529,,11.50%,G,4.54%,,-1.56%,R,-8.88%,R,1.12%,,-1.68%,R,16.36%,,-2.90%,,35,,61,,61.88%,G,64.13%,G,1,R,6,,13.13%,R,12.56%,R,1:09:43,R,1:11:33,R,2060/2576,,2394/2576,R
5443,,9.03%,G,2.00%,,18.02%,,8.62%,,8.62%,,-1.84%,R,16.23%,,2.96%,,46,G,61,,49.48%,,49.94%,,22,G,33,G,75.68%,,71.81%,,1:08:31,R,1:08:35,R,860/2576,,1698/2576,
Total,B,4.76%,,2.37%,,7.62%,,6.11%,,9.49%,,6.39%,,5.92%,,5.78%,,0.7,,0.64,,51.48%,,49.11%,,0.2,,0.15,,74.08%,,71.70%,,0:49:19,,0:50:41,,229/394,,293/394,
828,,-1.34%,,-2.93%,,21.40%,,20.08%,,47.89%,G,43.69%,G,-4.23%,,-0.37%,,3,R,5,R,55.51%,G,52.79%,,12,,14,,88.19%,,82.83%,,1:02:28,R,0:53:57,,1049/2576,,1054/2576,
902,,7.66%,,1.28%,,-1.29%,R,0.39%,R,-5.74%,R,-6.19%,R,3.61%,,5.29%,,12,,18,,54.30%,,51.57%,,7,,9,,102.74%,G,99.90%,G,1:04:48,R,0:57:17,,1834/2576,,1912/2576,
995,,22.07%,G,12.63%,G,48.12%,G,42.01%,G,76.67%,G,68.81%,G,29.57%,G,18.76%,G,7,,20,,35.98%,R,40.69%,,4,,7,,101.99%,G,99.75%,G,0:48:23,,0:48:18,,139/2576,G,174/2576,G
1310,,0.82%,,-3.01%,,5.98%,,3.60%,,5.39%,,7.05%,,10.56%,,-1.29%,,3,R,7,R,40.50%,,41.20%,,1,R,5,,54.52%,,65.71%,,0:26:57,G,0:25:48,G,1524/2576,,1752/2576,
1356,,16.49%,G,18.08%,G,28.86%,G,42.59%,G,23.92%,,23.84%,,12.47%,,28.68%,G,59,G,80,,52.88%,,50.90%,,4,,4,R,110.03%,G,108.66%,G,0:47:36,,0:43:53,,155/2576,G,59/2576,G
1991,,17.91%,G,10.28%,G,12.14%,,7.20%,,17.89%,,9.45%,,10.25%,,8.83%,,8,,18,,39.09%,,32.70%,R,2,R,4,R,96.18%,G,93.26%,G,0:51:43,,0:50:02,,988/2576,,1376/2576,
4235,,4.05%,,4.09%,,11.81%,,14.66%,,7.14%,,9.93%,,18.46%,,20.39%,G,19,,39,,53.54%,,54.24%,G,10,,20,,61.24%,,67.52%,,0:57:15,,0:55:23,,1274/2576,,986/2576,
4417,,7.87%,G,3.64%,,15.63%,,16.20%,,9.35%,,17.19%,,3.43%,,6.69%,,31,,45,,46.65%,,41.85%,,13,,31,G,38.92%,R,33.92%,R,1:10:15,R,1:13:09,R,1371/2576,,1350/2576,
Total,B,8.93%,G,5.00%,G,15.03%,,15.48%,,15.23%,,15.19%,,11.42%,,11.26%,,0.57,,0.48,,47.37%,,45.98%,,0.21,,0.2,,80.80%,,81.79%,G,0:51:48,,0:49:22,,95/394,,96/394,
143,,5.06%,,2.87%,,23.13%,,26.99%,G,28.57%,G,29.05%,G,-1.00%,,0.80%,,1,R,13,,47.56%,,49.30%,,2,R,8,,96.22%,G,94.44%,G,0:19:20,G,0:20:18,G,368/2576,G,256/2576,G
204,,-0.40%,,2.16%,,0.23%,,7.58%,,4.46%,,1.95%,,-10.28%,R,1.58%,,46,G,56,,39.88%,,36.63%,R,8,,12,,64.95%,,64.56%,,0:55:59,,0:53:17,,2193/2576,R,1788/2576,
282,,3.33%,,3.56%,,3.04%,,7.31%,,-2.66%,R,-3.78%,R,7.25%,,11.58%,,22,,54,,35.74%,R,35.12%,R,15,G,20,,82.23%,,83.58%,,1:09:31,R,1:02:47,R,1948/2576,,1645/2576,
294,,4.25%,,-1.13%,,-0.53%,R,3.96%,,-0.27%,,3.32%,,-16.54%,R,-14.50%,R,25,,42,,44.12%,,39.25%,,2,R,10,,60.19%,,62.05%,,0:34:29,G,0:34:30,G,1894/2576,,1854/2576,
430,,6.22%,,6.18%,,24.91%,,18.48%,,0.16%,,0.68%,,16.74%,,21.69%,G,136,G,149,G,40.17%,,36.82%,R,35,G,36,G,73.64%,,68.64%,,0:51:56,,0:49:13,,686/2576,,841/2576,
431,,8.71%,G,5.76%,,21.69%,,19.46%,,14.57%,,12.30%,,23.21%,G,13.44%,,23,,58,,40.98%,,40.11%,,9,,24,,90.49%,,91.95%,,0:44:07,,0:40:41,,404/2576,G,421/2576,G
491,,-0.23%,,1.49%,,-9.77%,R,-0.11%,R,-11.62%,R,-0.40%,R,-21.93%,R,-11.11%,R,25,,32,,42.82%,,42.51%,,7,,11,,75.90%,,72.88%,,1:25:53,R,1:18:03,R,2503/2576,R,2334/2576,R
653,,4.55%,,0.64%,,8.25%,,6.12%,,14.34%,,11.16%,,4.64%,,5.09%,,51,G,61,,52.98%,,50.61%,,5,,8,,72.37%,,64.80%,,1:06:23,R,1:02:01,R,1444/2576,,1727/2576,
655,,9.36%,G,6.12%,,18.00%,,10.86%,,34.68%,G,15.77%,,6.38%,,11.12%,,21,,43,,45.75%,,41.83%,,6,,16,,87.02%,,88.94%,,1:01:29,R,1:07:48,R,777/2576,,1201/2576,
736,,5.04%,,3.06%,,11.53%,,8.06%,,5.11%,,1.14%,,19.75%,G,17.72%,G,9,,9,R,44.53%,,40.50%,,33,G,39,G,68.22%,,57.44%,,0:53:21,,1:00:39,R,1253/2576,,1707/2576,
3362,,-3.36%,R,-5.09%,R,5.37%,,-1.19%,R,8.86%,,9.31%,,0.29%,,-7.75%,R,10,,17,,60.06%,G,56.25%,G,1,R,1,R,31.05%,R,29.34%,R,0:57:48,,0:56:48,,2143/2576,R,2436/2576,R
Total,B,3.65%,,2.08%,,8.91%,,9.27%,,7.85%,,7.43%,,1.05%,,3.10%,,1.08,,0.81,,46.14%,,43.60%,,0.36,,0.28,,71.60%,,68.99%,,0:52:39,,0:51:17,,256/394,,264/394,
299,,-0.52%,,-1.10%,,2.75%,,3.18%,,1.34%,,2.18%,,-11.39%,R,-5.47%,,12,,24,,49.30%,,48.53%,,11,,20,,110.81%,G,106.59%,G,1:00:20,R,1:02:39,R,1961/2576,,1938/2576,
333,,1.27%,,-1.51%,,-1.41%,R,5.60%,,-7.01%,R,1.59%,,-7.53%,,-0.90%,,0,R,0,R,38.19%,R,40.53%,,1,R,1,R,29.98%,R,32.06%,R,0:36:50,,0:39:40,,2323/2576,R,2117/2576,R
694,,5.37%,,2.66%,,-4.16%,R,-2.06%,R,8.67%,,12.20%,,-2.91%,,-3.11%,,10,,27,,43.09%,,38.31%,,2,R,5,,84.91%,,85.79%,,0:52:10,,0:56:49,,2029/2576,,2037/2576,
701,,6.18%,,3.30%,,11.89%,,15.04%,,22.83%,,22.67%,,7.21%,,3.59%,,31,,58,,44.92%,,42.47%,,3,,7,,75.38%,,74.61%,,0:38:04,,0:35:48,,788/2576,,754/2576,
1263,,13.93%,G,7.17%,G,52.27%,G,39.01%,G,69.54%,G,53.12%,G,29.95%,G,2.65%,,2,R,2,R,42.98%,,39.97%,,5,,7,,91.06%,,95.08%,G,1:03:26,R,1:02:52,R,303/2576,G,614/2576,
1341,,13.11%,G,3.28%,,20.93%,,18.62%,,13.41%,,14.24%,,27.83%,G,15.92%,,47,G,81,,47.39%,,49.94%,,9,,14,,88.73%,,83.96%,,0:47:27,,0:48:23,,352/2576,G,586/2576,
1676,,7.84%,G,7.45%,G,14.11%,,16.95%,,5.41%,,13.12%,,7.26%,,10.64%,,5,R,24,,43.10%,,39.49%,,3,,9,,107.97%,G,100.33%,G,0:21:26,G,0:22:50,G,606/2576,,363/2576,G
3363,,7.22%,,6.21%,,22.05%,,25.94%,G,28.06%,G,26.97%,G,17.66%,,16.33%,,9,,11,R,29.74%,R,29.96%,R,4,,6,,84.57%,,79.76%,,0:47:38,,0:48:35,,604/2576,,586/2576,
5236,,10.10%,G,6.26%,,23.78%,,19.00%,,23.04%,,16.96%,,20.13%,G,10.71%,,9,,11,R,45.77%,,44.65%,,2,R,3,R,86.44%,,72.78%,,1:00:40,R,0:54:10,,664/2576,,1005/2576,
5728,,2.70%,,0.01%,,3.49%,,-0.58%,R,6.22%,,-9.47%,R,-5.02%,,-1.03%,,19,,38,,55.18%,,53.40%,,14,,24,,100.84%,G,99.11%,G,0:49:19,,0:49:25,,1496/2576,,1824/2576,
Total,B,6.34%,G,3.28%,,12.81%,,13.05%,,14.31%,,13.63%,,6.09%,,4.23%,,0.46,,0.46,,43.56%,,42.20%,,0.17,,0.16,,84.91%,G,81.70%,G,0:47:02,,0:47:02,,141/394,,162/394,
445,,8.44%,G,3.42%,,20.90%,,12.72%,,10.17%,,9.86%,,21.15%,G,7.84%,,15,,37,,52.40%,,54.24%,G,8,,16,,61.82%,,58.06%,,0:47:33,,0:44:25,,645/2576,,1078/2576,
589,,7.71%,,2.09%,,2.14%,,3.88%,,14.01%,,5.39%,,3.84%,,8.22%,,10,,16,,59.51%,G,58.50%,G,2,R,5,,36.79%,R,43.51%,,0:41:34,,0:42:24,,1540/2576,,1662/2576,
729,,-1.89%,,-0.86%,,-18.15%,R,-8.96%,R,-2.81%,R,-5.48%,R,-18.95%,R,-7.20%,R,1,R,1,R,49.91%,,50.17%,,2,R,2,R,46.87%,,33.99%,R,0:58:16,,0:54:04,,2552/2576,R,2524/2576,R
1165,,-15.70%,R,-13.59%,R,-24.85%,R,-10.86%,R,-19.77%,R,-7.70%,R,-15.76%,R,-7.57%,R,2,R,2,R,47.04%,,49.37%,,0,R,0,R,55.58%,,58.24%,,0:39:41,,0:40:36,,2522/2576,R,2476/2576,R
4118,,5.58%,,3.03%,,20.46%,,18.17%,,34.98%,G,25.97%,G,25.10%,G,15.47%,,5,R,7,R,56.61%,G,51.63%,,1,R,1,R,42.27%,,46.11%,,0:40:29,,0:39:40,,586/2576,,816/2576,
Total,B,0.00%,,-1.67%,R,-3.16%,R,1.21%,R,3.62%,R,4.21%,R,-1.09%,,1.07%,,0.21,R,0.21,R,52.29%,,52.16%,G,0.08,R,0.08,R,50.14%,R,49.17%,R,0:43:39,,0:42:50,,377/394,R,374/394,R
665,,-1.68%,,1.47%,,-2.25%,R,4.01%,,-0.63%,,0.94%,,-4.12%,,-6.09%,,31,,72,,54.12%,,56.80%,G,5,,13,,78.67%,,75.84%,,0:57:44,,0:53:34,,2190/2576,R,1803/2576,
689,,-2.36%,,-2.98%,,0.71%,,-0.45%,R,2.53%,,1.78%,,0.00%,,1.58%,,6,,37,,36.76%,R,39.93%,,4,,8,,43.62%,,43.95%,,0:59:52,,0:59:47,R,2390/2576,R,2365/2576,R
711,,4.11%,,2.37%,,7.12%,,9.05%,,-8.43%,R,-0.58%,R,9.10%,,3.79%,,15,,21,,43.10%,,42.54%,,8,,15,,93.10%,,93.34%,G,1:07:57,R,1:08:44,R,1713/2576,,1714/2576,
719,,2.70%,,0.08%,,8.74%,,3.54%,,5.09%,,-5.15%,R,6.63%,,-0.19%,,85,G,151,G,45.90%,,45.08%,,8,,24,,52.22%,,49.82%,,0:56:05,,0:55:35,,1564/2576,,2022/2576,
1048,,17.41%,G,13.49%,G,24.43%,,16.92%,,14.61%,,9.83%,,28.57%,G,16.50%,G,0,R,6,R,41.18%,,41.77%,,1,R,4,R,90.65%,,93.20%,G,0:50:03,,0:48:47,,591/2576,,855/2576,
1190,,7.33%,,4.58%,,5.64%,,6.92%,,15.35%,,8.70%,,0.76%,,-0.80%,,2,R,7,R,48.09%,,45.93%,,4,,5,,39.51%,R,45.60%,,0:41:15,,0:40:47,,1531/2576,,1613/2576,
1234,,3.00%,,-0.75%,,15.74%,,14.09%,,9.01%,,15.49%,,7.08%,,5.75%,,13,,28,,44.74%,,46.70%,,13,,27,,69.07%,,60.94%,,0:31:22,G,0:28:51,G,757/2576,,866/2576,
Total,B,3.42%,,1.85%,,7.57%,,6.78%,,5.55%,,4.52%,R,6.02%,,2.52%,,0.7,,0.77,,43.63%,,44.34%,,0.2,,0.23,,65.35%,,64.96%,,0:51:12,,0:50:23,,297/394,,303/394,
493,,-1.82%,,1.00%,,0.81%,,6.50%,,0.22%,,5.48%,,-4.19%,,2.66%,,26,,65,,37.82%,R,37.16%,R,10,,28,,112.61%,G,111.61%,G,0:30:43,G,0:29:11,G,1532/2576,,1039/2576,
507,,4.08%,,1.77%,,-14.12%,R,-11.94%,R,-1.41%,R,2.12%,,-5.30%,,-3.17%,,9,,10,R,29.80%,R,36.71%,R,5,,13,,17.10%,R,14.30%,R,0:37:24,,0:37:10,,2307/2576,R,2279/2576,R
519,,7.32%,,2.91%,,36.18%,G,26.47%,G,40.08%,G,36.80%,G,20.98%,G,4.41%,,2,R,4,R,49.85%,,48.40%,,2,R,4,R,35.52%,R,36.26%,R,0:29:04,G,0:28:59,G,268/2576,G,533/2576,
571,,3.12%,,2.50%,,3.70%,,3.46%,,6.09%,,6.44%,,8.75%,,3.71%,,26,,54,,43.86%,,46.41%,,15,G,23,,100.95%,G,101.79%,G,0:52:50,,0:48:52,,1432/2576,,1411/2576,
584,,-0.32%,,-5.55%,R,9.44%,,5.30%,,16.13%,,13.26%,,-2.10%,,-13.70%,R,15,,21,,25.88%,R,28.16%,R,5,,7,,43.22%,,39.97%,R,0:31:53,G,0:28:49,G,1465/2576,,1917/2576,
692,,3.47%,,0.21%,,2.91%,,14.07%,,-4.33%,R,-2.28%,R,4.41%,,12.47%,,21,,38,,49.03%,,60.48%,G,1,R,4,R,59.25%,,76.45%,,0:47:08,,0:53:38,,1875/2576,,1351/2576,
720,,0.94%,,-0.63%,,-0.02%,R,-0.41%,R,-5.45%,R,-0.19%,R,-3.16%,,-0.80%,,19,,29,,48.35%,,45.23%,,2,R,3,R,67.56%,,60.06%,,0:46:15,,0:47:57,,2097/2576,R,2182/2576,R
1210,,10.35%,G,6.47%,G,16.15%,,20.76%,,12.45%,,18.93%,,9.28%,,14.36%,,34,,65,,42.17%,,43.63%,,6,,9,,107.39%,G,108.75%,G,0:34:31,G,0:34:43,G,374/2576,G,220/2576,G
2628,,-9.52%,R,-8.17%,R,-6.78%,R,-9.65%,R,-13.57%,R,-10.66%,R,-10.21%,R,-9.64%,R,5,R,7,R,39.69%,,41.88%,,3,,3,R,21.37%,R,21.80%,R,1:13:03,R,1:13:56,R,2570/2576,R,2573/2576,R
Total,B,1.46%,,-0.42%,,2.82%,R,4.28%,R,3.57%,R,6.09%,R,0.37%,,0.36%,,0.56,,0.54,,41.03%,,43.55%,,0.18,,0.17,,58.59%,,59.25%,,0:42:41,,0:42:37,,352/394,R,342/394,R
196,,-4.98%,R,-9.60%,R,8.06%,,4.52%,,9.98%,,7.20%,,-12.30%,R,-15.38%,R,63,G,105,G,34.25%,R,38.28%,,13,,18,,83.56%,,79.73%,,0:41:33,,0:39:58,,1568/2576,,1831/2576,
216,,9.98%,G,6.45%,G,26.75%,G,22.69%,,45.72%,G,39.13%,G,8.96%,,5.62%,,9,,25,,52.75%,,52.50%,,3,,11,,50.76%,,51.78%,,0:46:45,,0:48:40,,512/2576,G,639/2576,
222,,-1.20%,,-3.28%,,3.90%,,4.30%,,3.77%,,2.15%,,-13.10%,R,-4.47%,,4,R,6,R,49.16%,,46.67%,,11,,15,,68.56%,,69.55%,,0:51:18,,0:50:13,,2085/2576,R,2086/2576,R
237,,5.78%,,1.07%,,2.39%,,-1.95%,R,-14.19%,R,-4.27%,R,9.50%,,-1.16%,,35,,48,,62.00%,G,62.65%,G,9,,33,G,108.17%,G,110.29%,G,0:54:47,,0:53:55,,1447/2576,,1767/2576,
262,,1.09%,,-1.37%,,15.84%,,6.28%,,14.71%,,6.77%,,3.85%,,-2.64%,,9,,15,,61.30%,G,57.87%,G,5,,11,,92.68%,,89.97%,,0:29:42,G,0:31:40,G,597/2576,,1319/2576,
302,,12.80%,G,0.19%,,14.51%,,5.24%,,7.24%,,9.97%,,3.99%,,-10.08%,R,16,,35,,42.63%,,37.90%,,3,,3,R,98.41%,G,98.30%,G,0:59:06,,0:54:55,,1122/2576,,1896/2576,
Total,B,4.31%,,-0.35%,,11.98%,,6.70%,,9.24%,,9.14%,,2.07%,,-3.81%,R,0.73,,0.65,,51.84%,,50.77%,,0.24,,0.25,,83.04%,G,82.60%,G,0:46:22,,0:45:57,,158/394,,280/394,
923,,-3.84%,R,0.64%,,-30.04%,R,-21.49%,R,-35.79%,R,-21.73%,R,-10.62%,R,1.86%,,1,R,1,R,46.62%,,44.67%,,0,R,0,R,55.63%,,56.18%,,0:37:20,,0:41:54,,2477/2576,R,2397/2576,R
1275,,11.67%,G,4.34%,,30.31%,G,28.54%,G,29.17%,G,34.13%,G,21.41%,G,9.78%,,20,,40,,43.30%,,41.76%,,0,R,1,R,107.98%,G,100.96%,G,0:36:20,,0:36:10,,124/2576,G,248/2576,G
1518,,6.12%,,8.38%,G,13.06%,,18.48%,,32.54%,G,27.27%,G,5.04%,,23.75%,G,0,R,0,R,47.39%,,43.95%,,0,R,0,R,29.57%,R,33.41%,R,1:01:43,R,1:04:34,R,1563/2576,,1212/2576,
1557,,11.47%,G,4.56%,,43.17%,G,30.22%,G,66.94%,G,51.92%,G,40.61%,G,28.06%,G,4,R,9,R,57.81%,G,53.06%,,0,R,1,R,50.83%,,47.93%,,0:50:30,,0:53:32,,333/2576,G,613/2576,
1655,,2.95%,,3.51%,,9.84%,,8.00%,,0.33%,,1.73%,,3.69%,,12.90%,,79,G,108,G,51.18%,,50.28%,,15,G,26,,90.88%,,86.42%,,0:40:03,,0:37:32,,1001/2576,,923/2576,
2786,,13.62%,G,10.45%,G,6.92%,,3.95%,,47.20%,G,35.64%,G,-9.35%,R,-12.54%,R,3,R,3,R,48.02%,,36.32%,R,1,R,1,R,9.25%,R,8.28%,R,0:36:33,,0:38:15,,1403/2576,,1765/2576,
2788,,5.71%,,5.13%,,16.42%,,23.47%,,24.11%,,18.18%,,40.00%,G,34.02%,G,5,R,13,,43.83%,,43.42%,,2,R,12,,24.07%,R,18.21%,R,0:29:48,G,0:31:27,G,695/2576,,468/2576,G
6476,,-3.73%,R,-1.57%,,-12.26%,R,-8.74%,R,-0.55%,,0.57%,,-28.34%,R,-6.87%,,0,R,0,R,61.07%,G,56.38%,G,0,R,0,R,84.73%,,78.19%,,0:41:23,,0:42:32,,2347/2576,R,2262/2576,R
Total,B,5.11%,,4.45%,,7.26%,,8.12%,,16.24%,,15.79%,,5.71%,,10.02%,,0.45,,0.36,R,49.59%,,46.41%,,0.07,R,0.09,R,64.30%,,60.37%,,0:41:30,,0:43:24,,202/394,,201/394,
492,,5.04%,,4.32%,,45.10%,G,46.16%,G,26.09%,G,29.78%,G,23.20%,G,16.01%,,70,G,132,G,46.71%,,47.83%,,30,G,70,G,71.36%,,74.49%,,0:53:24,,0:50:47,,257/2576,G,208/2576,G
566,,10.78%,G,4.34%,,13.00%,,16.22%,,27.35%,G,29.80%,G,10.70%,,2.72%,,5,R,10,R,35.68%,R,35.19%,R,15,G,16,,40.53%,R,39.84%,R,0:28:05,G,0:28:15,G,698/2576,,826/2576,
870,,4.85%,,4.84%,,15.54%,,19.98%,,29.10%,G,30.64%,G,-11.81%,R,6.83%,,8,,19,,28.78%,R,29.48%,R,11,,14,,100.49%,G,100.62%,G,0:57:46,,0:54:19,,1185/2576,,743/2576,
1002,,-1.07%,,-2.25%,,-7.46%,R,-2.05%,R,-10.79%,R,-2.71%,R,-17.23%,R,-9.03%,R,38,,72,,46.11%,,47.90%,,18,G,35,G,59.72%,,61.57%,,0:39:01,,0:41:17,,2170/2576,R,2026/2576,
1026,,2.38%,,-0.17%,,-2.18%,R,-1.80%,R,-0.18%,,-0.54%,R,12.20%,,7.73%,,0,R,2,R,38.33%,,37.24%,R,1,R,4,R,26.93%,R,25.03%,R,0:44:03,,0:41:28,,2226/2576,R,2240/2576,R
1162,,11.10%,G,6.21%,,12.30%,,11.29%,,3.64%,,6.21%,,38.50%,G,25.50%,G,19,,44,,41.83%,,41.70%,,14,,36,G,52.42%,,56.70%,,0:51:47,,0:49:50,,1113/2576,,1139/2576,
1371,,2.30%,,2.87%,,-6.29%,R,0.91%,,-8.08%,R,-5.56%,R,-6.27%,,5.63%,,10,,24,,34.58%,R,31.08%,R,2,R,6,,47.26%,,49.92%,,0:33:12,G,0:35:26,G,2216/2576,R,1878/2576,
1783,,1.51%,,0.60%,,-1.10%,R,2.28%,,17.11%,,13.66%,,-0.88%,,1.01%,,60,G,135,G,59.03%,G,59.53%,G,40,G,82,G,104.68%,G,107.33%,G,1:05:36,R,1:10:51,R,1556/2576,,1476/2576,
4216,,0.88%,,1.39%,,8.63%,,21.00%,,13.81%,,26.89%,G,7.54%,,14.79%,,1,R,3,R,40.60%,,38.85%,,2,R,5,,53.21%,,47.06%,,0:34:56,G,0:34:09,G,1442/2576,,746/2576,
Total,B,3.83%,,2.14%,,6.00%,,9.70%,,7.99%,,11.21%,,5.32%,,7.29%,,0.76,,0.82,,41.77%,,41.55%,,0.48,G,0.5,G,59.55%,,60.72%,,0:44:47,,0:44:12,,273/394,,194/394,
