Store,City,ST,Region,Ops Manager,Tire Capacity,Total Inventory,Ttl Replen. Inventory,Tires on Demand ,Non Mod Tires,L52 Avg Units,Last Week Units,4 Tire Instock,Total Valid,Total Traited,,
2331,WATERFORD,CT,17,RON SHEPPARD,1120,1037,919,20,96, 106 , 44 ,86.4%,146,151,,
2332,SAINT ALBANS,VT,16,RON SHEPPARD,1120,1232,1019,152,59, 102 , 84 ,88.8%,151,152,,
2333,APPLE VALLEY,CA,57,GEORGE WHEATLEY,662,550,507,18,23, 54 , 50 ,91.2%,91,93,,
2334,LANCASTER,PA,22,RON SHEPPARD,550,558,488,14,54, 91 , 88 ,86.9%,89,90,,
2335,MADISON,WI,53,JEFF KENNEDY,498,577,477,52,46, 103 , 71 ,89.6%,80,80,,
2336,PLYMOUTH,MA,16,RON SHEPPARD,1320,979,864,30,83, 152 , 149 ,83.9%,158,166,,
2337,ROCKY MOUNT,VA,75,RON SHEPPARD,915,799,715,19,63, 91 , 74 ,94.1%,127,131,,
2339,WEST LAFAYETTE,IN,21,JEFF KENNEDY,1320,833,754,41,36, 78 , 76 ,88.1%,157,161,,
2350,WAUSEON,OH,19,JEFF KENNEDY,1000,866,759,29,76, 92 , 78 ,86.2%,143,146,,
2351,CATSKILL,NY,17,RON SHEPPARD,1320,958,836,18,102, 128 , 125 ,84.1%,160,164,,
2352,CAMBRIDGE,MN,52,GEORGE WHEATLEY,400,501,451,21,27, 129 , 100 ,84.1%,72,73,,
2354,ROCHESTER HILLS,MI,19,JEFF KENNEDY,915,975,886,23,64, 58 , 61 ,89.6%,123,126,,
2355,WILLIAMSVILLE,NY,17,RON SHEPPARD,915,912,773,45,92, 118 , 111 ,93.0%,119,127,,
2357,GERMANTOWN,MD,75,RON SHEPPARD,550,887,540,203,142, 124 , 101 ,93.6%,80,84,,
2358,ALPENA,MI,53,JEFF KENNEDY,700,740,582,95,61, 105 , 94 ,83.5%,101,108,,
2359,ASHTABULA,OH,20,JEFF KENNEDY,1000,900,761,46,91, 159 , 117 ,82.5%,149,152,,
2361,NORTH CANTON,OH,20,JEFF KENNEDY,498,571,438,53,78, 74 , 74 ,87.0%,77,81,,
2367,PINE CITY,MN,52,GEORGE WHEATLEY,855,900,764,54,80, 118 , 108 ,84.4%,128,134,,
2369,TILTON,NH,16,RON SHEPPARD,915,1037,736,202,97, 125 , 94 ,88.0%,137,141,,
2387,BRANDON,FL,9,NATHAN STINES,1320,1197,1032,67,96, 221 , 157 ,88.0%,154,162,,
2388,PORTLAND,IN,21,JEFF KENNEDY,855,612,555,13,42, 53 , 41 ,85.8%,111,115,,
2400,CHILLICOTHE,OH,21,JEFF KENNEDY,1120,962,867,14,79, 135 , 106 ,89.5%,151,158,,
2402,ELKO,NV,56,GEORGE WHEATLEY,1200,690,633,20,35, 88 , 87 ,69.9%,148,154,,
2405,HAMBURG,NY,17,RON SHEPPARD,700,844,629,157,56, 127 , 76 ,86.3%,104,105,,
2417,PETOSKEY,MI,53,JEFF KENNEDY,616,651,532,52,65, 49 , 45 ,90.8%,89,93,,
2418,PLACERVILLE,CA,56,GEORGE WHEATLEY,1000,929,776,48,103, 86 , 104 ,83.0%,143,151,,
2420,BELLE VERNON,PA,20,JEFF KENNEDY,915,920,792,28,98, 136 , 107 ,92.1%,136,140,,
2421,SAINT CROIX FALLS,WI,53,JEFF KENNEDY,1200,995,876,29,88, 102 , 95 ,88.8%,153,160,,
2422,SAINT HELENS,OR,60,GEORGE WHEATLEY,498,438,407,6,23, 55 , 50 ,84.7%,75,79,,
2426,COLUMBUS,OH,21,JEFF KENNEDY,550,573,489,24,58, 62 , 40 ,91.4%,82,83,,
2428,NEWTON,KS,44,MONICA REED,780,789,687,32,68, 117 , 115 ,86.4%,125,130,,
2429,SPRINGFIELD,OH,21,JEFF KENNEDY,1320,990,861,38,89, 116 , 110 ,89.5%,154,161,,
2434,IRON MOUNTAIN,MI,53,JEFF KENNEDY,780,756,676,28,50, 83 , 66 ,91.8%,117,120,,
2435,DUNDALK,MD,75,RON SHEPPARD,616,557,484,29,42, 82 , 54 ,87.5%,83,86,,
2436,SYKESVILLE,MD,75,RON SHEPPARD,1000,842,691,59,90, 64 , 50 ,92.4%,125,131,,
2437,WARRENTON,VA,75,RON SHEPPARD,498,613,486,64,61, 101 , 93 ,89.2%,84,87,,
2438,STAFFORD,VA,75,RON SHEPPARD,616,835,723,47,63, 128 , 103 ,90.7%,99,103,,
2439,BAYTOWN,TX,6,MONICA REED,616,709,533,81,93, 57 , 48 ,88.6%,94,96,,
2441,HAMILTON,OH,21,JEFF KENNEDY,855,765,706,9,48, 88 , 71 ,91.3%,121,125,,
2443,SIOUX FALLS,SD,54,GEORGE WHEATLEY,1000,791,698,32,59, 75 , 91 ,88.0%,135,139,,
2444,ONEIDA,NY,17,RON SHEPPARD,915,803,595,143,63, 72 , 59 ,79.8%,120,122,,
2447,CINCINNATI,OH,21,JEFF KENNEDY,855,611,560,11,38, 82 , 63 ,90.5%,96,98,,
2450,BELLINGHAM,WA,60,GEORGE WHEATLEY,662,483,434,12,35, 34 , 30 ,90.1%,83,87,,
2453,FALLON,NV,56,GEORGE WHEATLEY,1000,967,786,91,88, 109 , 127 ,83.2%,140,146,,
2455,GREAT FALLS,MT,54,GEORGE WHEATLEY,700,636,590,8,36, 73 , 98 ,84.7%,106,108,,
2460,SEAFORD,DE,75,RON SHEPPARD,780,968,702,136,128, 145 , 161 ,82.1%,117,126,,
2463,FRISCO,TX,5,MONICA REED,1000,814,694,30,88, 62 , 101 ,87.9%,126,132,,
2464,SACRAMENTO,CA,56,GEORGE WHEATLEY,1000,847,723,41,81, 72 , 70 ,87.5%,130,133,,
2469,LONGVIEW,WA,60,GEORGE WHEATLEY,616,484,443,20,19, 82 , 67 ,74.2%,94,98,,
2471,DUBLIN,OH,21,JEFF KENNEDY,700,678,606,18,52, 74 , 64 ,87.0%,94,95,,
2472,WINSTON SALEM,NC,26,RON SHEPPARD,700,684,601,35,46, 79 , 71 ,88.5%,99,102,,
2474,KEYSER,WV,75,RON SHEPPARD,550,708,579,64,63, 133 , 99 ,93.1%,93,96,,
2475,CONYERS,GA,2,NATHAN STINES,855,591,474,59,56, 87 , 67 ,59.6%,121,122,,
2476,COLLEGE PLACE,WA,60,GEORGE WHEATLEY,1320,1062,903,84,73, 60 , 53 ,88.6%,156,158,,
2480,HONESDALE,PA,17,RON SHEPPARD,700,632,547,32,51, 82 , 110 ,81.4%,104,106,,
2481,COAL TOWNSHIP,PA,22,RON SHEPPARD,662,613,548,28,35, 85 , 99 ,87.5%,103,107,,
2482,MESA,AZ,46,MONICA REED,780,671,629,14,26, 132 , 113 ,79.3%,121,124,,
2484,CLEWISTON,FL,9,NATHAN STINES,662,621,407,153,59, 66 , 62 ,77.5%,88,89,,
2485,PONDERAY,ID,60,GEORGE WHEATLEY,550,625,456,71,96, 57 , 35 ,90.7%,77,81,,
2491,DANVILLE,IL,21,JEFF KENNEDY,550,573,508,39,24, 70 , 65 ,90.2%,96,97,,
2492,PENDLETON,OR,60,GEORGE WHEATLEY,700,614,524,40,48, 46 , 44 ,84.5%,91,92,,
2494,OCEANSIDE,CA,57,GEORGE WHEATLEY,700,617,511,38,66, 54 , 64 ,84.7%,95,98,,
2495,WESTMINSTER,CA,57,GEORGE WHEATLEY,662,736,579,89,66, 126 , 134 ,84.8%,99,101,,
2502,LATROBE,PA,22,RON SHEPPARD,915,970,792,56,120, 195 , 161 ,83.8%,139,147,,
2504,KINGSTON,NY,17,RON SHEPPARD,662,722,575,70,75, 165 , 167 ,79.3%,101,101,,
2505,MISSOURI CITY,TX,6,MONICA REED,550,447,399,33,13, 90 , 71 ,75.3%,85,86,,
2506,RAVENNA,OH,20,JEFF KENNEDY,616,549,471,22,54, 72 , 73 ,84.4%,93,96,,
2507,SANTA MARIA,CA,57,GEORGE WHEATLEY,662,551,496,27,26, 65 , 65 ,85.1%,94,96,,
2508,BOISE,ID,56,GEORGE WHEATLEY,700,686,514,118,52, 62 , 66 ,90.2%,99,101,,
2509,CHILTON,WI,53,JEFF KENNEDY,855,611,584,13,12, 47 , 46 ,89.2%,114,117,,
2511,AMERICAN FORK,UT,54,GEORGE WHEATLEY,855,730,603,36,89, 53 , 32 ,78.4%,126,128,,
2512,PHOENIX,AZ,46,MONICA REED,1320,914,806,63,43, 130 , 107 ,73.6%,152,159,,
2514,POCOMOKE CITY,MD,75,RON SHEPPARD,498,532,471,15,44, 68 , 64 ,88.3%,79,81,,
2517,SANTA ANA,CA,57,GEORGE WHEATLEY,662,742,596,76,68, 178 , 172 ,84.0%,104,106,,
2518,HAMILTON,NJ,22,RON SHEPPARD,662,703,586,48,67, 102 , 75 ,85.1%,97,100,,
2519,SHREWSBURY,PA,22,RON SHEPPARD,498,488,429,20,37, 68 , 84 ,92.2%,78,80,,
2520,FREDERICKSBURG,VA,75,RON SHEPPARD,662,640,566,23,49, 100 , 118 ,90.9%,92,98,,
2522,ESCANABA,MI,53,JEFF KENNEDY,662,599,535,12,50, 78 , 74 ,85.3%,97,100,,
2523,BREA,CA,57,GEORGE WHEATLEY,662,738,623,38,75, 93 , 51 ,94.7%,101,101,,
2527,SAN CLEMENTE,CA,57,GEORGE WHEATLEY,780,775,666,40,67, 71 , 38 ,89.8%,118,120,,
2528,MILL HALL,PA,22,RON SHEPPARD,616,761,644,16,99, 124 , 88 ,92.5%,96,103,,
2532,BELOIT,WI,53,JEFF KENNEDY,616,601,518,34,47, 61 , 80 ,84.9%,96,98,,
2533,GULF BREEZE,FL,14,NATHAN STINES,498,588,459,55,72, 54 , 51 ,87.5%,88,94,,
2534,DOTHAN,AL,14,NATHAN STINES,662,495,414,19,60, 107 , 99 ,69.9%,100,107,,
2535,SAINT CLAIR,PA,22,RON SHEPPARD,1120,995,848,46,99, 111 , 105 ,88.2%,143,156,,
2536,TULARE,CA,57,GEORGE WHEATLEY,616,637,575,34,26, 72 , 77 ,88.1%,89,94,,
2537,REDDING,CA,56,GEORGE WHEATLEY,498,491,432,21,36, 54 , 54 ,89.2%,77,79,,
2539,SPOKANE VALLEY,WA,60,GEORGE WHEATLEY,498,699,440,168,89, 91 , 111 ,85.1%,76,81,,
2540,CLARION,PA,20,JEFF KENNEDY,616,626,553,15,56, 89 , 101 ,85.4%,99,102,,
2541,ALLIANCE,OH,20,JEFF KENNEDY,780,722,597,45,78, 115 , 117 ,85.7%,118,121,,
2544,PORTAGE,IN,19,JEFF KENNEDY,780,825,577,153,93, 112 , 98 ,80.0%,116,123,,
2547,MONTICELLO,NY,17,RON SHEPPARD,662,850,713,72,63, 124 , 84 ,90.5%,102,104,,
2549,SPOKANE,WA,60,GEORGE WHEATLEY,1320,1166,953,99,112, 162 , 164 ,86.1%,163,169,,
2550,VANCOUVER,WA,60,GEORGE WHEATLEY,550,460,426,15,17, 43 , 39 ,79.0%,85,86,,
2551,MOUNT AIRY,MD,75,RON SHEPPARD,1000,940,798,54,86, 108 , 92 ,90.7%,138,141,,
2553,WINDSOR,CA,56,GEORGE WHEATLEY,550,604,464,69,69, 56 , 60 ,85.2%,85,87,,
2554,AVONDALE,AZ,46,MONICA REED,662,592,506,12,72, 69 , 58 ,90.1%,99,101,,
2555,NEW CASTLE,DE,75,RON SHEPPARD,662,752,533,128,89, 116 , 66 ,89.7%,88,91,,
2558,STERLING HEIGHTS,MI,19,JEFF KENNEDY,780,686,608,17,59, 43 , 39 ,91.0%,105,108,,
2559,STERLING HEIGHTS,MI,19,JEFF KENNEDY,1320,1038,948,17,71, 101 , 63 ,94.2%,150,153,,
2565,MADISON HEIGHTS,VA,75,RON SHEPPARD,616,618,506,44,66, 115 , 118 ,85.1%,90,94,,
2567,GRANDVILLE,MI,19,JEFF KENNEDY,550,566,494,14,56, 55 , 60 ,92.1%,86,91,,
2571,FEDERAL WAY,WA,60,GEORGE WHEATLEY,550,588,508,25,53, 60 , 62 ,88.9%,84,86,,
2574,CARLISLE,PA,22,RON SHEPPARD,1320,1124,983,33,106, 167 , 152 ,91.5%,164,172,,
2575,CONWAY,AR,42,NATHAN STINES,662,560,481,45,32, 93 , 66 ,72.3%,109,113,,
2576,CROSS LANES,WV,20,JEFF KENNEDY,662,663,555,42,64, 128 , 145 ,87.1%,94,99,,
2580,CLINTON,NC,26,RON SHEPPARD,616,564,461,63,38, 103 , 114 ,80.0%,90,97,,
2581,CAMILLUS,NY,17,RON SHEPPARD,1320,1134,881,141,110, 116 , 116 ,84.7%,158,162,,
2584,TUCKER,GA,2,NATHAN STINES,855,647,495,41,109, 71 , 79 ,68.0%,113,113,,
2587,CABOT,AR,42,NATHAN STINES,1320,1131,988,43,98, 158 , 168 ,86.7%,160,169,,
2588,NORTH VERSAILLES,PA,20,JEFF KENNEDY,616,690,589,25,74, 151 , 124 ,83.1%,86,90,,
2592,NORTH LAS VEGAS,NV,57,GEORGE WHEATLEY,662,563,472,53,36, 54 , 53 ,80.2%,97,97,,
2593,LAS VEGAS,NV,57,GEORGE WHEATLEY,1320,833,755,38,38, 141 , 144 ,73.3%,152,161,,
2595,MARYSVILLE,WA,60,GEORGE WHEATLEY,1120,827,729,11,85, 54 , 31 ,76.7%,148,150,,
2596,MOUNT VERNON,WA,60,GEORGE WHEATLEY,915,862,758,21,81, 54 , 44 ,89.5%,132,135,,
2597,CRANBERRY,PA,17,RON SHEPPARD,780,838,704,44,88, 98 , 76 ,81.7%,126,129,,
2599,SAN ANTONIO,TX,6,MONICA REED,616,466,386,26,52, 66 , 82 ,70.6%,91,93,,
2600,CHESTERFIELD,MO,40,JEFF KENNEDY,662,635,506,73,54, 56 , 35 ,86.7%,95,96,,
2603,GIBSONIA,PA,20,JEFF KENNEDY,662,594,558,3,31, 83 , 60 ,90.4%,99,100,,
2605,GALLIPOLIS,OH,21,JEFF KENNEDY,780,669,588,33,46, 98 , 84 ,86.9%,111,115,,
2608,MILES CITY,MT,54,GEORGE WHEATLEY,550,494,400,39,53, 42 , 40 ,87.1%,74,75,,
2609,LAKEWOOD,CA,57,GEORGE WHEATLEY,550,743,565,71,105, 93 , 84 ,89.9%,88,88,,
2610,LOGAN,WV,20,JEFF KENNEDY,498,488,405,44,37, 147 , 149 ,76.7%,79,81,,
2611,MOUNT PLEASANT,PA,20,JEFF KENNEDY,780,751,645,30,74, 77 , 77 ,90.0%,115,118,,
2612,EL PASO,TX,46,MONICA REED,616,634,514,54,64, 87 , 82 ,77.3%,95,100,,
2614,TEMPLE,PA,22,RON SHEPPARD,550,599,463,69,65, 72 , 52 ,91.3%,86,86,,
2615,VALDOSTA,GA,3,NATHAN STINES,662,468,408,13,45, 55 , 57 ,72.2%,97,103,,
2616,O FALLON,MO,40,JEFF KENNEDY,1000,850,749,41,58, 111 , 109 ,86.4%,143,145,,
2617,WINNEMUCCA,NV,56,GEORGE WHEATLEY,780,662,525,62,73, 47 , 47 ,87.1%,100,105,,
2618,COMMERCE,MI,19,JEFF KENNEDY,855,1058,675,196,185, 29 , 43 ,85.3%,113,118,,
2619,MIDLAND,MI,19,JEFF KENNEDY,662,671,543,36,90, 64 , 61 ,91.6%,100,103,,
2621,SIMI VALLEY,CA,57,GEORGE WHEATLEY,700,624,552,40,30, 66 , 61 ,80.2%,102,105,,
2626,LIVE OAK,FL,3,NATHAN STINES,662,743,591,67,83, 127 , 136 ,77.3%,101,107,,
2628,LEXINGTON,KY,41,JEFF KENNEDY,780,711,629,11,69, 147 , 168 ,77.6%,122,127,,
2630,JESUP,GA,3,NATHAN STINES,700,492,434,17,39, 81 , 81 ,62.1%,106,111,,
2631,LIVONIA,MI,19,JEFF KENNEDY,780,738,653,31,52, 81 , 65 ,87.4%,113,113,,
2637,MONROE,NY,17,RON SHEPPARD,662,695,568,62,63, 152 , 179 ,77.1%,101,104,,
2638,ASHLAND,KY,41,JEFF KENNEDY,700,612,526,19,65, 116 , 83 ,79.6%,105,111,,
2641,ALLENTOWN,PA,22,RON SHEPPARD,855,1001,742,142,115, 70 , 57 ,92.1%,125,125,,
2642,APPLE VALLEY,MN,52,GEORGE WHEATLEY,550,571,497,30,42, 50 , 74 ,92.8%,87,89,,
2643,WOODBURY,MN,52,GEORGE WHEATLEY,1000,814,681,44,87, 68 , 85 ,80.5%,136,143,,
2644,SAGINAW,MI,19,JEFF KENNEDY,780,752,628,46,76, 73 , 62 ,85.5%,115,120,,
2649,IRVING,TX,5,MONICA REED,662,612,570,9,31, 93 , 109 ,91.8%,100,103,,
2656,ESPANOLA,NM,46,MONICA REED,550,557,435,67,53, 107 , 74 ,81.3%,83,87,,
2658,WEST BEND,WI,53,JEFF KENNEDY,662,865,633,124,106, 97 , 53 ,97.0%,103,105,,
2663,EBENSBURG,PA,22,RON SHEPPARD,855,768,669,15,82, 78 , 64 ,85.2%,121,125,,
2665,SLIDELL,LA,13,MONICA REED,662,636,558,29,47, 109 , 133 ,79.3%,99,104,,
2667,DALLAS,TX,5,MONICA REED,780,810,716,61,31, 92 , 50 ,84.1%,120,120,,
2668,STURTEVANT,WI,53,JEFF KENNEDY,662,1016,720,177,117, 156 , 146 ,88.5%,107,111,,
2671,CHANDLER,AZ,46,MONICA REED,1000,717,651,40,24, 123 , 89 ,76.6%,135,139,,
2672,LAMAR,CO,47,GEORGE WHEATLEY,550,515,456,18,39, 41 , 37 ,78.0%,82,87,,
2674,GREENVILLE,PA,17,RON SHEPPARD,550,533,493,14,24, 83 , 59 ,84.3%,85,87,,
2679,ELKHART,IN,21,JEFF KENNEDY,780,809,700,20,87, 50 , 33 ,93.8%,119,122,,
2680,SOUTH BEND,IN,19,JEFF KENNEDY,780,713,625,27,59, 48 , 47 ,90.1%,115,119,,
2687,GREER,SC,2,NATHAN STINES,616,463,386,11,64, 67 , 85 ,59.3%,89,94,,
2688,TYLER,TX,5,MONICA REED,662,523,481,16,24, 56 , 58 ,72.0%,97,104,,
2690,MADISON,AL,12,NATHAN STINES,616,456,410,19,25, 48 , 47 ,69.9%,100,102,,
2691,NEW ALBANY,IN,25,JEFF KENNEDY,1320,958,842,23,91, 96 , 86 ,89.5%,152,160,,
2692,CHESTERFIELD,MI,19,JEFF KENNEDY,662,719,571,64,82, 63 , 35 ,90.3%,99,102,,
2695,CLERMONT,FL,9,NATHAN STINES,780,743,635,56,50, 155 , 139 ,82.8%,116,121,,
2697,ANTIOCH,CA,56,GEORGE WHEATLEY,662,794,628,85,79, 60 , 29 ,96.6%,95,96,,
2702,NIXA,MO,40,JEFF KENNEDY,915,829,706,6,115, 74 , 66 ,83.7%,133,138,,
2703,FLORENCE,SC,4,RON SHEPPARD,498,522,401,62,57, 74 , 56 ,74.7%,83,85,,
2704,RANDLEMAN,NC,26,RON SHEPPARD,550,615,539,46,28, 59 , 42 ,90.8%,79,82,,
2705,FRANKLIN,VA,75,RON SHEPPARD,498,617,456,73,86, 96 , 72 ,87.8%,76,79,,
2706,HARVEY,LA,13,MONICA REED,700,682,588,33,59, 119 , 138 ,70.5%,111,114,,
2708,TEMECULA,CA,57,GEORGE WHEATLEY,700,644,581,22,39, 128 , 119 ,87.8%,97,106,,
2712,MYRTLE BEACH,SC,4,RON SHEPPARD,498,524,401,72,49, 139 , 93 ,74.0%,79,82,,
2713,BIRMINGHAM,AL,14,NATHAN STINES,662,480,366,58,54, 75 , 64 ,59.1%,102,105,,
2714,SPENCER,IA,52,GEORGE WHEATLEY,662,641,543,41,55, 53 , 38 ,93.8%,103,106,,
2715,DIBERVILLE,MS,13,MONICA REED,855,905,786,51,66, 207 , 156 ,89.0%,138,142,,
2716,CEDAR RAPIDS,IA,52,GEORGE WHEATLEY,780,672,591,37,42, 69 , 84 ,81.0%,108,113,,
2717,HATTIESBURG,MS,13,MONICA REED,662,438,387,47,2, 112 , 109 ,63.9%,105,105,,
2720,MADISON,MS,13,MONICA REED,1320,1086,872,107,105, 224 , 222 ,76.5%,165,172,,
2722,FAIRBANKS,AK,60,GEORGE WHEATLEY,1320,1570,825,187,556, 138 , 118 ,71.1%,162,167,,
2723,SUMITON,AL,14,NATHAN STINES,616,498,442,24,30, 87 , 78 ,70.0%,95,104,,
2725,LEWIS CENTER,OH,21,JEFF KENNEDY,662,512,438,48,24, 66 , 62 ,83.0%,90,90,,
2726,REYNOLDSBURG,OH,21,JEFF KENNEDY,616,667,598,38,29, 88 , 68 ,88.7%,100,100,,
2727,FLORIDA CITY,FL,9,NATHAN STINES,662,755,675,16,62, 189 , 135 ,87.9%,92,97,,
2728,DECATUR,IL,25,JEFF KENNEDY,662,553,474,42,35, 82 , 108 ,71.9%,96,102,,
2730,TARBORO,NC,26,RON SHEPPARD,616,671,514,89,66, 102 , 106 ,81.8%,95,96,,
2732,VILLA RICA,GA,2,NATHAN STINES,550,520,306,113,99, 113 , 111 ,58.2%,84,87,,
2733,PERRY,GA,3,NATHAN STINES,700,419,356,29,32, 54 , 63 ,73.6%,90,93,,
2734,NORMAN,OK,44,MONICA REED,662,616,526,38,50, 69 , 80 ,86.7%,98,101,,
2739,BAY MINETTE,AL,14,NATHAN STINES,616,533,403,44,84, 93 , 77 ,71.1%,99,103,,
2748,GULF SHORES,AL,14,NATHAN STINES,1320,838,647,60,129, 91 , 81 ,71.6%,154,159,,
2749,SPRUCE PINE,NC,4,RON SHEPPARD,550,580,492,38,48, 67 , 66 ,91.3%,87,90,,
2752,COMMERCE CITY,CO,47,GEORGE WHEATLEY,700,603,533,20,48, 62 , 52 ,90.5%,101,102,,
2753,CLAYTON,GA,2,NATHAN STINES,700,440,403,13,22, 81 , 94 ,63.9%,106,110,,
2755,FLOWOOD,MS,13,MONICA REED,780,935,727,75,131, 93 , 58 ,78.6%,118,124,,
2756,FREDERICK,MD,75,RON SHEPPARD,1000,846,741,27,76, 90 , 90 ,89.8%,134,137,,
2757,MURFREESBORO,TN,12,NATHAN STINES,400,424,343,43,36, 46 , 47 ,81.8%,68,69,,
2758,PLYMOUTH,NH,16,RON SHEPPARD,550,785,481,162,140, 65 , 79 ,87.1%,88,93,,
2761,POUNDING MILL,VA,20,JEFF KENNEDY,616,585,485,35,63, 136 , 127 ,71.1%,95,101,,
2762,FAIRLAWN,VA,75,RON SHEPPARD,662,707,555,89,61, 122 , 130 ,90.1%,97,101,,
2763,DONNA,TX,6,MONICA REED,700,520,438,19,61, 80 , 53 ,73.3%,102,105,,
2764,ALTOONA,IA,52,GEORGE WHEATLEY,616,642,556,20,64, 57 , 60 ,87.6%,101,104,,
2766,SCOTTSDALE,AZ,46,MONICA REED,662,626,563,20,41, 61 , 51 ,91.3%,94,99,,
2767,MESA,AZ,46,MONICA REED,915,882,699,91,90, 40 , 37 ,86.7%,134,136,,
2768,MESA,AZ,46,MONICA REED,498,456,393,42,19, 50 , 54 ,80.6%,74,75,,
2769,SAN ANTONIO,TX,6,MONICA REED,400,313,260,21,30, 40 , 31 ,76.9%,55,55,,
2771,MONTICELLO,IN,21,JEFF KENNEDY,498,443,393,21,27, 51 , 60 ,82.7%,84,87,,
2772,SOUTHPORT,NC,26,RON SHEPPARD,616,603,542,28,31, 86 , 83 ,85.6%,102,103,,
2777,SURPRISE,AZ,46,MONICA REED,700,634,564,32,36, 83 , 74 ,84.5%,106,112,,
2780,CALDWELL,ID,56,GEORGE WHEATLEY,662,613,552,16,43, 83 , 55 ,89.1%,95,98,,
2781,NAMPA,ID,56,GEORGE WHEATLEY,662,585,552,24,7, 61 , 40 ,88.9%,95,96,,
2782,MOUNTAIN HOME,ID,56,GEORGE WHEATLEY,550,530,461,18,49, 62 , 61 ,86.4%,83,84,,
2784,BEATRICE,NE,47,GEORGE WHEATLEY,700,712,601,37,72, 82 , 74 ,88.0%,111,120,,
2786,AVON,IN,25,JEFF KENNEDY,855,758,672,26,58, 41 , 56 ,92.2%,121,125,,
2787,INDIANAPOLIS,IN,25,JEFF KENNEDY,662,899,755,65,77, 17 , 28 ,89.6%,102,104,,
2788,BROWNSBURG,IN,25,JEFF KENNEDY,662,672,565,42,63, 49 , 36 ,87.8%,100,102,,
2789,BOYNTON BEACH,FL,9,NATHAN STINES,1000,938,808,57,71, 221 , 247 ,85.8%,138,140,,
2793,KERNERSVILLE,NC,26,RON SHEPPARD,616,881,770,45,64, 113 , 145 ,90.1%,97,100,,
2796,OLDSMAR,FL,9,NATHAN STINES,700,796,572,138,84, 110 , 103 ,84.7%,103,104,,
2799,CLINTON,MD,75,RON SHEPPARD,1320,1460,1235,33,190, 103 , 48 ,94.0%,148,154,,
2803,EDMOND,OK,44,MONICA REED,616,588,469,52,65, 60 , 78 ,79.6%,103,105,,
2804,OKLAHOMA CITY,OK,44,MONICA REED,662,477,423,42,10, 74 , 74 ,58.9%,102,102,,
2806,BOILING SPRINGS,SC,4,RON SHEPPARD,662,641,452,87,100, 99 , 63 ,69.1%,101,105,,
2807,HARRISONBURG,VA,75,RON SHEPPARD,616,550,479,23,46, 50 , 53 ,86.9%,86,92,,
2808,MIDLOTHIAN,VA,75,RON SHEPPARD,498,582,471,42,67, 71 , 52 ,92.0%,78,83,,
2809,BUCKHANNON,WV,75,RON SHEPPARD,498,626,516,42,66, 168 , 166 ,88.0%,76,82,,
2811,ATHENS,GA,2,NATHAN STINES,780,636,465,56,113, 76 , 64 ,69.0%,109,116,,
2812,ROCHESTER,MN,53,JEFF KENNEDY,498,475,432,13,28, 51 , 38 ,87.5%,76,79,,
2813,MARSHFIELD,WI,53,JEFF KENNEDY,498,503,396,50,55, 77 , 90 ,69.5%,85,89,,
2814,HIALEAH,FL,9,NATHAN STINES,855,1008,936,6,64, 328 , 286 ,84.9%,127,130,,
2815,ROLLING MEADOWS,IL,25,JEFF KENNEDY,400,545,507,24,12, 113 , 61 ,97.2%,71,72,,
2816,NILES,IL,25,JEFF KENNEDY,550,856,704,80,70, 208 , 139 ,96.3%,86,87,,
2818,HAMMOND,IN,19,JEFF KENNEDY,1000,902,859,25,16, 122 , 30 ,94.7%,139,145,,
2819,BLUFFTON,IN,21,JEFF KENNEDY,616,584,520,8,54, 63 , 34 ,85.4%,97,100,,
2820,WORTHINGTON,MN,52,GEORGE WHEATLEY,662,657,579,32,44, 92 , 75 ,89.8%,105,107,,
2821,RICHMOND,VA,75,RON SHEPPARD,662,764,653,45,64, 81 , 59 ,91.2%,96,99,,
2822,WALKER,LA,13,MONICA REED,662,640,470,88,80, 104 , 126 ,78.4%,96,101,,
2823,PARKERSBURG,WV,20,JEFF KENNEDY,616,694,578,34,80, 116 , 94 ,87.5%,96,104,,
2825,OLD BRIDGE,NJ,17,RON SHEPPARD,550,653,526,49,76, 134 , 115 ,84.6%,81,84,,
2827,CORALVILLE,IA,52,GEORGE WHEATLEY,1320,1018,922,12,82, 48 , 48 ,89.7%,157,161,,
2828,MILWAUKEE,WI,53,JEFF KENNEDY,616,684,510,101,71, 205 , 210 ,82.9%,84,86,,
2830,EDDYSTONE,PA,22,RON SHEPPARD,915,976,833,26,115, 94 , 53 ,94.9%,126,128,,
2831,JEROME,ID,56,GEORGE WHEATLEY,616,648,514,45,87, 54 , 49 ,88.2%,88,91,,
2832,HARDEEVILLE,SC,4,RON SHEPPARD,780,683,553,35,93, 76 , 40 ,70.1%,132,135,,
2836,FUQUAY VARINA,NC,26,RON SHEPPARD,1320,1067,872,53,140, 159 , 146 ,82.5%,154,164,,
2838,HENDERSON,NV,57,GEORGE WHEATLEY,1320,884,756,76,50, 102 , 82 ,84.2%,144,150,,
2841,LUMBERTON,NJ,22,RON SHEPPARD,662,710,547,64,97, 111 , 108 ,86.5%,100,103,,
2842,CORONA,CA,57,GEORGE WHEATLEY,1120,884,750,75,57, 104 , 76 ,96.5%,124,130,,
2843,SUMMERFIELD,FL,9,NATHAN STINES,1120,889,761,49,77, 141 , 122 ,82.8%,141,149,,
