Store,,APR,73,YTD,74,APR,75,YTD,76,APR,77,YTD,78,APR,79,YTD,80,L12 Mths,81,L12 Mths,82,APR,83,YTD,84,APR,85,YTD,86,APR,87,YTD,88,APR,89,YTD,90,APR,91,YTD,92
748,,-7.43%,,-12.78%,R,-20.06%,R,-14.14%,R,19.91%,,13.03%,,-38.81%,R,-35.93%,R,<5 Reviews,,<5 Reviews,,43.58%,,41.22%,,3.40%,G,4.47%,G,77.82%,G,76.20%,G,0:36:07,,0:37:59,,1911/2578,,2128/2578,R
892,,-6.01%,,-4.67%,,-1.39%,,5.27%,,34.39%,G,39.88%,G,-36.84%,R,-30.81%,R,4.64,,4.64,,36.11%,,37.31%,,1.01%,,1.25%,,26.39%,,21.22%,R,0:37:48,,0:37:45,,1407/2578,,1451/2578,
1787,,-10.33%,R,-6.55%,R,-18.64%,,-3.55%,,-0.43%,,3.64%,,-35.97%,R,-19.20%,,<5 Reviews,,<5 Reviews,,22.85%,R,18.12%,R,0.85%,,0.67%,,41.20%,,57.13%,,0:54:45,R,0:41:03,,2398/2578,R,1994/2578,
2764,,-8.40%,R,-8.60%,R,11.84%,G,39.76%,G,100.56%,G,135.55%,G,-20.60%,,-7.62%,,<5 Reviews,,<5 Reviews,,35.38%,,37.86%,,0.56%,,0.36%,,47.64%,,43.37%,,0:41:28,,0:46:16,,1052/2578,,985/2578,
4256,,5.02%,,-2.03%,,4.93%,,2.96%,,35.65%,G,45.81%,G,-4.75%,,-16.15%,,4.64,,4.64,,33.06%,,29.60%,R,2.56%,,1.92%,,74.25%,G,72.33%,G,0:35:57,,0:42:20,,386/2578,G,1194/2578,
Total,B,-4.71%,,-6.68%,R,-2.72%,,3.87%,,34.27%,G,39.19%,G,-23.37%,,-21.23%,R,4.26,R,4.26,R,39.94%,,37.04%,,2.63%,,2.30%,,62.00%,G,61.49%,G,0:43:30,,0:43:47,,209/394,,252/394,
753,,-5.73%,,-5.54%,,-17.30%,,-13.22%,R,13.30%,,8.06%,,-37.84%,R,-36.19%,R,<5 Reviews,,<5 Reviews,,30.58%,R,30.09%,R,0.17%,R,0.50%,,88.43%,G,88.59%,G,0:41:34,,0:42:14,,2078/2578,R,2224/2578,R
2004,,-5.92%,,-6.87%,R,-19.39%,R,-12.55%,R,-11.88%,R,0.86%,,-36.36%,R,-36.32%,R,<5 Reviews,,<5 Reviews,,32.57%,R,25.93%,R,0.00%,R,0.00%,R,38.86%,,38.52%,,0:30:33,,0:31:31,,2232/2578,R,2313/2578,R
2716,,2.85%,,-3.51%,,39.83%,G,22.19%,G,52.47%,G,29.67%,,5.23%,G,2.14%,G,5.00,G,5.00,G,29.47%,R,29.80%,R,1.76%,,1.95%,,58.94%,,45.75%,,0:40:00,,0:45:07,,216/2578,G,743/2578,
2889,,-11.09%,R,-11.38%,R,-30.12%,R,-28.32%,R,-48.87%,R,-41.68%,R,-26.02%,,-28.59%,R,4.40,,4.40,,61.72%,G,48.26%,,14.34%,G,9.71%,G,95.45%,G,84.81%,G,0:29:28,G,0:32:02,,2103/2578,R,2252/2578,R
3630,,0.04%,,3.88%,,-17.14%,,-5.29%,,-10.03%,R,11.37%,,-4.98%,,-5.68%,,4.42,,4.42,,35.08%,,34.58%,,5.01%,G,4.02%,G,57.69%,,59.27%,,0:45:35,,0:48:07,,1673/2578,,1332/2578,
Total,B,-3.71%,,-4.32%,R,-15.22%,R,-11.20%,R,-7.92%,R,-1.65%,R,-21.02%,,-22.65%,R,4.52,,4.52,,39.15%,,34.90%,R,3.11%,,2.45%,,70.96%,G,67.39%,G,0:38:44,,0:40:46,,311/394,,358/394,R
559,,-4.04%,,-7.09%,R,1.13%,,0.22%,,12.95%,,11.34%,,-18.62%,,-22.42%,,4.80,G,4.80,G,40.31%,,39.19%,,0.93%,,0.87%,,44.66%,,37.72%,,0:43:27,,0:46:50,,1151/2578,,1847/2578,
784,,-2.95%,,-8.55%,R,-7.39%,,3.14%,,8.77%,,22.62%,,-26.20%,,-24.39%,,<5 Reviews,,<5 Reviews,,32.25%,R,36.83%,,0.81%,,0.64%,,41.72%,,42.75%,,0:44:37,,0:45:16,,1633/2578,,1796/2578,
797,,-6.88%,,-8.04%,R,12.15%,G,1.39%,,50.56%,G,31.36%,,-16.40%,,-20.89%,,4.00,R,4.00,R,42.48%,,45.14%,,0.49%,,0.52%,,28.00%,,28.33%,,0:33:26,,0:33:26,,920/2578,,1633/2578,
1241,,-2.88%,,-4.29%,,-9.72%,,-2.26%,,22.06%,,28.53%,,-35.80%,R,-28.81%,R,4.45,,4.45,,45.15%,,48.00%,,10.88%,G,6.94%,G,36.67%,,31.67%,,0:40:49,,0:47:18,,1476/2578,,1696/2578,
1285,,-3.63%,,-4.42%,,-0.63%,,-1.43%,,-0.42%,,3.26%,,-12.05%,,-12.11%,,<5 Reviews,,<5 Reviews,,26.98%,R,27.20%,R,0.42%,,0.89%,,33.62%,,29.41%,,0:51:29,R,0:51:52,R,1516/2578,,1938/2578,
1431,,-3.33%,,-3.39%,,6.55%,,8.14%,,19.06%,,15.84%,,-23.63%,,-17.00%,,4.75,,4.75,,58.91%,G,52.31%,,13.39%,G,6.74%,G,54.46%,,56.36%,,0:43:56,,0:44:38,,792/2578,,1091/2578,
2827,,-17.13%,R,-25.10%,R,-53.76%,R,-68.22%,R,-48.39%,R,-64.46%,R,-49.66%,R,-69.51%,R,<5 Reviews,,<5 Reviews,,30.45%,R,23.14%,R,0.00%,R,0.00%,R,23.18%,,22.37%,,0:48:52,,0:53:18,R,2571/2578,R,2578/2578,R
5115,,-7.50%,R,-8.72%,R,-10.25%,,-10.50%,,12.03%,,14.50%,,-25.95%,,-31.93%,R,<5 Reviews,,<5 Reviews,,36.76%,,38.36%,,0.56%,,0.99%,,58.33%,,56.90%,,0:46:05,,0:48:17,,1869/2578,,2196/2578,R
Total,B,-5.88%,R,-8.32%,R,-7.25%,,-8.26%,R,6.15%,,4.52%,R,-24.39%,,-26.51%,R,4.45,,4.45,,38.68%,,39.39%,,3.39%,G,2.29%,,40.12%,,38.38%,,0:44:05,,0:46:24,,284/394,,387/394,R
1447,,-7.91%,R,-6.95%,R,-20.31%,R,-12.74%,R,10.27%,,17.05%,,-26.86%,,-33.56%,R,3.83,R,3.83,R,25.00%,R,25.02%,R,0.00%,R,0.39%,,25.00%,,24.84%,,0:25:37,G,0:29:05,G,2132/2578,R,2220/2578,R
1609,,-5.12%,,-9.39%,R,-7.82%,,-15.71%,R,1.71%,,-2.11%,R,-7.35%,,-17.54%,,4.60,,4.60,,18.13%,R,23.85%,R,1.12%,,0.36%,,60.06%,,59.08%,,0:36:11,,0:37:33,,1444/2578,,2262/2578,R
1634,,12.39%,G,5.96%,,7.86%,,10.44%,,32.81%,G,34.10%,G,-7.16%,,-18.14%,,<5 Reviews,,<5 Reviews,,22.59%,R,21.33%,R,0.89%,,1.21%,,52.62%,,58.59%,,0:41:08,,0:39:13,,422/2578,G,792/2578,
1654,,-0.15%,,-3.88%,,13.53%,G,2.03%,,20.32%,,9.49%,,0.20%,G,-10.31%,,4.67,,4.67,,44.44%,,47.70%,,15.20%,G,12.08%,G,89.49%,G,88.94%,G,0:38:48,,0:40:56,,349/2578,G,1220/2578,
1929,,-8.11%,R,-6.92%,R,-6.38%,,-3.90%,,7.81%,,3.73%,,-19.62%,,-22.59%,,<5 Reviews,,<5 Reviews,,40.05%,,37.58%,,0.84%,,0.40%,,84.88%,G,83.57%,G,0:22:15,G,0:23:48,G,1316/2578,,1795/2578,
2367,,-8.52%,R,-2.95%,,-8.09%,,0.96%,,12.90%,,20.92%,,-21.62%,,-14.52%,,2.40,R,2.40,R,37.89%,,38.04%,,5.00%,G,2.44%,,75.58%,G,81.30%,G,0:39:10,,0:35:04,,1574/2578,,1311/2578,
2937,,-20.81%,R,-10.27%,R,-27.54%,R,-14.59%,R,-12.11%,R,-9.31%,R,-34.87%,R,-20.68%,,5.00,G,5.00,G,27.95%,R,29.62%,R,0.60%,,0.38%,,84.25%,G,82.37%,G,0:30:15,,0:32:16,,2315/2578,R,2159/2578,R
3233,,-8.49%,R,-3.91%,,15.21%,G,33.92%,G,24.60%,,50.00%,G,-2.98%,G,2.17%,G,<5 Reviews,,<5 Reviews,,33.13%,,26.28%,R,9.01%,G,3.77%,G,27.40%,,34.99%,,0:37:17,,0:37:07,,832/2578,,649/2578,
4849,,-13.56%,R,-4.26%,,-4.36%,,8.29%,,11.11%,,23.13%,,-23.53%,,-11.25%,,4.80,G,4.80,G,27.76%,R,25.66%,R,0.63%,,0.20%,R,46.49%,,33.47%,,0:44:28,,0:42:26,,1724/2578,,1351/2578,
Total,B,-6.26%,R,-4.59%,R,-3.45%,,0.57%,,13.55%,,14.91%,,-15.95%,,-16.43%,,4.43,,4.43,,31.79%,R,31.48%,R,5.22%,G,3.42%,G,60.42%,G,61.29%,G,0:35:36,,0:35:35,,178/394,,238/394,
1415,,-9.30%,R,1.75%,,13.52%,G,28.18%,G,32.77%,G,52.44%,G,-2.99%,G,9.38%,G,<5 Reviews,,<5 Reviews,,45.64%,,39.97%,,4.43%,G,2.07%,,29.23%,,35.68%,,0:39:56,,0:37:44,,820/2578,,431/2578,G
1722,,10.94%,G,2.65%,,180.21%,G,62.57%,G,393.33%,G,80.16%,G,30.48%,G,5.36%,G,<5 Reviews,,<5 Reviews,,39.42%,,36.81%,,9.01%,G,4.32%,G,53.65%,,53.68%,,0:22:39,G,0:24:56,G,11/2578,G,165/2578,G
1738,,-0.39%,,-2.25%,,7.96%,G,12.49%,,29.82%,G,34.17%,G,5.45%,G,-16.74%,,<5 Reviews,,<5 Reviews,,32.07%,R,25.53%,R,0.34%,,1.14%,,72.07%,G,70.37%,G,0:36:06,,0:37:50,,602/2578,,1009/2578,
2820,,-2.38%,,6.23%,,7.18%,,15.52%,,14.57%,,28.63%,,-16.37%,,0.74%,G,<5 Reviews,,<5 Reviews,,45.48%,,38.46%,,69.58%,G,62.01%,G,112.95%,G,107.69%,G,0:35:29,,0:44:57,,629/2578,,446/2578,G
3760,,12.04%,G,5.27%,,9.34%,G,19.21%,G,54.20%,G,43.47%,G,-4.12%,G,-13.60%,,<5 Reviews,,<5 Reviews,,13.50%,R,23.17%,R,2.97%,,1.05%,,73.62%,G,79.71%,G,0:43:11,,0:42:48,,303/2578,G,609/2578,
3806,,-9.81%,R,-4.12%,,-1.32%,,8.63%,,18.31%,,46.75%,G,-22.61%,,-21.88%,,<5 Reviews,,<5 Reviews,,38.49%,,36.00%,,5.56%,G,4.05%,G,83.85%,G,80.21%,G,0:52:41,R,0:54:27,R,1414/2578,,1258/2578,
4374,,-1.64%,,-6.94%,R,-2.66%,,-15.86%,R,7.87%,,-1.97%,R,-17.12%,,-26.44%,R,<5 Reviews,,<5 Reviews,,21.01%,R,26.50%,R,13.14%,G,5.78%,G,46.38%,,50.20%,,0:33:55,,0:35:40,,1107/2578,,2210/2578,R
Total,B,-0.78%,,0.29%,,14.89%,G,15.71%,G,37.51%,G,38.00%,G,-6.94%,G,-11.14%,,4.50,,4.50,,33.01%,R,32.25%,R,20.68%,G,16.66%,G,70.56%,G,70.74%,G,0:37:57,,0:40:21,,43/394,G,80/394,
1861,,8.94%,G,1.01%,,98.68%,G,55.58%,G,74.47%,G,29.18%,,64.10%,G,40.17%,G,<5 Reviews,,<5 Reviews,,87.50%,G,69.48%,G,18.29%,G,7.89%,G,88.02%,G,85.98%,G,0:27:00,G,0:23:56,G,3/2578,G,106/2578,G
2087,,-3.38%,,-6.31%,R,-24.24%,R,-27.62%,R,-32.48%,R,-21.94%,R,-8.95%,,-31.06%,R,4.11,R,4.11,R,76.84%,G,81.55%,G,1.90%,,6.85%,G,38.60%,,35.28%,,1:04:00,R,0:37:10,,2112/2578,R,2280/2578,R
2643,,1.26%,,-3.13%,,-13.35%,,-15.85%,R,3.87%,,-0.90%,,-7.76%,,-15.70%,,4.50,,4.50,,51.77%,,51.50%,,9.57%,G,3.99%,G,42.92%,,39.04%,,0:39:04,,0:35:40,,1226/2578,,1874/2578,
2882,,0.64%,,0.47%,,-10.58%,,-4.64%,,-12.38%,R,-1.75%,,-1.07%,G,-12.93%,,5.00,G,5.00,G,39.35%,,45.88%,,8.55%,G,3.20%,G,53.64%,,45.78%,,0:43:39,,0:42:56,,1273/2578,,1434/2578,
Total,B,1.07%,,-2.50%,,-3.80%,,-8.40%,R,-4.53%,R,-2.95%,R,2.29%,G,-13.89%,,4.56,,4.56,,60.52%,G,60.33%,G,9.50%,G,5.11%,G,53.54%,,48.31%,,0:39:13,,0:36:58,,103/394,,270/394,
1472,,-1.43%,,-6.02%,R,-27.26%,R,-21.14%,R,2.14%,,1.19%,,-25.81%,,-30.49%,R,4.20,R,4.20,R,23.91%,R,25.45%,R,1.40%,,1.65%,,57.25%,,46.36%,,0:45:34,,0:37:47,,2131/2578,R,2330/2578,R
2642,,2.65%,,-1.22%,,-5.56%,,-9.18%,,-2.56%,,-5.84%,R,12.16%,G,-14.82%,,<5 Reviews,,<5 Reviews,,40.36%,,43.85%,,6.58%,G,5.52%,G,66.87%,,72.16%,G,0:41:41,,0:45:49,,969/2578,,1797/2578,
3364,,1.39%,,-10.38%,R,17.14%,G,-11.32%,R,29.55%,G,-3.33%,R,-10.74%,,-27.48%,R,<5 Reviews,,<5 Reviews,,32.10%,R,28.15%,R,14.91%,G,13.11%,G,61.42%,,62.11%,,1:05:08,R,1:06:40,R,614/2578,,2372/2578,R
3513,,5.48%,,3.44%,,12.06%,G,5.90%,,33.20%,G,36.28%,G,9.78%,G,-10.46%,,4.85,G,4.85,G,27.01%,R,32.86%,R,2.05%,,0.88%,,30.75%,,29.77%,,0:49:48,,0:48:36,,437/2578,G,999/2578,
Total,B,2.42%,,-3.20%,,1.39%,,-7.49%,R,18.68%,G,10.09%,,-3.75%,G,-20.92%,R,4.64,G,4.64,G,30.53%,R,31.91%,R,6.13%,G,4.82%,G,50.82%,,49.92%,,0:51:38,R,0:50:31,R,81/394,,330/394,R
1577,,-4.06%,,-7.46%,R,-22.29%,R,-28.07%,R,-5.05%,,-16.94%,R,-26.21%,,-26.81%,R,<5 Reviews,,<5 Reviews,,25.23%,R,30.76%,R,2.13%,,2.80%,G,95.33%,G,80.99%,G,0:50:22,,0:56:26,R,2157/2578,R,2443/2578,R
2274,,-8.17%,R,-6.75%,R,-20.39%,R,-11.23%,,9.44%,,5.78%,,-25.41%,,-22.01%,,<5 Reviews,,<5 Reviews,,45.65%,,45.49%,,3.05%,G,2.03%,,42.39%,,45.36%,,0:55:59,R,0:55:08,R,2125/2578,R,2157/2578,R
2352,,-2.41%,,-1.76%,,-6.26%,,-4.02%,,19.77%,,18.85%,,-11.78%,,-12.41%,,4.50,,4.50,,49.24%,,43.41%,,3.59%,G,2.76%,G,92.94%,G,94.65%,G,0:29:24,G,0:30:18,G,835/2578,,1184/2578,
3209,,4.86%,,-1.05%,,7.81%,,1.19%,,-11.29%,R,-35.06%,R,-7.56%,,-13.10%,,<5 Reviews,,<5 Reviews,,40.23%,,40.33%,,38.18%,G,32.09%,G,97.27%,G,94.55%,G,0:42:43,,0:38:44,,641/2578,,1397/2578,
3624,,15.09%,G,9.87%,G,95.52%,G,44.26%,G,89.47%,G,55.24%,G,52.34%,G,14.79%,G,<5 Reviews,,<5 Reviews,,51.28%,,50.19%,,11.11%,G,8.77%,G,77.69%,G,76.45%,G,0:33:29,,0:37:47,,7/2578,G,78/2578,G
Total,B,0.43%,,-1.70%,,2.26%,,-0.83%,,15.95%,,6.15%,,-7.15%,G,-12.18%,,4.35,,4.35,,44.20%,,42.80%,,10.06%,G,7.43%,G,83.46%,G,81.14%,G,0:40:19,,0:41:20,,73/394,G,240/394,
810,,0.94%,,0.00%,,-2.67%,,0.06%,,4.62%,,12.81%,,-19.06%,,-21.96%,,<5 Reviews,,<5 Reviews,,21.84%,R,20.96%,R,0.00%,R,0.06%,R,32.77%,,31.82%,,0:41:00,,0:41:25,,1381/2578,,1745/2578,
886,,-14.14%,R,-11.88%,R,-10.52%,,-9.82%,,20.95%,,21.48%,,-37.73%,R,-38.32%,R,<5 Reviews,,<5 Reviews,,22.99%,R,25.31%,R,1.84%,,2.63%,G,40.90%,,41.74%,,0:33:01,,0:31:04,,1897/2578,,2060/2578,
1005,,-5.81%,,-5.76%,R,-2.05%,,-6.03%,,-14.71%,R,-12.37%,R,-16.27%,,-16.07%,,5.00,G,5.00,G,36.04%,,33.54%,,2.05%,,1.13%,,65.72%,,65.21%,,0:48:15,,0:48:10,,1450/2578,,1967/2578,
1332,,-3.45%,,-2.35%,,-11.50%,,0.08%,,12.70%,,21.52%,,-27.49%,,-24.20%,,<5 Reviews,,<5 Reviews,,57.82%,G,57.77%,G,1.76%,,0.92%,,39.34%,,34.18%,,0:34:39,,0:36:07,,1459/2578,,1411/2578,
1361,,-7.57%,R,-5.88%,R,-4.56%,,0.34%,,10.07%,,11.64%,,-26.98%,,-21.91%,,<5 Reviews,,<5 Reviews,,45.28%,,43.37%,,1.69%,,0.94%,,111.11%,G,101.97%,G,0:37:12,,0:40:43,,1385/2578,,1649/2578,
1526,,-16.48%,R,-12.74%,R,-35.19%,R,-25.01%,R,-27.36%,R,-19.37%,R,-38.58%,R,-34.98%,R,<5 Reviews,,<5 Reviews,,36.10%,,31.77%,R,2.60%,,4.75%,G,14.44%,R,13.80%,R,0:28:28,G,0:30:04,G,2454/2578,R,2435/2578,R
1625,,-9.24%,R,-8.76%,R,2.35%,,-15.03%,R,-12.35%,R,-17.37%,R,-12.38%,,-23.47%,,<5 Reviews,,<5 Reviews,,44.57%,,38.66%,,2.82%,,1.71%,,10.87%,R,23.76%,,0:16:05,G,0:16:26,G,1247/2578,,2192/2578,R
2714,,-1.18%,,-2.44%,,-13.96%,,-16.00%,R,19.05%,,4.83%,,-12.05%,,-17.07%,,<5 Reviews,,<5 Reviews,,23.74%,R,34.74%,,0.57%,,0.18%,R,24.20%,,21.75%,,0:34:21,,0:36:00,,1520/2578,,2116/2578,R
3590,,-15.62%,R,-12.62%,R,-37.15%,R,-23.20%,R,-30.21%,R,-15.72%,R,-39.19%,R,-38.21%,R,<5 Reviews,,<5 Reviews,,48.89%,,44.32%,,0.00%,R,0.00%,R,34.44%,,36.42%,,0:43:53,,0:45:09,,2536/2578,R,2530/2578,R
Total,B,-8.36%,R,-6.96%,R,-13.72%,R,-9.31%,R,-3.42%,R,1.89%,R,-27.08%,R,-26.81%,R,4.35,,4.35,,35.60%,,35.40%,,1.32%,,1.16%,,45.35%,,45.23%,,0:36:11,,0:37:29,,363/394,R,385/394,R
&nbsp;,B,-4.07%,R,-4.84%,R,-4.59%,,-2.48%,R,9.57%,,11.00%,,-18.16%,,-20.24%,R,4.41,R,4.41,R,37.25%,,36.90%,,5.60%,G,4.13%,G,59.19%,G,57.60%,G,0:39:34,,0:40:24,,16/30,,26/30,R
924,,-5.11%,,-2.33%,,-16.90%,,-5.56%,,-8.52%,R,2.53%,,-24.03%,,-21.57%,,4.64,,4.64,,71.05%,G,69.89%,G,0.31%,,0.49%,,95.13%,G,90.77%,G,0:35:15,,0:38:25,,1800/2578,,1627/2578,
953,,9.26%,G,15.34%,G,15.66%,G,42.71%,G,20.07%,,32.09%,,24.57%,G,29.08%,G,4.88,G,4.88,G,51.21%,,55.17%,G,0.27%,,0.88%,,46.37%,,33.79%,,0:23:56,G,0:24:14,G,94/2578,G,36/2578,G
980,,1.62%,,1.87%,,-11.97%,,2.45%,,-0.44%,,12.51%,,-35.62%,R,-30.18%,R,3.43,R,3.43,R,24.87%,R,27.67%,R,0.00%,R,0.15%,R,35.53%,,46.65%,,0:30:22,,0:30:10,G,1799/2578,,1490/2578,
1008,,8.23%,G,9.87%,G,-4.25%,,7.27%,,20.30%,,29.11%,,-13.38%,,-10.58%,,4.73,,4.73,,56.18%,G,57.49%,G,0.50%,,0.34%,,92.42%,G,91.68%,G,0:42:01,,0:40:41,,625/2578,,532/2578,
5033,,5.44%,,4.62%,,12.44%,G,15.56%,,9.17%,,10.83%,,-2.63%,G,-4.85%,,<5 Reviews,,<5 Reviews,,58.58%,G,60.28%,G,2.10%,,1.44%,,81.37%,G,74.62%,G,0:41:45,,0:51:02,,344/2578,G,639/2578,
5051,,3.48%,,8.17%,G,-7.45%,,3.31%,,35.42%,G,33.80%,G,-18.62%,,-0.63%,G,4.17,R,4.17,R,41.70%,,37.30%,,3.01%,,3.30%,G,69.37%,,72.39%,G,0:38:19,,0:42:46,,932/2578,,703/2578,
Total,B,3.76%,,6.16%,,-3.12%,,8.94%,,11.34%,,19.16%,,-13.83%,,-8.81%,,4.43,,4.43,,53.88%,G,53.88%,G,1.10%,,1.14%,,74.74%,G,71.78%,G,0:34:53,,0:37:04,,88/394,,57/394,G
1315,,1.26%,,7.52%,,-1.57%,,23.49%,G,36.74%,G,32.18%,,-41.67%,R,-14.86%,,4.10,R,4.10,R,49.55%,,51.82%,,1.25%,,0.61%,,98.21%,G,88.02%,G,0:51:38,R,0:51:29,,1143/2578,,545/2578,
1412,,-2.83%,,6.37%,,-39.71%,R,-16.79%,R,-40.84%,R,-26.20%,R,-26.97%,,-10.74%,,3.86,R,3.86,R,39.83%,,44.70%,,0.37%,,1.38%,,51.87%,,58.16%,,0:54:46,R,0:54:10,R,2424/2578,R,1859/2578,
1456,,2.97%,,8.34%,G,-3.49%,,14.54%,,-8.73%,R,0.98%,,-9.44%,,2.89%,G,4.77,G,4.77,G,56.87%,G,57.76%,G,8.58%,G,7.55%,G,112.32%,G,116.34%,G,0:32:34,,0:29:09,G,684/2578,,263/2578,G
1457,,-12.42%,R,-9.48%,R,-26.07%,R,-30.54%,R,-22.22%,R,-25.46%,R,-30.56%,,-31.16%,R,<5 Reviews,,<5 Reviews,,43.47%,,41.61%,,1.65%,,2.28%,,57.07%,,33.83%,,0:48:11,,0:47:56,,2420/2578,R,2485/2578,R
1461,,-0.76%,,6.71%,,3.13%,,6.71%,,7.76%,,-0.40%,,-4.84%,,-0.98%,G,5.00,G,5.00,G,54.48%,,57.02%,G,1.44%,,1.50%,,39.47%,,35.04%,,0:32:01,,0:32:41,,583/2578,,627/2578,
3778,,-3.56%,,1.98%,,-17.13%,,-6.31%,,-17.72%,R,-2.54%,R,-13.54%,,-12.88%,,<5 Reviews,,<5 Reviews,,30.81%,R,28.74%,R,0.85%,,1.13%,,63.45%,,62.20%,,0:32:13,,0:30:09,G,1842/2578,,1481/2578,
4653,,-0.22%,,-1.26%,,10.41%,G,2.03%,,-26.99%,R,-10.74%,R,57.26%,G,-9.11%,,4.29,,4.29,,42.39%,,34.87%,,11.17%,G,7.07%,G,61.41%,,65.51%,,0:57:23,R,0:49:27,,883/2578,,1510/2578,
Total,B,-2.67%,,2.35%,,-12.42%,,-2.47%,,-11.09%,R,-3.52%,R,-18.14%,,-13.18%,,4.40,,4.40,,44.85%,,45.13%,,3.55%,G,2.86%,G,64.75%,G,60.20%,G,0:44:19,,0:42:09,,297/394,,239/394,
1485,,1.88%,,6.18%,,-3.21%,,5.17%,,16.02%,,18.60%,,-6.30%,,-2.55%,,<5 Reviews,,<5 Reviews,,33.19%,,39.19%,,6.28%,G,4.18%,G,66.81%,,76.17%,G,0:36:47,,0:38:27,,805/2578,,688/2578,
1778,,-1.72%,,-3.84%,,-13.14%,,-5.07%,,-8.25%,R,-6.57%,R,-23.78%,,-20.31%,,4.67,,4.67,,50.13%,,51.97%,,1.80%,,1.76%,,54.67%,,53.49%,,0:34:53,,0:35:26,,1530/2578,,1699/2578,
1956,,-3.81%,,-4.35%,,-26.72%,R,-15.46%,R,-14.19%,R,2.66%,,-25.83%,,-33.06%,R,4.14,R,4.14,R,38.98%,,49.88%,,1.97%,,1.11%,,63.90%,,72.93%,G,0:38:41,,0:35:50,,2154/2578,R,2079/2578,R
2084,,-13.00%,R,-5.75%,R,-31.75%,R,-19.61%,R,-28.28%,R,-13.15%,R,-27.18%,,-27.18%,R,5.00,G,5.00,G,82.49%,G,82.04%,G,1.52%,,2.90%,G,104.15%,G,90.05%,G,0:37:55,,0:34:09,,2177/2578,R,1960/2578,
2608,,0.63%,,2.42%,,8.03%,G,13.61%,,-5.50%,,6.23%,,-17.78%,,-18.74%,,<5 Reviews,,<5 Reviews,,35.81%,,38.12%,,1.46%,,0.75%,,98.65%,G,92.71%,G,0:23:21,G,0:22:40,G,708/2578,,785/2578,
2923,,1.07%,,-0.49%,,-7.68%,,-10.44%,,-11.64%,R,-2.97%,R,-19.81%,,-20.16%,,3.36,R,3.36,R,50.20%,,46.40%,,10.48%,G,5.56%,G,103.21%,G,85.47%,G,0:33:17,,0:35:07,,1194/2578,,1735/2578,
Total,B,-3.20%,,-1.28%,,-16.98%,R,-8.82%,R,-13.92%,R,-2.59%,R,-20.40%,,-20.16%,,4.15,R,4.15,R,50.31%,,51.99%,G,3.87%,G,2.88%,G,81.77%,G,77.42%,G,0:34:28,G,0:33:36,G,295/394,,289/394,
1872,,-2.50%,,-5.54%,,-9.34%,,-4.18%,,-9.86%,R,-9.46%,R,-32.74%,R,-21.83%,,4.63,,4.63,,58.77%,G,51.40%,,2.19%,,1.20%,,80.26%,G,64.46%,,0:30:41,,0:29:23,G,1390/2578,,1701/2578,
1901,,-3.59%,,-2.23%,,-1.79%,,10.65%,,-2.04%,,7.56%,,4.40%,G,-5.14%,,4.60,,4.60,,52.63%,,60.70%,G,8.32%,G,10.82%,G,72.63%,G,70.46%,G,0:33:57,,0:34:55,,857/2578,,766/2578,
2455,,1.35%,,-0.70%,,7.72%,,7.02%,,9.40%,,2.74%,,-23.81%,,-16.26%,,5.00,G,5.00,G,51.25%,,50.70%,,0.00%,R,0.15%,R,100.94%,G,88.13%,G,0:26:29,G,0:26:33,G,541/2578,,987/2578,
3259,,-2.04%,,-3.54%,,-17.67%,,-22.26%,R,-4.95%,,-9.90%,R,-24.39%,,-21.62%,,<5 Reviews,,<5 Reviews,,38.71%,,38.70%,,0.37%,,0.41%,,56.25%,,44.74%,,0:43:01,,0:39:09,,2013/2578,,2271/2578,R
4247,,-6.21%,,-7.21%,R,-3.11%,,-5.66%,,-7.34%,,-11.57%,R,-24.94%,,-20.17%,,<5 Reviews,,<5 Reviews,,50.61%,,42.89%,,2.50%,,3.13%,G,35.06%,,32.74%,,0:39:36,,0:38:42,,1531/2578,,2019/2578,
7199,,-0.11%,,-8.57%,R,-24.35%,R,-25.62%,R,-15.82%,R,-17.45%,R,-30.91%,,-41.12%,R,<5 Reviews,,<5 Reviews,,41.67%,,50.61%,,5.60%,G,2.09%,,36.40%,,39.69%,,0:52:29,R,0:50:15,,2159/2578,R,2449/2578,R
Total,B,-2.15%,,-4.37%,R,-8.18%,,-6.81%,R,-4.31%,R,-4.74%,R,-23.22%,,-21.43%,R,4.58,,4.58,,47.80%,,47.58%,,3.38%,G,3.59%,G,63.13%,G,55.56%,,0:35:20,,0:34:26,G,229/394,,301/394,
1058,,4.68%,,10.44%,G,14.00%,G,29.57%,G,14.07%,,19.83%,,-20.00%,,0.09%,G,4.17,R,4.17,R,38.76%,,40.55%,,4.41%,G,2.71%,G,57.30%,,48.26%,,0:48:33,,0:44:53,,643/2578,,381/2578,G
1199,,-5.00%,,-1.08%,,-31.85%,R,-24.20%,R,-30.56%,R,-27.07%,R,-29.76%,,-20.78%,,<5 Reviews,,<5 Reviews,,70.73%,G,70.24%,G,0.00%,R,0.00%,R,55.79%,,45.82%,,0:30:43,,0:28:46,G,2186/2578,R,2043/2578,
